subject,setSize,targetCol,distractorCol,mouse.time
200,20,blue,black,0.8977
200,5,black,black,0.7422
200,5,black,black,0.826
203,5,black,black,1.1979
203,5,black,black,1.0088
203,20,black,black,1.2268
203,5,black,black,0.8253
203,5,black,black,0.9269
203,20,black,black,1.6629
203,5,black,black,0.8566
203,20,blue,black,0.7964
203,20,black,black,0.8908
203,20,black,black,2.2148
204,20,black,black,1.104
204,20,black,black,1.1772
204,5,black,black,0.7451
204,20,blue,black,0.6307
204,5,black,black,0.8309
204,20,black,black,2.9794
204,5,black,black,0.8971
204,5,black,black,0.6945
204,5,black,black,0.8115
204,20,black,black,0.5802
205,5,black,black,1.7352
205,5,black,black,0.9275
205,5,black,black,0.6097
205,5,black,black,0.8279
205,20,blue,black,0.7262
205,20,black,black,0.9466
205,20,black,black,2.6957
205,20,black,black,1.2805
205,20,black,black,0.96
205,5,black,black,0.7292
206,5,black,black,1.4884
206,5,black,black,0.9431
206,20,black,black,1.0105
206,5,black,black,1.1938
206,20,black,black,2.0122
206,5,black,black,1.6447
206,20,blue,black,1.361
206,5,black,black,1.3117
206,20,black,black,2.4458
206,20,black,black,2.5124
209,20,black,black,1.318
209,5,black,black,1.372
209,5,black,black,1.84
209,20,black,black,3.41
209,5,black,black,2.373
209,20,black,black,2.0435
209,5,black,black,1.1114
209,20,black,black,2.3563
209,20,blue,black,1.3108
209,5,black,black,1.6717
212,5,black,black,1.6166
212,20,black,black,1.9911
212,5,black,black,3.7855
212,20,black,black,1.4625
212,5,black,black,0.9109
212,20,black,black,0.861
212,20,blue,black,0.9331
212,5,black,black,0.8572
212,5,black,black,1.1787
212,20,black,black,1.5623
214,5,black,black,1.6517
214,5,black,black,1.4747
214,5,black,black,2.091200001
214,20,black,black,2.0415
214,5,black,black,0.1758
214,5,black,black,1.427099999
216,5,black,black,1.0534
216,20,black,black,0.8763
216,20,blue,black,1.6059
216,5,black,black,1.178
216,5,black,black,1.742
216,5,black,black,1.4775
217,5,black,black,1.3154
217,20,black,black,2.4415
217,5,black,black,0.8912
217,5,black,black,0.9572
217,20,blue,black,1.0416
217,5,black,black,0.993
217,20,black,black,1.0587
217,20,black,black,2.3281
217,5,black,black,1.2096
217,20,black,black,1.6102
218,5,black,black,7.938
218,5,black,black,1.91
218,20,black,black,3.132
218,20,black,black,4.238
218,5,black,black,1.449
218,20,black,black,4.186
218,5,black,black,1.568
218,5,black,black,1.547
218,20,blue,black,1.767
218,20,black,black,6.555
219,5,black,black,1.29072
219,20,blue,black,1.190615
219,5,black,black,1.693315
219,20,black,black,2.14307
219,5,black,black,1.042525
219,5,black,black,1.159615
219,20,black,black,1.293045
219,20,black,black,2.72787
219,5,black,black,1.860355
219,20,black,black,1.65997
220,5,black,black,1.292765
220,20,black,black,1.44024
220,20,black,black,1.494725
220,20,blue,black,1.112605
220,20,black,black,1.194065
220,5,black,black,1.126305
220,5,black,black,0.93763
220,20,black,black,3.36154
220,5,black,black,1.160175
220,5,black,black,1.1129
221,20,black,black,1.4613
221,5,black,black,0.8387
221,5,black,black,1.1419
221,5,black,black,0.7384
221,20,black,black,2.211
221,5,black,black,1.2592
221,5,black,black,1.3247
221,20,blue,black,1.2254
221,20,black,black,3.2767
221,20,black,black,1.9937
222,20,black,black,8.824
222,5,black,black,1.528
222,20,black,black,1.465
222,5,black,black,1.232
222,20,black,black,2.899
222,5,black,black,0.882
222,20,black,black,2.03
222,20,blue,black,0.969
222,5,black,black,1.318
222,5,black,black,0.97
223,5,black,black,2.352105
223,5,black,black,1.42772
223,20,black,black,1.557365
223,5,black,black,1.37659
224,5,black,black,1.594
224,5,black,black,0.848
224,5,black,black,0.987
224,5,black,black,1.198
224,20,black,black,3.222
224,5,black,black,1.326
224,20,blue,black,1.081
224,20,black,black,2.617
224,20,black,black,1.366
224,20,black,black,3.576
225,5,black,black,2.3556
225,20,black,black,2.1228
225,5,black,black,1.2366
225,5,black,black,1.2403
225,5,black,black,2.0595
225,20,black,black,1.5446
225,5,black,black,1.5272
225,20,black,black,3.1304
225,20,blue,black,1.8437
225,20,black,black,2.878
226,5,black,black,1.509
226,5,black,black,1.3363
226,20,black,black,1.4118
226,20,black,black,2.1036
226,20,black,black,2.8439
226,5,black,black,1.1419
226,5,black,black,1.4765
226,20,blue,black,1.1948
226,5,black,black,1.5106
226,20,black,black,2.6611
227,5,black,black,1.4415
227,5,black,black,1.09
227,5,black,black,1.3583
227,5,black,black,0.9896
227,20,black,black,1.7512
227,20,black,black,2.5711
227,20,black,black,5.1767
227,5,black,black,1.258
227,20,blue,black,1.3749
227,20,black,black,1.3506
228,5,black,black,0.706
229,20,blue,black,1.1968
229,20,black,black,1.9851
229,20,black,black,4.3707
229,5,black,black,0.1318
229,5,black,black,1.6923
229,20,black,black,1.751
229,5,black,black,1.1993
229,20,black,black,2.3187
229,5,black,black,1.3365
229,5,black,black,1.4002
230,20,black,black,6.507
230,5,black,black,7.793
230,5,black,black,0.208
230,5,black,black,1.041
230,20,black,black,1.058
230,5,black,black,1.259
231,20,black,black,2.41664
231,20,black,black,0.040985
231,5,black,black,1.25071
231,5,black,black,0.59968
231,5,black,black,0.531415
231,5,black,black,1.470555
231,20,black,black,1.118345
231,20,blue,black,0.73177
231,20,black,black,1.70596
231,5,black,black,1.14017
232,5,black,black,1.837715
232,5,black,black,1.542345
232,20,black,black,2.657375
232,20,blue,black,1.073435
232,5,black,black,1.257105
232,20,black,black,1.07531
232,5,black,black,1.09007
232,20,black,black,2.090125
232,5,black,black,0.822565
232,20,black,black,2.162885
233,20,black,black,1.7294
233,5,black,black,1.14
233,20,black,black,1.3772
233,5,black,black,0.8749
233,5,black,black,0.7242
233,5,black,black,0.692
233,20,blue,black,0.9735
233,20,black,black,3.5749
233,5,black,black,1.089
233,20,black,black,0.9737
234,20,black,black,6.81404
234,20,blue,black,1.682265
234,5,black,black,1.63295
234,5,black,black,2.457255
234,5,black,black,1.604165
234,5,black,black,1.533275
234,20,black,black,1.789085
234,20,black,black,3.17335
234,20,black,black,2.488905
234,5,black,black,2.203915
