subject,resp.keys,resp.rt,text,letterColor,colorSet
301,blue,1.447,blue,blue,I
301,green,0.979,green,green,I
301,blue,0.818,green,blue,I
301,red,0.856,blue,red,I
301,red,0.661,red,red,I
301,green,0.912,red,green,I
301,red,0.855,blue,red,I
301,green,0.765,red,green,I
301,green,1.654,green,green,I
301,red,1.088,red,red,I
301,blue,0.705,green,blue,I
301,blue,0.444,blue,blue,I
301,green,0.868,green,green,I
301,red,0.635,red,red,I
301,blue,0.714,blue,blue,I
301,green,0.685,red,green,I
301,red,0.713,blue,red,I
301,blue,0.596,green,blue,I
302,red,1.3165,blue,red,I
302,blue,5.0206,red,green,I
304,red,1.271,blue,red,I
304,green,0.6114,green,green,I
304,blue,0.5004,blue,blue,I
304,green,1.0922,green,blue,I
304,green,2.3803,red,green,I
304,red,0.9026,red,red,I
304,green,0.7317,red,green,I
304,blue,0.6431,blue,blue,I
304,green,0.8028,green,green,I
304,red,0.6158,blue,red,I
304,blue,0.9924,green,blue,I
304,red,0.907,red,red,I
304,red,0.5666,red,red,I
304,blue,1.3344,blue,red,I
304,blue,0.8897,blue,blue,I
304,green,0.827,red,green,I
304,blue,1.1091,green,blue,I
304,green,0.7159,green,green,I
304,green,1.1194,red,green,I
304,red,0.6371,red,red,I
304,red,0.7987,blue,red,I
304,green,0.8932,green,green,I
304,blue,0.6336,blue,blue,I
304,blue,1.0834,green,blue,I
304,blue,0.7224,blue,blue,I
304,red,0.6886,blue,red,I
304,green,0.683,red,green,I
304,blue,0.9035,green,blue,I
304,red,0.8866,red,red,I
304,green,0.7694,green,green,I
305,green,0.8452,red,green,I
305,green,0.716,green,green,I
305,blue,0.5888,green,blue,I
305,red,0.5661,blue,red,I
305,red,0.6172,red,red,I
305,blue,0.6557,blue,blue,I
305,green,0.5988,green,green,I
305,blue,0.8022,blue,blue,I
305,red,0.6531,red,red,I
305,green,1.2837,red,green,I
305,blue,0.9501,green,blue,I
305,red,0.5002,blue,red,I
305,red,0.5838,red,red,I
305,red,0.5392,blue,red,I
305,blue,0.6504,green,blue,I
305,green,0.5329,red,green,I
305,blue,0.9196,blue,blue,I
305,green,0.7335,green,green,I
305,blue,0.6832,blue,blue,I
305,red,0.5708,blue,red,I
305,green,0.6868,red,green,I
305,red,0.687,red,red,I
305,green,0.6698,green,green,I
305,blue,0.6377,green,blue,I
305,blue,0.7361,blue,blue,I
305,green,0.6698,green,green,I
305,blue,1.0502,green,blue,I
305,red,0.6384,blue,red,I
305,green,0.9003,red,green,I
305,red,1.1829,red,red,I
306,red,1.3776,red,green,I
306,red,1.0383,red,red,I
306,blue,0.9453,green,blue,I
306,red,0.7715,blue,red,I
306,blue,0.9989,blue,blue,I
306,green,0.8329,green,green,I
306,red,0.6989,blue,red,I
306,green,0.4655,green,green,I
306,blue,0.3491,blue,blue,I
306,red,0.3693,red,red,I
306,green,0.4168,green,blue,I
306,blue,0.4998,red,green,I
306,red,0.9164,blue,red,I
306,green,1.6186,green,green,I
306,red,4.1171,red,red,I
306,blue,0.6162,green,blue,I
306,green,1.1662,red,green,I
306,green,4.4009,blue,blue,I
306,blue,0.3675,red,red,I
306,green,0.6501,green,green,I
306,green,0.8321,blue,red,I
306,blue,0.8339,green,blue,I
306,green,0.7386,red,green,I
306,blue,0.698,blue,blue,I
306,green,0.5486,green,green,I
306,blue,0.3992,blue,blue,I
306,red,0.4213,blue,red,I
306,green,0.3666,red,green,I
306,red,0.4818,red,red,I
306,blue,0.5869,green,blue,I
307,blue,0.8365,green,green,I
307,red,0.5001,red,red,I
307,red,0.7288,blue,red,I
307,blue,0.5662,green,blue,I
307,blue,0.4851,blue,blue,I
307,green,0.5649,red,green,I
307,red,0.4832,red,red,I
307,green,0.4838,green,green,I
307,green,0.5001,green,blue,I
307,red,0.4337,blue,red,I
307,green,0.4231,red,green,I
307,blue,0.385,blue,blue,I
307,red,0.6331,blue,red,I
307,red,0.4834,red,red,I
307,green,0.6335,red,green,I
307,green,0.5994,green,green,I
307,blue,0.585,green,blue,I
307,blue,0.5336,blue,blue,I
307,blue,0.5162,blue,blue,I
307,green,0.5998,red,green,I
307,blue,0.6,green,blue,I
307,green,0.7736,green,green,I
307,red,0.4176,red,red,I
307,red,0.7836,blue,red,I
307,red,0.455,blue,red,I
307,green,0.5034,green,green,I
307,blue,0.4072,blue,blue,I
307,blue,1.0175,green,blue,I
307,red,0.5167,red,red,I
307,green,0.4179,red,green,I
308,blue,2.185,blue,blue,I
308,green,0.5984,green,green,I
308,red,0.4818,red,red,I
308,blue,0.7143,green,blue,I
308,green,0.7648,red,green,I
308,red,0.4653,blue,red,I
308,green,0.4491,green,green,I
308,blue,0.3672,green,blue,I
308,green,0.6166,red,green,I
308,red,0.4208,blue,red,I
308,red,0.5166,red,red,I
308,blue,0.7997,blue,blue,I
308,green,0.5671,red,green,I
308,blue,0.7003,blue,blue,I
308,red,0.4648,red,red,I
308,red,0.6499,blue,red,I
308,green,0.533,green,green,I
308,blue,0.7996,green,blue,I
308,green,0.933,red,green,I
308,red,0.6336,blue,red,I
308,red,0.4339,red,red,I
308,blue,0.684,blue,blue,I
308,blue,0.7699,green,blue,I
308,green,0.5493,green,green,I
308,red,0.7334,blue,red,I
308,green,0.5684,green,green,I
308,red,0.5725,red,red,I
308,red,0.5524,red,green,I
308,blue,0.5991,blue,blue,I
308,blue,0.7682,green,blue,I
310,red,5.429,blue,red,I
310,green,1.325,green,blue,I
310,green,0.611,red,green,I
310,green,0.395,blue,blue,I
310,green,0.347,red,red,I
310,green,0.429,green,green,I
310,green,0.315,blue,red,I
310,green,0.347,red,green,I
310,green,0.301,green,green,I
310,green,0.345,blue,blue,I
310,green,0.299,green,blue,I
310,green,0.279,red,red,I
310,green,0.296,blue,blue,I
310,green,0.264,blue,red,I
310,green,0.264,red,green,I
310,green,0.251,red,red,I
310,green,0.294,green,blue,I
310,green,0.241,green,green,I
310,green,0.177,green,green,I
310,green,0.178,red,green,I
310,green,0.3,blue,red,I
310,green,0.531,red,red,I
310,green,0.483,green,blue,I
310,green,0.311,blue,blue,I
310,green,0.279,blue,red,I
310,green,0.315,blue,blue,I
310,green,0.302,red,red,I
310,green,0.343,green,green,I
310,green,0.312,red,green,I
310,green,0.312,green,blue,I
312,blue,1.614,red,green,I
312,red,0.9627,blue,red,I
312,green,0.8657,blue,blue,I
312,red,1.4695,red,red,I
312,blue,1.4489,green,green,I
312,green,1.0699,green,blue,I
312,green,0.8445,green,blue,I
312,red,1.7192,red,red,I
312,green,1.83,blue,blue,I
312,blue,0.9302,green,green,I
312,blue,0.6175,red,green,I
312,red,0.7986,blue,red,I
312,blue,1.5359,green,green,I
312,red,1.6508,red,red,I
312,green,0.7728,blue,blue,I
312,red,1.1297,blue,red,I
312,green,0.9682,green,blue,I
312,blue,0.8742,red,green,I
312,green,2.1648,blue,blue,I
312,red,0.8267,red,red,I
312,red,4.0865,blue,red,I
312,blue,0.8207,red,green,I
312,blue,0.7566,green,green,I
312,green,0.6388,green,blue,I
312,red,0.9044,red,red,I
312,red,0.9183,blue,red,I
312,green,1.6448,green,blue,I
312,green,0.6687,blue,blue,I
312,blue,1.2347,green,green,I
312,blue,1.2957,red,green,I
313,blue,1.5735,green,blue,I
313,red,1.0815,blue,red,I
313,red,0.7043,red,red,I
313,green,2.0671,green,green,I
313,blue,0.7874,blue,blue,I
313,green,0.6479,red,green,I
313,blue,1.4971,blue,blue,I
313,red,1.0484,blue,red,I
313,green,0.6486,green,green,I
313,blue,1.0296,green,blue,I
313,red,0.897,red,red,I
313,green,0.5985,red,green,I
313,green,0.5733,green,green,I
313,green,0.5544,red,green,I
313,blue,0.5596,green,blue,I
313,red,0.6987,blue,red,I
313,blue,0.8543,blue,blue,I
313,red,0.765,red,red,I
313,green,0.4548,green,green,I
313,red,1.2316,red,red,I
313,red,1.0548,blue,red,I
313,green,1.0151,red,green,I
313,blue,0.9607,blue,blue,I
313,blue,1.0076,green,blue,I
313,green,1.9739,red,green,I
313,blue,0.9907,green,blue,I
313,red,2.3152,red,red,I
313,red,1.101,blue,red,I
313,blue,0.9333,blue,blue,I
313,green,1.1332,green,green,I
314,blue,2.5013,green,blue,I
314,red,1.0131,red,red,I
314,red,0.5897,red,green,I
314,red,1.5352,blue,red,I
314,green,0.5727,green,green,I
314,blue,0.6339,blue,blue,I
314,red,0.6538,red,red,I
314,green,0.6171,green,green,I
314,blue,1.2836,green,blue,I
314,blue,0.6354,blue,blue,I
314,green,1.2372,red,green,I
314,red,0.967,blue,red,I
314,blue,0.5509,blue,blue,I
314,green,1.617,red,green,I
314,blue,1.7835,green,blue,I
314,red,0.634,blue,red,I
314,green,0.6302,green,green,I
314,red,0.6847,red,red,I
314,green,1.5524,green,green,I
314,green,1.5508,red,green,I
314,blue,1.0031,green,blue,I
314,red,0.3909,red,red,I
314,blue,0.867,blue,red,I
314,blue,0.8837,blue,blue,I
314,green,0.8334,green,green,I
314,green,1.5844,red,green,I
314,blue,1.0842,blue,blue,I
314,blue,0.8511,blue,red,I
314,blue,0.4508,green,blue,I
314,red,0.6894,red,red,I
317,blue,6.2431,green,blue,I
317,green,0.9008,red,green,I
317,red,0.9154,red,red,I
317,green,0.7693,green,green,I
317,red,0.8281,blue,red,I
317,blue,0.7334,blue,blue,I
317,red,2.3016,red,red,I
317,green,0.8212,green,green,I
317,blue,0.382,blue,blue,I
317,red,0.7702,blue,red,I
317,green,0.4498,red,green,I
317,blue,0.7565,green,blue,I
317,red,0.8348,blue,red,I
317,green,0.344,blue,blue,I
317,red,0.7515,red,red,I
317,green,0.5514,red,green,I
317,green,0.5702,green,green,I
317,blue,0.6957,green,blue,I
317,red,0.6285,blue,red,I
317,blue,0.5838,green,blue,I
317,green,0.4919,red,green,I
317,green,0.6369,green,green,I
317,blue,0.4786,blue,blue,I
317,red,0.567,red,red,I
317,green,1.7901,red,green,I
317,green,0.6655,green,green,I
317,blue,0.768,green,blue,I
317,red,0.6682,blue,red,I
317,red,0.6843,red,red,I
317,blue,2.0994,blue,blue,I
318,blue,0.6096,blue,blue,I
318,red,0.5707,red,red,I
318,green,0.5642,green,green,I
318,blue,0.5787,green,blue,I
318,red,0.5868,blue,red,I
318,green,0.4115,red,green,I
318,red,0.5523,blue,red,I
318,blue,0.7606,green,blue,I
318,green,0.6565,green,green,I
318,red,0.6149,red,red,I
318,green,0.65,red,green,I
318,blue,0.3809,blue,blue,I
318,green,0.5976,green,green,I
318,blue,0.7067,green,blue,I
318,red,0.8967,red,red,I
318,red,0.6531,blue,red,I
318,green,0.5673,red,green,I
318,blue,0.6308,blue,blue,I
318,blue,0.4021,blue,blue,I
318,blue,0.5815,green,blue,I
318,green,0.8628,red,green,I
318,red,1.0351,red,red,I
318,green,1.332,green,green,I
318,red,0.8403,blue,red,I
318,blue,0.7665,green,blue,I
318,red,0.7544,blue,red,I
318,red,0.4844,red,red,I
318,blue,0.7614,blue,blue,I
318,green,0.707,red,green,I
318,green,0.5578,green,green,I
319,blue,11.0038,blue,blue,I
319,red,1.3698,blue,red,I
319,blue,2.9205,green,blue,I
319,green,1.6738,red,green,I
319,green,2.5232,green,green,I
319,red,0.7874,red,red,I
319,blue,1.0676,green,blue,I
319,blue,1.9708,blue,blue,I
319,green,1.1173,red,green,I
319,red,1.0672,red,red,I
319,green,2.0535,green,green,I
319,red,1.2796,blue,red,I
319,green,0.9699,red,green,I
319,blue,0.8455,blue,blue,I
319,red,0.8352,red,red,I
319,red,1.1293,blue,red,I
319,blue,0.9785,green,blue,I
319,green,0.9656,green,green,I
319,blue,1.2005,green,blue,I
319,blue,1.2011,blue,blue,I
319,red,0.566,red,red,I
319,red,1.1732,blue,red,I
319,green,0.6995,green,green,I
319,green,1.7007,red,green,I
319,red,0.951,red,red,I
319,green,1.1544,red,green,I
319,red,0.8252,blue,red,I
319,blue,2.1386,green,blue,I
319,green,1.1722,green,green,I
319,blue,0.848,blue,blue,I
321,red,0.6021,red,red,I
321,blue,1.436,red,green,I
321,red,1.1747,blue,red,I
321,green,1.6698,blue,blue,I
321,blue,1.0515,green,blue,I
321,blue,0.7823,green,green,I
321,green,0.7937,blue,blue,I
321,red,0.9971,blue,red,I
321,blue,0.6306,green,green,I
321,red,0.9381,red,red,I
321,green,0.8129,green,blue,I
321,blue,0.4263,red,green,I
321,red,0.4517,red,red,I
321,red,1.0217,blue,red,I
321,blue,1.1633,green,blue,I
321,green,0.5047,blue,blue,I
321,blue,0.4168,green,green,I
321,green,1.054,red,green,I
321,green,0.9424,blue,blue,I
321,blue,1.14,red,green,I
321,red,0.367,red,red,I
321,green,0.7836,green,blue,I
321,blue,1.2082,blue,red,I
321,blue,0.705,green,green,I
321,green,0.3681,green,blue,I
321,green,2.719,blue,blue,I
321,blue,0.6666,green,green,I
321,red,0.586,red,red,I
321,red,0.686,red,green,I
321,green,0.8955,blue,red,I
328,red,2.8019,blue,red,I
392,red,1.1317,red,red,I
392,green,0.1597,green,blue,I
392,blue,0.0443,green,green,I
392,blue,0.0543,blue,red,I
392,red,0.0334,red,green,I
393,green,0.4066,red,red,I
393,red,0.0551,green,blue,I
393,green,0.0724,red,green,I
394,red,3.4647,blue,red,I
394,red,0.0344,red,green,I
394,green,0.0337,blue,blue,I
394,red,5e-04,red,red,I
394,blue,6e-04,green,green,I
395,blue,2.3457,green,blue,I
395,red,1.5058,red,red,I
395,green,0.7716,red,green,I
395,green,0.6056,green,green,I
395,blue,0.637,blue,blue,I
395,red,0.6032,blue,red,I
395,green,2.4928,red,green,I
395,red,0.7011,red,red,I
395,blue,0.455,green,blue,I
395,green,1.6318,green,green,I
395,red,0.6422,blue,red,I
395,blue,0.6733,blue,blue,I
395,green,0.4699,green,green,I
395,red,0.5502,blue,red,I
395,red,0.4861,red,red,I
395,blue,0.5875,blue,blue,I
395,blue,0.5566,green,blue,I
395,green,1.3421,red,green,I
395,green,0.6247,red,green,I
395,red,0.4873,red,red,I
395,blue,0.5504,green,blue,I
395,green,0.8552,green,green,I
395,red,0.5727,blue,red,I
395,blue,1.37,blue,blue,I
395,red,1.43,blue,red,I
395,green,0.8596,blue,blue,I
395,blue,0.7175,green,blue,I
395,green,0.6462,red,green,I
395,green,0.5782,green,green,I
395,red,0.7561,red,red,I
396,red,0.923,red,green,I
396,blue,2.202,green,green,I
397,blue,1.5345,blue,blue,I
397,green,2.2397,green,blue,I
397,red,3.2306,red,green,I
397,red,0.5979,red,red,I
397,blue,0.8864,green,green,I
397,blue,1.2376,blue,red,I
404,green,2.2441,green,blue,I
404,green,2.3527,blue,blue,I
404,blue,0.9396,red,green,I
404,red,0.9348,red,red,I
404,blue,1.2154,green,green,I
408,red,1.6734,blue,red,I
408,green,0.3327,red,red,I
408,red,0.325,red,green,I
408,blue,0.0034,blue,blue,I
408,blue,0.0213,green,green,I
408,red,0.4804,green,blue,I
408,blue,0.8841,red,green,I
408,red,0.3416,green,blue,I
408,red,0.5787,red,red,I
408,blue,1.004,blue,red,I
408,green,0.0339,green,green,I
408,green,0.3509,blue,blue,I
408,green,0.3614,blue,blue,I
408,blue,0.3489,green,blue,I
408,green,0.0013,red,red,I
408,red,4e-04,green,green,I
408,red,0.1195,red,green,I
408,green,0.1331,blue,red,I
408,green,0.1261,red,green,I
408,green,0.1007,green,blue,I
408,red,0.1014,blue,blue,I
408,blue,7e-04,blue,red,I
408,red,0.2338,red,red,I
408,green,0.0838,green,green,I
408,green,4e-04,blue,blue,I
408,red,6e-04,green,blue,I
408,red,0.0897,red,green,I
408,red,0.1051,green,green,I
408,green,0.038,red,red,I
408,blue,0.0385,blue,red,I
411,green,1.808,green,blue,I
411,blue,2.126,blue,blue,I
411,red,1.609,red,red,I
411,green,1.308,green,green,I
411,red,1.925,blue,red,I
411,green,1.226,red,green,I
411,red,0.759,red,red,I
411,blue,0.91,blue,blue,I
411,blue,1.158,green,blue,I
411,green,2.558,red,green,I
411,green,0.808,green,green,I
411,red,1.109,blue,red,I
411,blue,0.991,blue,blue,I
411,blue,1.074,green,blue,I
411,red,1.007,blue,red,I
411,red,0.808,red,red,I
411,green,0.777,red,green,I
411,green,0.758,green,green,I
411,green,0.76,red,green,I
411,red,0.679,blue,red,I
411,green,0.659,green,green,I
411,blue,0.608,green,blue,I
411,red,0.796,red,red,I
411,blue,0.929,blue,blue,I
411,red,0.874,red,red,I
411,blue,0.724,blue,blue,I
411,green,0.677,red,green,I
411,blue,0.976,green,blue,I
411,red,0.728,blue,red,I
411,green,0.809,green,green,I
416,green,3.141,green,green,I
416,red,1.293,red,red,I
416,blue,0.742,green,blue,I
416,blue,0.941,blue,blue,I
416,green,2.809,red,green,I
416,blue,0.974,blue,red,I
416,green,1.109,green,green,I
416,blue,1.658,blue,blue,I
416,red,1.358,blue,red,I
416,red,0.826,red,red,I
416,green,0.874,red,green,I
416,blue,1.629,green,blue,I
416,red,1.924,red,red,I
416,green,1.642,green,green,I
416,red,2.459,blue,red,I
416,blue,0.808,blue,blue,I
416,green,1.728,red,green,I
416,blue,1.424,green,blue,I
416,blue,0.774,green,blue,I
416,blue,0.543,blue,blue,I
416,red,0.926,red,red,I
416,red,1.343,blue,red,I
416,green,1.129,red,green,I
416,green,0.895,green,green,I
416,blue,1.057,green,blue,I
416,green,0.925,green,green,I
416,red,1.425,blue,red,I
416,green,0.942,red,green,I
416,red,0.795,red,red,I
416,blue,0.875,blue,blue,I
417,green,9.209,red,red,I
417,blue,1.975,green,blue,I
417,blue,1.327,blue,red,I
417,red,1.093,green,green,I
417,blue,0.542,blue,blue,I
417,red,0.093,red,green,I
422,green,0.648,blue,blue,I
422,red,0.652,blue,red,I
422,red,0.774,red,red,I
422,blue,0.917,green,blue,I
422,blue,1.13,red,green,I
422,blue,0.782,green,green,I
422,green,0.711,blue,blue,I
422,green,0.466,green,blue,I
422,blue,0.568,green,green,I
422,red,0.582,blue,red,I
422,blue,1.083,red,green,I
422,red,0.477,red,red,I
422,green,0.523,blue,blue,I
422,green,0.56,green,blue,I
422,blue,0.458,red,green,I
422,green,0.516,green,green,I
422,red,0.474,blue,red,I
422,red,0.577,red,red,I
422,red,0.402,blue,red,I
422,blue,0.618,green,green,I
422,blue,0.656,red,red,I
422,red,0.326,red,green,I
422,red,0.183,green,blue,I
422,red,0.147,blue,blue,I
422,red,0.061,blue,blue,I
422,red,0.09,red,red,I
422,red,0.177,green,blue,I
422,red,0.191,blue,red,I
422,red,0.111,red,green,I
422,red,0.09,green,green,I
426,green,0.5169,blue,blue,I
426,green,0.4868,red,red,I
426,green,0.1906,green,blue,I
426,green,0.0878,red,green,I
426,green,0.2098,green,green,I
426,green,0.1004,blue,red,I
426,green,0.0237,blue,blue,I
426,green,0.0464,red,green,I
428,red,1.0571,blue,red,I
428,blue,0.6083,green,green,I
428,green,0.3077,red,green,I
428,red,0.7347,blue,blue,I
428,red,0.034,green,blue,I
428,red,0.2326,red,red,I
428,blue,0.1175,green,blue,I
428,red,0.018,blue,red,I
428,blue,0.0484,green,green,I
428,red,0.0067,red,red,I
428,blue,0.0506,red,green,I
428,red,0.0051,blue,blue,I
428,blue,0.0403,green,blue,I
428,red,0.0519,green,green,I
428,blue,0.0311,blue,red,I
428,red,0.0264,red,red,I
428,blue,0.002,red,green,I
428,red,0.0259,blue,blue,I
428,blue,0.0496,green,green,I
428,red,0.0271,red,red,I
428,blue,0.0748,blue,blue,I
428,red,0.0163,red,green,I
428,blue,0.0578,green,blue,I
428,red,0.0624,blue,red,I
428,blue,0.0156,red,red,I
428,red,0.0522,green,blue,I
428,red,0.0722,blue,red,I
428,green,0.0768,red,green,I
428,green,0.1671,green,green,I
428,green,0.0739,blue,blue,I
430,green,1.5059,green,green,I
430,red,1.2239,green,blue,I
430,blue,2.0577,red,red,I
430,green,0.9938,red,green,I
430,red,1.1798,blue,blue,I
430,blue,0.5995,blue,red,I
430,blue,0.4879,blue,red,I
430,red,0.7351,blue,blue,I
430,green,0.3876,red,green,I
430,green,0.3906,green,green,I
430,red,0.562,green,blue,I
430,blue,0.3902,red,red,I
430,blue,0.4178,blue,red,I
430,green,0.5391,red,green,I
430,green,0.7201,green,green,I
430,red,0.6619,blue,blue,I
430,red,1.3022,green,blue,I
430,green,0.5651,red,red,I
430,green,1.5833,green,green,I
431,purple,3.328,yellow,purple,II
431,yellow,0.367,yellow,yellow,II
431,orange,1.248,orange,orange,II
431,purple,0.367,orange,yellow,II
431,yellow,1.199,purple,orange,II
431,orange,0.304,purple,purple,II
431,purple,0.332,purple,purple,II
431,orange,0.78,orange,yellow,II
431,yellow,0.445,orange,orange,II
431,purple,0.135,yellow,yellow,II
431,orange,0.05,purple,orange,II
431,yellow,0.017,yellow,purple,II
431,purple,0.282,purple,orange,II
431,yellow,0.573,orange,yellow,II
431,purple,0.206,purple,purple,II
431,orange,0.114,yellow,purple,II
431,yellow,0.097,yellow,yellow,II
431,yellow,0.126,orange,orange,II
431,yellow,0.102,orange,orange,II
431,yellow,0.089,yellow,purple,II
431,yellow,0.317,yellow,yellow,II
431,yellow,0.051,purple,purple,II
431,yellow,0.054,orange,yellow,II
431,yellow,0.049,purple,orange,II
431,yellow,0.034,purple,orange,II
431,yellow,0.015,orange,orange,II
431,yellow,0.051,yellow,purple,II
431,yellow,0.033,yellow,yellow,II
431,yellow,0.182,orange,yellow,II
431,yellow,0.07,purple,purple,II
432,purple,0.4612,purple,orange,II
432,purple,0.3502,yellow,purple,II
432,yellow,0.046,purple,purple,II
432,yellow,0.203,orange,orange,II
433,purple,0.7101,yellow,purple,II
433,orange,0.6451,purple,orange,II
433,yellow,0.5374,orange,yellow,II
433,yellow,0.6578,orange,orange,II
433,purple,0.6255,yellow,yellow,II
433,orange,0.5008,purple,purple,II
433,purple,0.8737,yellow,purple,II
434,purple,1.0133,yellow,yellow,II
434,purple,0.4337,yellow,purple,II
434,orange,0.6684,purple,purple,II
434,purple,1.5474,orange,orange,II
434,purple,0.7594,orange,yellow,II
434,purple,0.4394,purple,orange,II
434,yellow,0.3987,orange,orange,II
434,orange,0.5857,purple,orange,II
434,orange,2.6055,yellow,purple,II
434,orange,0.7072,yellow,yellow,II
434,purple,0.7659,purple,purple,II
434,yellow,1.2925,orange,yellow,II
434,orange,0.3228,purple,orange,II
434,purple,0.3835,purple,purple,II
435,orange,1.6499,orange,orange,II
436,orange,1.1407,purple,orange,II
436,purple,2.1882,yellow,purple,II
436,orange,1.2308,orange,orange,II
436,yellow,0.5229,orange,yellow,II
436,yellow,0.5541,yellow,yellow,II
436,purple,1.203,purple,purple,II
436,yellow,0.5971,orange,yellow,II
436,purple,0.6774,purple,purple,II
436,purple,0.6703,yellow,purple,II
436,yellow,0.6658,yellow,yellow,II
436,orange,0.7506,purple,orange,II
436,orange,0.5424,orange,orange,II
436,orange,0.3533,orange,orange,II
436,yellow,0.8862,yellow,yellow,II
436,purple,0.7334,yellow,purple,II
436,orange,0.8165,purple,orange,II
436,purple,0.6582,purple,purple,II
436,yellow,0.5829,orange,yellow,II
436,orange,1.3069,purple,orange,II
436,purple,0.944,yellow,purple,II
436,yellow,0.5181,orange,yellow,II
436,orange,0.6225,orange,orange,II
436,purple,1.7281,purple,purple,II
437,yellow,1.0389,yellow,yellow,II
437,purple,2.0321,purple,purple,II
437,orange,1.7667,orange,orange,II
437,purple,1.4178,yellow,purple,II
437,yellow,1.4004,orange,yellow,II
437,orange,0.5816,purple,orange,II
437,orange,1.0547,purple,orange,II
437,purple,0.9481,yellow,purple,II
437,yellow,0.6876,yellow,yellow,II
437,purple,0.8349,purple,purple,II
437,yellow,1.0668,orange,yellow,II
437,orange,0.5347,orange,orange,II
437,orange,0.4978,purple,orange,II
437,purple,0.563,yellow,purple,II
437,purple,0.3697,purple,purple,II
437,orange,0.4778,orange,orange,II
437,yellow,0.4186,yellow,yellow,II
437,yellow,0.3532,orange,yellow,II
437,orange,0.6334,yellow,purple,II
437,yellow,2.0169,orange,yellow,II
437,purple,0.638,purple,purple,II
437,orange,0.5173,purple,orange,II
437,yellow,0.7657,yellow,yellow,II
437,purple,0.5155,orange,orange,II
437,orange,0.785,orange,orange,II
437,orange,0.4837,purple,orange,II
437,purple,0.5174,purple,purple,II
437,yellow,0.4662,yellow,yellow,II
437,purple,0.9174,yellow,purple,II
437,yellow,0.9493,orange,yellow,II
439,orange,1.1776,purple,orange,II
439,purple,0.5368,purple,purple,II
439,purple,0.472,yellow,purple,II
439,orange,0.5613,orange,orange,II
439,yellow,0.3213,yellow,yellow,II
439,yellow,0.4844,orange,yellow,II
439,purple,0.6271,yellow,purple,II
439,orange,0.8262,orange,orange,II
439,orange,0.6186,purple,orange,II
439,yellow,0.4573,orange,yellow,II
439,purple,1.1041,purple,purple,II
439,yellow,0.5189,yellow,yellow,II
439,orange,0.5274,purple,orange,II
439,orange,0.8852,orange,orange,II
439,purple,0.5762,purple,purple,II
439,purple,0.5494,yellow,purple,II
439,yellow,0.9622,orange,yellow,II
439,yellow,0.4803,yellow,yellow,II
439,orange,0.7405,yellow,purple,II
439,orange,0.7796,orange,orange,II
439,yellow,0.5966,orange,yellow,II
439,yellow,0.5973,yellow,yellow,II
439,orange,0.6003,purple,orange,II
439,purple,0.527,purple,purple,II
439,orange,0.8014,purple,orange,II
439,orange,0.9653,orange,orange,II
439,purple,0.5924,yellow,purple,II
439,yellow,1.4776,orange,yellow,II
439,yellow,1.0288,yellow,yellow,II
439,purple,0.7039,purple,purple,II
443,purple,0.5211,yellow,yellow,II
443,orange,0.3292,yellow,purple,II
443,yellow,0.2997,orange,orange,II
446,yellow,1.2683,yellow,yellow,II
446,purple,2.5969,yellow,purple,II
446,purple,1.2006,purple,purple,II
446,orange,0.9153,orange,orange,II
446,yellow,1.0047,orange,yellow,II
446,orange,16.3206,purple,orange,II
446,purple,1.1512,yellow,purple,II
446,yellow,0.9196,orange,yellow,II
446,purple,0.9055,purple,purple,II
446,orange,0.648,orange,orange,II
446,orange,1.0527,purple,orange,II
446,yellow,0.7046,yellow,yellow,II
446,orange,0.7881,purple,orange,II
446,yellow,0.7698,yellow,yellow,II
446,yellow,2.1984,orange,yellow,II
446,orange,1.0009,orange,orange,II
446,purple,1.0488,yellow,purple,II
446,purple,0.6193,purple,purple,II
446,orange,0.574,orange,orange,II
446,purple,0.7314,purple,purple,II
446,purple,1.3513,yellow,purple,II
446,yellow,1.0503,orange,yellow,II
446,yellow,0.5215,yellow,yellow,II
446,orange,0.7485,purple,orange,II
446,yellow,0.604,orange,yellow,II
446,orange,0.6288,purple,orange,II
446,purple,0.7228,yellow,purple,II
446,yellow,0.626,yellow,yellow,II
446,orange,1.783,orange,orange,II
446,purple,0.6668,purple,purple,II
450,orange,1.6875,yellow,purple,II
450,purple,1.042,purple,purple,II
450,orange,0.6509,purple,orange,II
450,yellow,0.3994,orange,yellow,II
450,orange,0.7757,orange,orange,II
450,yellow,0.7673,yellow,yellow,II
450,orange,0.4755,yellow,yellow,II
450,purple,0.7507,purple,purple,II
450,purple,1.7741,yellow,purple,II
450,orange,0.6489,purple,orange,II
450,orange,1.8358,orange,yellow,II
450,orange,1.9905,orange,orange,II
450,orange,0.703,purple,orange,II
450,yellow,0.5378,orange,yellow,II
450,purple,0.6836,yellow,purple,II
450,orange,0.6236,orange,orange,II
450,yellow,0.4595,yellow,yellow,II
450,purple,0.6186,purple,purple,II
450,purple,0.75,yellow,purple,II
450,purple,0.6558,purple,purple,II
450,yellow,1.7082,orange,yellow,II
450,orange,1.1101,purple,orange,II
450,orange,0.735,orange,orange,II
450,yellow,1.5381,yellow,yellow,II
450,yellow,0.6596,orange,yellow,II
450,purple,0.6334,purple,purple,II
450,orange,0.7269,orange,orange,II
450,orange,0.8335,purple,orange,II
450,purple,0.9244,yellow,purple,II
450,yellow,1.1669,yellow,yellow,II
