subject,resp.keys,resp.rt,text,letterColor,colorSet
145,red,0.5055,blue,red,I
146,green,1.107,green,blue,I
146,blue,1.601,red,green,I
146,blue,0.79,red,red,I
146,red,6.415,blue,blue,I
146,red,0.85,blue,red,I
146,green,1.002,green,green,I
146,green,0.878,red,green,I
146,blue,0.761,red,red,I
146,red,2.109,blue,blue,I
146,red,3.05,blue,red,I
146,green,1.13,green,green,I
146,blue,0.755,green,blue,I
146,blue,0.859,blue,blue,I
146,blue,1.083,green,blue,I
146,green,0.909,green,green,I
146,blue,1.101,red,green,I
146,red,1.383,blue,red,I
146,red,1.038,red,red,I
146,green,0.923,green,green,I
146,blue,1.642,blue,blue,I
146,green,2.448,green,blue,I
146,green,1.192,red,green,I
146,red,1.192,red,red,I
146,red,1.067,blue,red,I
146,red,0.785,red,red,I
146,green,1.006,green,blue,I
146,green,1.224,red,green,I
146,green,0.802,green,green,I
146,blue,0.942,blue,blue,I
146,red,1.378,blue,red,I
148,red,0.9757,green,green,I
148,green,1.8122,green,blue,I
148,green,3.205,red,green,I
148,red,1.5082,blue,red,I
148,red,0.6724,red,red,I
148,blue,0.9513,blue,blue,I
149,red,0.7523,red,red,I
149,blue,1.6167,red,green,I
149,blue,0.8631,green,green,I
149,green,0.8551,blue,blue,I
149,green,1.1045,green,blue,I
149,red,0.7362,blue,red,I
149,green,0.4807,blue,blue,I
149,blue,0.4664,red,green,I
149,red,0.6435,blue,red,I
149,blue,0.5193,green,green,I
152,green,2.6676,blue,blue,I
152,blue,5.2124,red,green,I
152,red,1.0074,green,green,I
153,blue,1.1667,green,blue,I
153,green,0.6283,red,green,I
153,red,0.5812,red,red,I
153,red,0.5997,green,green,I
153,red,0.1293,blue,blue,I
153,blue,0.1484,blue,red,I
153,red,0.15,red,red,I
153,blue,0.0135,red,green,I
153,blue,0.0303,blue,red,I
153,green,0.4961,blue,blue,I
153,blue,0.4484,green,green,I
153,red,0.1146,green,blue,I
153,green,0.3326,blue,blue,I
153,blue,0.0481,red,red,I
153,green,0.4642,green,green,I
153,blue,0.1304,blue,red,I
153,green,0.0274,green,blue,I
153,blue,0.3116,red,green,I
153,blue,0.2144,blue,blue,I
153,blue,0.2333,red,green,I
153,green,0.2421,green,blue,I
153,green,1.2211,green,green,I
153,green,0.2821,red,red,I
153,green,0.2711,blue,red,I
153,green,0.2495,green,green,I
153,green,0.5145,green,blue,I
153,green,0.067,red,red,I
153,green,0.1661,red,green,I
153,green,0.1955,blue,blue,I
153,green,0.3577,blue,red,I
154,green,2.1288,green,blue,I
154,blue,0.6652,red,green,I
154,red,5.8208,red,red,I
154,red,0.9174,blue,red,I
154,green,0.805,green,green,I
154,blue,0.3211,blue,blue,I
154,red,0.5832,red,green,I
154,blue,0.8604,blue,red,I
154,green,0.7509,green,green,I
154,blue,0.8261,green,blue,I
154,red,0.4994,red,red,I
154,blue,0.6842,blue,blue,I
154,green,0.9947,red,green,I
154,blue,0.5426,green,blue,I
154,green,0.4174,green,green,I
154,blue,0.5335,blue,blue,I
154,green,0.566,red,red,I
154,blue,1.5674,blue,red,I
154,red,0.6328,red,red,I
154,green,0.8772,green,blue,I
154,blue,0.6004,blue,blue,I
154,green,0.8502,green,green,I
154,red,0.6134,red,green,I
154,red,1.2827,blue,red,I
154,red,0.5412,red,red,I
154,green,0.9002,red,green,I
154,blue,0.6681,green,blue,I
154,blue,0.5347,blue,blue,I
154,red,0.9637,blue,red,I
154,green,0.3578,green,green,I
155,red,0.358200001,green,blue,I
155,green,0.3569,red,green,I
155,blue,0.348099999,red,red,I
155,green,0.3744,green,green,I
155,red,0.3461,blue,red,I
155,green,0.438,blue,blue,I
155,blue,0.3636,green,blue,I
155,green,0.373,blue,red,I
155,red,0.291200001,green,green,I
155,green,0.2829,red,green,I
155,blue,0.3656,blue,blue,I
155,green,0.2216,red,red,I
155,red,0.352099999,blue,blue,I
155,green,0.298400001,green,green,I
155,red,0.2778,red,green,I
155,blue,0.352599999,green,blue,I
155,green,0.3662,red,red,I
155,red,0.3501,blue,red,I
155,green,0.3843,green,green,I
155,blue,0.5535,red,red,I
155,green,0.2784,red,green,I
155,red,0.2977,blue,red,I
155,green,0.3346,blue,blue,I
155,blue,0.2864,green,blue,I
155,green,0.3417,green,blue,I
155,red,0.2852,red,red,I
155,green,0.313400001,red,green,I
155,blue,0.317,blue,red,I
155,green,0.3577,green,green,I
155,red,0.2924,blue,blue,I
156,red,1.5358,blue,red,I
156,blue,0.9999,blue,blue,I
156,red,0.499,red,red,I
156,blue,0.5778,green,blue,I
156,green,0.358,green,green,I
156,green,0.5903,red,green,I
156,red,0.433,blue,red,I
156,blue,0.4044,blue,blue,I
156,green,0.542,green,green,I
156,green,0.6391,red,green,I
156,blue,0.7293,green,blue,I
156,red,0.4343,red,red,I
156,blue,0.6219,blue,blue,I
156,red,0.5018,blue,red,I
156,blue,1.0555,green,blue,I
156,red,0.7454,red,red,I
156,green,0.5658,green,green,I
156,green,0.6342,red,green,I
156,green,0.3297,red,green,I
156,blue,0.5366,blue,blue,I
156,blue,0.466,green,blue,I
156,red,0.5058,red,red,I
156,red,0.6031,blue,red,I
156,green,0.4986,green,green,I
156,red,0.6211,blue,red,I
156,red,0.3656,red,red,I
156,green,0.7132,green,green,I
156,blue,0.4491,blue,blue,I
156,blue,0.7459,green,blue,I
156,green,0.7018,red,green,I
157,blue,6.8922,green,green,I
157,blue,1.0925,red,red,I
157,blue,0.379,blue,red,I
157,red,2.8631,green,blue,I
157,red,2.2915,red,green,I
157,blue,1.5655,blue,blue,I
157,blue,0.8406,blue,blue,I
157,red,0.7761,red,green,I
157,blue,0.8654,green,green,I
157,blue,1.9152,red,red,I
157,red,0.8629,blue,red,I
160,blue,1.7161,blue,blue,I
160,blue,0.7303,blue,red,I
160,green,0.8476,green,blue,I
160,green,0.7329,green,green,I
160,red,0.7494,red,green,I
160,red,0.5709,red,red,I
160,green,0.8498,blue,red,I
160,green,0.5251,blue,blue,I
160,green,0.5002,green,blue,I
160,red,0.9029,red,red,I
160,green,1.1555,green,green,I
160,red,0.7993,red,green,I
160,red,0.7831,red,green,I
160,blue,0.566,blue,red,I
160,green,0.733,green,blue,I
160,green,0.6046,green,green,I
160,red,0.5819,red,red,I
160,blue,0.6725,blue,blue,I
160,red,0.4476,red,green,I
160,blue,0.5337,blue,blue,I
160,red,0.7666,red,red,I
160,green,0.5991,green,green,I
160,blue,0.5833,blue,red,I
160,green,0.5991,green,blue,I
160,green,1.4664,green,green,I
160,red,0.6741,red,green,I
160,red,0.6506,red,red,I
160,green,0.6832,green,blue,I
160,blue,0.7829,blue,red,I
160,blue,0.4499,blue,blue,I
161,red,0.8573,red,red,I
161,green,0.4333,green,green,I
161,blue,0.9795,blue,blue,I
161,red,0.661,blue,red,I
161,blue,1.495,green,blue,I
161,green,1.0149,red,green,I
161,red,1.036,red,red,I
161,red,1.235,blue,red,I
161,green,1.4823,green,green,I
161,green,0.5036,red,green,I
161,blue,0.5544,green,blue,I
161,green,0.38,blue,blue,I
161,green,1.6149,red,green,I
161,blue,0.5009,blue,blue,I
161,red,0.6814,blue,red,I
161,red,0.4141,red,red,I
161,blue,0.9651,green,blue,I
161,green,0.764,green,green,I
161,blue,0.4319,blue,blue,I
161,red,0.5331,blue,red,I
161,red,0.3984,red,red,I
161,green,0.6158,green,green,I
161,green,0.3976,red,green,I
161,blue,0.3853,green,blue,I
161,blue,0.4501,blue,blue,I
161,green,0.8314,red,green,I
161,red,0.5159,blue,red,I
161,red,0.465,red,red,I
161,blue,1.199,green,blue,I
161,green,0.5366,green,green,I
162,blue,5.301,red,red,I
162,red,3.853,blue,blue,I
162,red,12.842,blue,red,I
162,green,3.169,green,green,I
162,red,1.935,red,green,I
162,blue,9.74,green,blue,I
162,blue,3.319,blue,blue,I
162,green,3.486,red,green,I
162,red,3.151,blue,red,I
162,red,3.92,red,red,I
162,blue,4.237,green,blue,I
162,green,2.686,green,green,I
162,green,5.771,red,green,I
162,green,2.686,green,green,I
162,blue,3.603,blue,blue,I
162,blue,5.804,green,blue,I
162,red,3.319,blue,red,I
162,red,3.203,red,red,I
162,blue,2.434,green,blue,I
162,green,2.45,red,green,I
162,red,3.337,red,red,I
162,green,2.085,green,green,I
162,red,2.284,blue,red,I
162,blue,3.703,blue,blue,I
162,green,4.271,red,green,I
162,blue,3.609,green,blue,I
162,blue,1.615,blue,blue,I
162,green,1.086,green,green,I
162,red,3.673,blue,red,I
162,red,1.151,red,red,I
163,blue,0.936,blue,blue,I
163,green,0.616,red,green,I
163,red,0.57,blue,red,I
163,red,1.267,red,red,I
163,green,0.566,green,green,I
163,blue,0.383,green,blue,I
163,green,0.831,green,green,I
163,blue,0.621,green,blue,I
163,red,0.551,red,red,I
163,green,0.622,red,green,I
163,blue,0.549,blue,blue,I
163,red,2.041,blue,red,I
163,red,0.477,red,red,I
163,green,0.667,blue,blue,I
163,blue,1.066,red,green,I
163,blue,0.722,green,blue,I
163,red,1.737,blue,red,I
163,green,1.116,green,green,I
163,green,0.643,green,green,I
163,green,0.354,blue,red,I
163,blue,0.633,blue,blue,I
163,red,0.285,green,blue,I
163,red,0.134,red,red,I
163,red,0.017,red,green,I
163,red,0.133,red,green,I
163,green,0.285,blue,red,I
163,blue,0.05,blue,blue,I
163,blue,0.272,green,green,I
163,blue,0.251,red,red,I
163,blue,0.069,green,blue,I
164,red,0.9011,blue,red,I
164,red,0.9613,red,red,I
164,green,1.2559,green,green,I
164,blue,0.566,blue,blue,I
164,blue,0.6419,green,blue,I
164,green,1.5273,red,green,I
164,blue,1.0871,green,blue,I
164,red,0.9102,blue,red,I
164,green,3.6619,green,green,I
164,blue,0.8868,blue,blue,I
164,green,1.2679,red,green,I
164,red,0.8518,red,red,I
164,red,0.5645,red,red,I
164,red,0.5314,blue,red,I
164,green,1.0349,green,green,I
164,blue,2.0597,blue,blue,I
164,blue,7.2351,green,blue,I
164,green,0.7603,red,green,I
164,red,0.7068,blue,red,I
164,green,1.1529,red,green,I
164,blue,0.7482,blue,blue,I
164,red,0.6578,red,red,I
164,blue,0.9838,green,blue,I
164,green,0.7788,green,green,I
164,green,0.7579,red,green,I
164,red,0.778,red,red,I
164,blue,1.3464,green,blue,I
164,blue,0.8558,blue,blue,I
164,red,0.695,blue,red,I
164,green,0.7024,green,green,I
166,green,1.89,green,blue,I
166,blue,0.982,blue,red,I
166,green,1.288,green,green,I
166,red,0.517,red,red,I
166,green,2.316,red,green,I
166,blue,1.384,blue,blue,I
166,blue,0.957,blue,blue,I
166,red,1.566,blue,red,I
166,green,0.99,red,green,I
166,blue,0.775,green,blue,I
166,green,1,green,green,I
166,red,1.259,red,red,I
166,blue,1.479,blue,blue,I
166,red,0.863,red,red,I
166,green,0.702,green,green,I
166,red,1.406,blue,red,I
166,green,0.705,red,green,I
166,blue,2.009,green,blue,I
166,red,1.007,blue,red,I
166,green,0.738,green,green,I
166,blue,0.82,green,blue,I
166,blue,0.776,blue,blue,I
166,green,0.737,red,green,I
166,red,0.504,red,red,I
166,green,0.702,red,green,I
166,blue,0.904,blue,blue,I
166,red,1.152,red,red,I
166,green,0.985,green,green,I
166,blue,0.74,green,blue,I
166,red,1.751,blue,red,I
168,blue,3.8337,red,green,I
168,green,0.8911,blue,blue,I
168,green,0.9115,blue,red,I
168,red,0.9363,green,green,I
168,green,0.1718,green,blue,I
168,green,0.162,red,red,I
168,green,0.3707,blue,blue,I
168,green,0.3313,blue,red,I
168,green,0.7853,red,red,I
168,red,0.1176,red,green,I
168,blue,0.0878,green,blue,I
168,red,0.0399,green,green,I
168,red,0.3437,red,red,I
168,blue,0.0205,blue,blue,I
168,red,0.2176,blue,red,I
168,green,0.5074,green,blue,I
168,red,0.3885,green,green,I
168,green,1.3557,red,green,I
168,blue,0.1525,green,blue,I
168,red,0.1455,blue,blue,I
168,green,0.0725,green,green,I
168,green,0.7275,red,red,I
168,red,0.0985,red,green,I
168,blue,0.0212,blue,red,I
168,blue,0.4703,blue,blue,I
168,green,0.296,blue,red,I
168,red,0.132,green,blue,I
168,green,0.4852,red,red,I
168,blue,0.0895,red,green,I
168,red,0.1327,green,green,I
169,blue,1.7274,green,blue,I
169,green,0.8318,red,green,I
169,red,1.2781,red,red,I
169,green,2.9853,green,green,I
169,red,1.1522,blue,red,I
169,blue,1.2639,blue,blue,I
169,red,1.7421,blue,red,I
169,green,0.7801,green,green,I
169,blue,2.1556,green,blue,I
169,green,1.6963,red,green,I
169,blue,0.9538,blue,blue,I
169,red,0.7596,red,red,I
169,green,1.0014,green,green,I
169,red,2.6799,red,red,I
169,blue,1.6378,green,blue,I
169,blue,0.7526,blue,blue,I
169,green,0.8794,red,green,I
169,red,1.035,blue,red,I
169,blue,0.7153,blue,blue,I
169,green,1.4654,red,green,I
169,green,0.8667,green,green,I
169,red,0.927,blue,red,I
169,blue,0.7579,green,blue,I
169,red,0.7488,red,red,I
169,green,0.7032,green,green,I
169,blue,0.9591,red,green,I
169,red,1.3499,blue,red,I
169,blue,0.9501,blue,blue,I
169,red,0.8239,red,red,I
169,blue,0.934,green,blue,I
170,green,2.3599,red,green,I
170,red,1.2893,blue,red,I
170,blue,0.4762,blue,blue,I
170,green,0.8707,green,green,I
170,red,2.4107,red,red,I
170,blue,0.8532,green,blue,I
170,red,0.4831,blue,red,I
170,blue,0.5071,blue,blue,I
170,green,0.6575,green,green,I
170,red,0.4679,red,red,I
170,green,3.6958,red,green,I
170,blue,0.6896,green,blue,I
170,green,0.9111,red,green,I
170,red,3.0928,blue,red,I
170,red,0.5664,red,red,I
170,blue,0.7693,green,blue,I
170,blue,0.6082,blue,blue,I
170,green,1.6505,green,green,I
170,red,2.3612,blue,red,I
170,red,1.2451,red,red,I
170,green,1.0069,green,green,I
170,blue,1.004,green,blue,I
170,blue,0.5948,blue,blue,I
170,green,0.6912,red,green,I
170,blue,0.8839,green,blue,I
170,blue,0.6185,blue,blue,I
170,red,0.7117,blue,red,I
170,red,0.6342,red,red,I
170,green,1.5671,red,green,I
170,green,0.4366,green,green,I
171,green,2.4208,red,green,I
171,blue,1.3457,blue,blue,I
171,red,1.1065,red,red,I
171,red,2.0651,blue,red,I
171,blue,1.275,green,blue,I
171,green,1.2154,green,green,I
171,red,0.9791,blue,red,I
171,red,0.9968,red,red,I
171,blue,0.9209,green,blue,I
171,green,0.6091,red,green,I
171,green,1.0853,green,green,I
171,blue,0.7944,blue,blue,I
171,red,0.5393,blue,red,I
171,blue,0.5985,blue,blue,I
171,green,0.8975,red,green,I
171,green,0.5486,green,green,I
171,blue,0.7115,green,blue,I
171,red,0.4551,red,red,I
171,blue,1.2137,green,blue,I
171,blue,0.6839,blue,blue,I
171,green,0.5972,red,green,I
171,green,0.4967,green,green,I
171,red,0.4241,blue,red,I
171,red,0.3957,red,red,I
171,red,0.4449,blue,red,I
171,red,0.453,red,red,I
171,blue,0.6465,blue,blue,I
171,blue,0.5216,green,blue,I
171,green,0.6295,red,green,I
171,green,0.3412,green,green,I
172,green,1.1829,green,green,I
172,red,1.4884,blue,red,I
172,blue,0.8628,green,blue,I
172,green,1.0144,red,green,I
172,red,1.1278,red,red,I
172,blue,1.2483,blue,blue,I
172,red,1.0353,blue,red,I
172,green,0.8635,red,green,I
172,blue,1.6795,blue,blue,I
172,red,1.5221,red,red,I
172,green,0.9744,green,blue,I
172,green,1.0628,green,green,I
172,green,1.6285,green,green,I
172,green,1.2316,red,green,I
172,red,0.8308,blue,red,I
172,blue,0.9682,blue,blue,I
172,blue,0.8106,green,blue,I
172,red,1.3486,red,red,I
172,blue,1.107,blue,blue,I
172,blue,0.7234,green,blue,I
172,red,1.9444,blue,red,I
172,red,1.0181,red,red,I
172,green,0.8801,red,green,I
172,green,0.6275,green,green,I
172,red,1.3824,red,red,I
172,green,0.6107,red,green,I
172,green,0.4776,green,green,I
172,blue,0.4562,blue,blue,I
172,red,0.5772,blue,red,I
172,blue,0.5974,green,blue,I
175,green,0.829,green,blue,I
175,red,0.401,blue,red,I
176,red,0.9224,red,green,I
176,red,1.4661,blue,blue,I
178,red,0.4708,red,red,I
178,red,1.3266,blue,red,I
178,green,0.7651,green,green,I
178,blue,1.0816,blue,blue,I
178,red,0.5503,red,green,I
178,blue,1.4483,green,blue,I
178,red,1.6493,red,red,I
178,red,1.5193,blue,red,I
178,blue,1.5839,blue,blue,I
178,green,0.873,green,green,I
178,green,0.963,red,green,I
178,blue,0.8327,green,blue,I
178,green,0.6202,green,green,I
178,red,1.0312,red,red,I
178,green,2.1671,red,green,I
178,blue,0.8586,green,blue,I
178,red,1.2199,blue,red,I
178,blue,0.9859,blue,blue,I
178,red,0.6852,blue,red,I
178,green,0.7807,green,green,I
178,green,0.5364,red,green,I
178,blue,0.8389,blue,blue,I
178,red,0.6017,red,red,I
178,blue,0.7066,green,blue,I
178,blue,0.568,green,blue,I
178,green,1.2384,red,green,I
178,blue,0.6003,blue,blue,I
178,red,0.6156,red,red,I
178,green,0.5066,green,green,I
178,red,0.8995,blue,red,I
179,green,0.5694,green,green,I
179,red,0.5891,red,green,I
179,blue,0.727,blue,blue,I
179,red,0.4719,red,red,I
179,red,0.464,blue,red,I
179,blue,0.5794,green,blue,I
179,green,0.4293,green,green,I
179,blue,0.4077,red,green,I
179,blue,0.4838,green,blue,I
179,green,0.431,red,red,I
179,red,0.582,blue,red,I
179,blue,0.616,blue,blue,I
179,blue,0.4336,blue,blue,I
179,green,0.5839,green,green,I
179,blue,0.6669,green,blue,I
179,red,0.634,red,green,I
179,green,0.8243,blue,red,I
179,red,1.1812,red,red,I
179,green,0.6498,green,green,I
179,green,1.7835,red,green,I
179,blue,0.6817,blue,blue,I
179,green,0.5009,green,blue,I
179,blue,0.4677,blue,red,I
179,blue,0.0022,red,red,I
179,blue,0.0168,blue,blue,I
180,blue,3.3051,green,blue,I
180,red,0.765,red,red,I
180,blue,1.0708,blue,red,I
180,green,0.7023,green,green,I
180,blue,0.9247,blue,blue,I
180,red,0.7969,red,green,I
180,green,2.2182,green,green,I
180,green,0.8621,green,blue,I
180,blue,1.0938,blue,red,I
180,red,2.7759,red,red,I
180,red,1.6893,red,green,I
180,blue,0.8134,blue,blue,I
180,green,0.7721,green,green,I
180,blue,0.6953,blue,blue,I
180,red,0.4205,red,red,I
180,green,1.353,red,green,I
180,blue,0.8829,blue,red,I
180,red,0.6443,green,blue,I
181,blue,1.4022,blue,blue,I
181,green,1.9566,green,green,I
181,blue,0.8934,green,blue,I
181,red,0.7885,red,green,I
181,red,2.5923,blue,red,I
182,red,1.6252,blue,red,I
182,red,0.0112,red,green,I
183,green,0.9894,red,green,I
183,blue,0.6323,green,blue,I
183,red,0.5732,blue,red,I
183,red,0.6207,red,red,I
183,blue,0.8834,blue,blue,I
183,green,0.5847,green,green,I
183,blue,1.6364,green,blue,I
183,red,1.132,blue,red,I
183,green,1.0606,red,green,I
183,red,0.6589,red,red,I
183,green,0.565,green,green,I
183,blue,0.5073,blue,blue,I
183,red,0.572,blue,red,I
183,green,0.3753,green,blue,I
183,green,0.6269,green,green,I
183,blue,0.4406,blue,blue,I
183,green,0.7432,red,green,I
183,red,0.4249,red,red,I
183,red,0.4658,red,red,I
183,green,0.9255,red,green,I
183,blue,0.4687,green,blue,I
183,blue,0.7432,blue,blue,I
183,red,0.5732,blue,red,I
183,green,0.4876,green,green,I
183,green,0.369,green,green,I
183,blue,0.6607,blue,blue,I
183,green,0.5952,green,blue,I
183,red,0.5118,blue,red,I
183,red,0.5555,red,red,I
183,blue,0.526,red,green,I
184,red,0.5464,red,red,I
184,green,0.5406,green,green,I
184,blue,0.3027,blue,blue,I
184,green,1.1409,red,green,I
184,red,0.9358,blue,red,I
184,blue,1.1734,green,blue,I
184,blue,0.6196,blue,blue,I
184,red,0.4385,blue,red,I
184,red,0.5346,red,red,I
184,blue,0.5183,green,green,I
184,green,0.7891,red,green,I
184,blue,0.6847,green,blue,I
184,red,0.4206,blue,red,I
184,green,0.5454,green,green,I
184,blue,0.7351,green,blue,I
184,blue,0.4031,blue,blue,I
184,green,0.3541,red,green,I
184,red,0.6738,red,red,I
184,green,0.5702,green,green,I
184,blue,0.9698,blue,blue,I
184,red,0.3218,blue,red,I
184,green,0.4516,red,green,I
184,green,0.4331,red,red,I
184,blue,0.8061,green,blue,I
184,red,0.436,red,red,I
184,blue,0.4587,blue,blue,I
184,green,0.5187,red,green,I
184,green,0.3696,green,green,I
184,red,0.6024,blue,red,I
184,blue,0.7086,green,blue,I
186,green,1.0548,red,green,I
186,blue,0.5124,green,blue,I
186,green,0.5928,green,green,I
186,red,0.7106,blue,red,I
186,red,0.4752,red,red,I
186,blue,0.5386,blue,blue,I
186,green,0.4296,red,green,I
186,red,0.4859,red,red,I
186,blue,0.5607,green,blue,I
186,green,0.4046,green,green,I
186,blue,0.528,blue,blue,I
186,red,0.4542,blue,red,I
186,green,0.4174,red,green,I
186,red,0.4075,red,red,I
186,blue,0.8976,green,blue,I
186,green,1.3053,green,green,I
186,blue,0.4684,blue,blue,I
186,green,0.5701,blue,red,I
186,blue,0.7786,blue,blue,I
186,blue,0.5958,green,blue,I
186,green,0.5847,red,green,I
186,red,0.5337,red,red,I
186,green,1.5523,green,green,I
186,red,0.5871,blue,red,I
186,blue,0.6676,green,blue,I
186,red,0.4797,blue,red,I
186,green,0.413,red,green,I
186,green,0.4288,green,green,I
186,blue,0.38,blue,blue,I
186,red,0.467,red,red,I
187,red,1.221,red,red,I
187,blue,2.0968,blue,blue,I
187,green,0.4961,green,green,I
187,green,0.8356,red,green,I
187,blue,0.7496,green,blue,I
187,red,0.5853,blue,red,I
187,blue,1.063,green,blue,I
187,red,1.1988,blue,red,I
187,blue,0.8359,blue,blue,I
187,green,0.6787,green,green,I
187,red,0.6758,red,red,I
187,green,0.8922,red,green,I
187,blue,0.6293,blue,blue,I
187,green,0.7695,green,green,I
187,red,0.6682,blue,red,I
187,blue,0.7004,green,blue,I
187,red,0.9056,red,red,I
187,green,0.5072,red,green,I
187,green,0.6703,green,green,I
187,red,0.6459,red,red,I
187,blue,0.512,green,blue,I
187,green,0.547,red,green,I
187,blue,0.8823,blue,blue,I
187,red,0.7322,blue,red,I
187,red,0.7657,blue,red,I
187,green,0.909,red,green,I
187,green,0.5031,green,green,I
187,blue,0.5992,green,blue,I
187,red,0.7492,red,red,I
187,blue,0.7325,blue,blue,I
189,blue,1.429,green,blue,I
189,green,1.32,green,green,I
189,green,1.168,red,green,I
189,blue,0.884,blue,blue,I
189,red,0.576,blue,red,I
189,red,0.668,red,red,I
189,red,0.7,blue,red,I
189,green,0.634,red,green,I
189,red,0.618,red,red,I
189,green,0.784,green,blue,I
189,blue,2.267,blue,blue,I
189,green,0.569,green,green,I
189,green,0.818,red,green,I
189,blue,3.178,green,blue,I
189,blue,0.836,blue,blue,I
189,red,0.469,red,red,I
189,red,0.436,blue,red,I
189,green,0.477,green,green,I
189,green,0.434,green,green,I
189,blue,0.748,blue,blue,I
189,blue,0.651,green,blue,I
189,green,1.119,red,green,I
189,red,1.269,blue,red,I
189,red,0.718,red,red,I
189,red,0.53,red,red,I
189,blue,0.809,green,blue,I
189,green,0.516,red,green,I
189,blue,0.668,blue,blue,I
189,red,0.835,blue,red,I
189,green,0.431,green,green,I
190,green,1.3991,red,green,I
190,blue,0.6541,blue,blue,I
190,red,1.3184,blue,red,I
190,red,1.0152,red,red,I
190,green,0.616,green,green,I
190,blue,0.6942,green,blue,I
190,green,0.7735,green,green,I
190,blue,0.5299,blue,blue,I
190,green,0.6092,red,green,I
190,blue,0.6388,green,blue,I
190,red,0.5061,red,red,I
190,blue,0.7898,blue,red,I
190,red,1.7322,blue,red,I
190,green,2.0649,red,green,I
190,green,0.5503,green,green,I
190,red,0.5424,red,red,I
190,blue,0.7821,green,blue,I
190,blue,1.1643,blue,blue,I
190,blue,0.4802,blue,blue,I
190,green,0.8316,red,green,I
190,blue,0.8206,green,blue,I
190,red,1.1835,blue,red,I
190,red,0.6177,red,red,I
190,green,0.4966,green,green,I
190,blue,0.9485,green,blue,I
190,blue,1.2839,blue,blue,I
190,red,0.6298,red,red,I
190,green,0.6555,red,green,I
190,green,1.553,green,green,I
190,red,1.0056,blue,red,I
191,green,0.9544,green,green,I
191,red,0.5576,red,red,I
191,blue,1.9487,green,blue,I
191,blue,3.3465,blue,red,I
191,red,0.7412,red,green,I
191,blue,1.0234,blue,blue,I
191,blue,1.3488,green,blue,I
191,green,1.3056,green,green,I
191,blue,0.9665,blue,blue,I
191,red,0.8301,red,red,I
191,red,1.099,blue,red,I
191,green,1.2835,red,green,I
191,red,1.7643,red,red,I
191,green,0.6414,red,green,I
191,blue,0.8145,blue,blue,I
191,red,1.15,blue,red,I
191,blue,1.4662,green,blue,I
191,green,1.2091,green,green,I
191,blue,1.146,blue,blue,I
191,red,1.0663,blue,red,I
191,red,0.7003,red,red,I
191,blue,1.1671,green,blue,I
191,green,1.2997,green,green,I
191,red,1.0471,red,green,I
191,red,1.111,blue,red,I
191,green,1.0173,green,green,I
191,blue,0.992,green,blue,I
191,green,1.032,red,green,I
191,red,0.6858,red,red,I
191,blue,0.7911,blue,blue,I
192,red,10.1917,green,blue,I
192,green,1.9109,red,green,I
192,red,1.1816,blue,blue,I
192,green,2.3867,blue,red,I
192,green,0.6374,red,red,I
192,green,1.0235,green,green,I
193,red,1.2098,red,red,I
193,green,1.1904,green,green,I
193,blue,2.2381,green,blue,I
193,red,1.359,blue,red,I
193,green,0.9809,red,green,I
193,blue,1.0328,blue,blue,I
193,red,1.2129,blue,red,I
193,red,0.7284,red,red,I
193,blue,1.1086,green,blue,I
193,blue,0.8468,blue,blue,I
193,green,1.3291,green,green,I
193,green,0.7963,red,green,I
193,red,1.6965,blue,red,I
193,blue,0.881,blue,blue,I
193,green,2,red,green,I
193,red,0.7149,red,red,I
193,blue,0.7439,green,blue,I
193,red,1.5584,green,green,I
193,red,3.8332,blue,red,I
193,blue,1.0371,green,blue,I
193,blue,0.765,blue,blue,I
193,green,0.7443,red,green,I
193,green,0.5324,green,green,I
193,red,0.5658,red,red,I
193,red,0.6485,red,green,I
194,blue,1.568,blue,blue,I
194,red,0.9241,blue,red,I
194,red,0.8986,red,red,I
194,blue,0.9859,green,blue,I
194,green,0.7102,green,green,I
194,green,0.7869,red,green,I
194,red,1.2522,blue,red,I
194,blue,1.7008,green,blue,I
194,red,0.698,red,red,I
194,green,1.1974,green,green,I
194,green,0.5817,red,green,I
194,blue,0.9959,blue,blue,I
194,blue,0.4767,blue,blue,I
194,red,0.6749,red,red,I
194,red,0.9597,blue,red,I
194,green,0.6769,green,green,I
194,blue,1.3303,green,blue,I
194,green,0.5514,red,green,I
194,red,0.5803,red,red,I
194,blue,0.8306,blue,blue,I
194,blue,0.5465,green,blue,I
194,green,3.4032,green,green,I
194,green,0.4275,red,green,I
194,red,0.632,blue,red,I
194,red,0.4759,red,red,I
194,green,0.5326,red,green,I
194,red,0.7606,blue,red,I
194,blue,0.8313,green,blue,I
194,green,0.9307,green,green,I
194,blue,1.6409,blue,blue,I
195,blue,1.047725,green,blue,I
195,green,0.86934,green,green,I
195,blue,0.619840001,blue,blue,I
195,green,0.474325,red,green,I
195,red,0.420945,blue,red,I
195,red,0.55137,red,red,I
195,red,0.8021,blue,red,I
195,green,0.417925,green,green,I
195,blue,0.4384,blue,blue,I
195,red,0.573845,red,red,I
195,blue,1.16867,green,blue,I
195,green,0.770380001,red,green,I
195,red,0.886755,blue,red,I
195,blue,0.586345,green,blue,I
195,red,0.537915001,red,red,I
195,green,0.64009,green,green,I
195,green,0.62316,red,green,I
195,blue,0.835855,blue,blue,I
195,red,0.63666,blue,red,I
195,blue,0.68542,green,blue,I
195,blue,0.518935001,blue,blue,I
