trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.131248200021219,None,-0.010833333333333334,0.02666666666666667,1,0,0,0.01594928014674224,None,,001,2020_Nov_28_1953,visual-search,2020.2.8,59.970410590532055,
