trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.318322700011777,None,-0.0775,0.04,1,0,0,0.003441119915805757,None,,001,2020_Nov_28_2038,visual-search,2020.2.8,59.9315940774268,
