targetCol,distractorCol,mixedOris,setSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,Tstim.started,Tstim.stopped,Tstim_2.started,Tstim_2.stopped,Tstim_3.started,Tstim_3.stopped,Tstim_4.started,Tstim_4.stopped,Tstim_5.started,Tstim_5.stopped,Tstim_6.started,Tstim_6.stopped,Tstim_7.started,Tstim_7.stopped,Tstim_8.started,Tstim_8.stopped,Tstim_9.started,Tstim_9.stopped,Tstim_10.started,Tstim_10.stopped,Tstim_11.started,Tstim_11.stopped,Tstim_12.started,Tstim_12.stopped,Tstim_13.started,Tstim_13.stopped,Tstim_14.started,Tstim_14.stopped,Tstim_15.started,Tstim_15.stopped,Tstim_16.started,Tstim_16.stopped,Tstim_17.started,Tstim_17.stopped,Tstim_18.started,Tstim_18.stopped,Tstim_19.started,Tstim_19.stopped,Tstim_20.started,Tstim_20.stopped,Lstim.started,Lstim.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,corr,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.908467799978098,None,0.006666666666666667,-0.005,0,0,1,0.011859229940455407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,5,0,0,0,0,,,,,,,,,,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,14.161469899991062,None,-0.016666666666666666,0.195,1,0,0,1.287636900000507,0.0034690599713940173,None,1,15.428774399973918,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,5,0,1,1,3,,,,,,,,,,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,16.547266899986425,None,-0.22583333333333333,0.23416666666666666,1,0,0,1.489364300010493,0.0042846499709412456,None,1,17.99957899999572,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,5,0,2,2,1,,,,,,,,,,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,19.10938479998731,None,0.25916666666666666,-0.13,1,0,0,1.2291156999999657,0.011530050018336624,None,1,20.320161699986784,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,20,0,3,3,7,,,,,,,,,,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,21.455696799996076,None,-0.08666666666666667,-0.275,1,0,0,2.075263900012942,0.006791560008423403,None,1,23.52287669997895,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,0,20,0,4,4,5,,,,,,,,,,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,24.615188099996885,None,-0.29833333333333334,-0.28583333333333333,1,0,0,1.4018271999957506,0.00015454998356290162,None,1,26.007724099996267,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,20,0,5,5,8,,,,,,,,,,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,27.10910239999066,None,0.1275,0.16583333333333333,1,0,0,3.114175399998203,0.01107135001802817,None,1,30.21248950000154,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,5,0,6,6,2,,,,,,,,,,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,31.369009899994126,None,0.02,-0.013333333333333334,1,0,0,0.8150171999877784,0.01409866998437792,None,1,32.14598619999015,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
red,black,1,20,0,7,7,9,,,,,,,,,,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,33.280057099997066,None,-0.2758333333333333,0.20583333333333334,1,0,0,1.0029170000052545,0.0020437499915715307,None,1,34.252295399986906,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
black,black,1,20,0,8,8,6,,,,,,,,,,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,35.393413199984934,None,-0.245,0.12083333333333333,1,0,0,1.4720457999792416,0.00513256000704132,None,1,36.82571399997687,None,,001,2020_Nov_28_2054,visual-search,2020.2.8,59.9865989930018,
