4.7009 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.1000 	EXP 	Created Tstim_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1011 	EXP 	Created Tstim_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1022 	EXP 	Created Tstim_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_7', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1032 	EXP 	Created Tstim_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_8', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1045 	EXP 	Created Tstim_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_9', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1057 	EXP 	Created Tstim_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_10', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1069 	EXP 	Created Tstim_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_11', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1080 	EXP 	Created Tstim_12 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-13.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_12', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1090 	EXP 	Created Tstim_13 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-14.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_13', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1102 	EXP 	Created Tstim_14 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-15.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_14', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1115 	EXP 	Created Tstim_15 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_15', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1125 	EXP 	Created Tstim_16 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-17.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_16', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1136 	EXP 	Created Tstim_17 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-18.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_17', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1148 	EXP 	Created Tstim_18 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-19.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_18', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1158 	EXP 	Created Tstim_19 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-20.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_19', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1169 	EXP 	Created Tstim_20 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-21.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='Tstim_20', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='T', units='height', win=Window(...), wrapWidth=1)
10.1170 	EXP 	window1: mouseVisible = True
10.1173 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
10.1175 	EXP 	New trial (rep=0, index=0): None
10.2049 	EXP 	Lstim: pos = array([-0.03, -0.27])
10.2049 	EXP 	Lstim: height = 0.1
10.2049 	EXP 	Tstim: pos = array([ 0.21, -0.09])
10.2049 	EXP 	Tstim: height = 0.1
10.2049 	EXP 	Tstim_2: height = 0.1
10.2049 	EXP 	Tstim_3: pos = array([ 0.15, -0.15])
10.2049 	EXP 	Tstim_3: height = 0.1
10.2049 	EXP 	Tstim_4: pos = array([0., 0.])
10.2049 	EXP 	Tstim_4: height = 0.1
10.2049 	EXP 	Tstim_5: pos = array([0.09, 0.03])
10.2049 	EXP 	Tstim_5: height = 0.1
10.2049 	EXP 	Tstim_6: pos = array([0.24, 0.27])
10.2049 	EXP 	Tstim_6: height = 0.1
10.2049 	EXP 	Tstim_7: pos = array([-0.09,  0.21])
10.2049 	EXP 	Tstim_7: height = 0.1
10.2049 	EXP 	Tstim_8: pos = array([-0.3 , -0.18])
10.2049 	EXP 	Tstim_8: height = 0.1
10.2049 	EXP 	Tstim_9: pos = array([ 0.03, -0.3 ])
10.2049 	EXP 	Tstim_9: height = 0.1
10.2049 	EXP 	Tstim_10: pos = array([-0.24, -0.03])
10.2049 	EXP 	Tstim_10: height = 0.1
10.2049 	EXP 	Tstim_11: pos = array([0.27, 0.12])
10.2049 	EXP 	Tstim_11: height = 0.1
10.2049 	EXP 	Tstim_12: pos = array([ 0.18, -0.06])
10.2049 	EXP 	Tstim_12: height = 0.1
10.2049 	EXP 	Tstim_13: pos = array([-0.12,  0.24])
10.2049 	EXP 	Tstim_13: height = 0.1
10.2049 	EXP 	Tstim_14: pos = array([0.06, 0.18])
10.2049 	EXP 	Tstim_14: height = 0.1
10.2049 	EXP 	Tstim_15: pos = array([-0.15,  0.15])
10.2049 	EXP 	Tstim_15: height = 0.1
10.2049 	EXP 	Tstim_16: pos = array([-0.18,  0.06])
10.2049 	EXP 	Tstim_16: height = 0.1
10.2049 	EXP 	Tstim_17: pos = array([0.12, 0.09])
10.2049 	EXP 	Tstim_17: height = 0.1
10.2049 	EXP 	Tstim_18: pos = array([-0.06,  0.3 ])
10.2049 	EXP 	Tstim_18: height = 0.1
10.2049 	EXP 	Tstim_19: pos = array([ 0.3 , -0.24])
10.2049 	EXP 	Tstim_19: height = 0.1
10.2049 	EXP 	Tstim_20: pos = array([-0.21, -0.21])
10.2049 	EXP 	Tstim_20: height = 0.1
10.2049 	EXP 	Lstim: autoDraw = True
10.2049 	EXP 	Tstim: autoDraw = True
10.2049 	EXP 	Tstim_2: autoDraw = True
10.2049 	EXP 	Tstim_3: autoDraw = True
10.2049 	EXP 	Tstim_4: autoDraw = True
10.2049 	EXP 	Tstim_5: autoDraw = True
10.2049 	EXP 	Tstim_6: autoDraw = True
10.2049 	EXP 	Tstim_7: autoDraw = True
10.2049 	EXP 	Tstim_8: autoDraw = True
10.2049 	EXP 	Tstim_9: autoDraw = True
10.2049 	EXP 	Tstim_10: autoDraw = True
10.2049 	EXP 	Tstim_11: autoDraw = True
10.2049 	EXP 	Tstim_12: autoDraw = True
10.2049 	EXP 	Tstim_13: autoDraw = True
10.2049 	EXP 	Tstim_14: autoDraw = True
10.2049 	EXP 	Tstim_15: autoDraw = True
10.2049 	EXP 	Tstim_16: autoDraw = True
10.2049 	EXP 	Tstim_17: autoDraw = True
10.2049 	EXP 	Tstim_18: autoDraw = True
10.2049 	EXP 	Tstim_19: autoDraw = True
10.2049 	EXP 	Tstim_20: autoDraw = True
10.2049 	EXP 	Lstim: text = 'L'
10.2049 	EXP 	Tstim: text = 'T'
10.2049 	EXP 	Tstim_2: text = 'T'
10.2049 	EXP 	Tstim_3: text = 'T'
10.2049 	EXP 	Tstim_4: text = 'T'
10.2049 	EXP 	Tstim_5: text = 'T'
10.2049 	EXP 	Tstim_6: text = 'T'
10.2049 	EXP 	Tstim_7: text = 'T'
10.2049 	EXP 	Tstim_8: text = 'T'
10.2049 	EXP 	Tstim_9: text = 'T'
10.2049 	EXP 	Tstim_10: text = 'T'
10.2049 	EXP 	Tstim_11: text = 'T'
10.2049 	EXP 	Tstim_12: text = 'T'
10.2049 	EXP 	Tstim_13: text = 'T'
10.2049 	EXP 	Tstim_14: text = 'T'
10.2049 	EXP 	Tstim_15: text = 'T'
10.2049 	EXP 	Tstim_16: text = 'T'
10.2049 	EXP 	Tstim_17: text = 'T'
10.2049 	EXP 	Tstim_18: text = 'T'
10.2049 	EXP 	Tstim_19: text = 'T'
10.2049 	EXP 	Tstim_20: text = 'T'
12.0764 	DATA 	Mouse: Left button down, pos=(907,288)
12.0877 	EXP 	New trial (rep=1, index=0): None
12.1313 	EXP 	Lstim: autoDraw = False
12.1313 	EXP 	Tstim: autoDraw = False
12.1313 	EXP 	Tstim_2: autoDraw = False
12.1313 	EXP 	Tstim_3: autoDraw = False
12.1313 	EXP 	Tstim_4: autoDraw = False
12.1313 	EXP 	Tstim_5: autoDraw = False
12.1313 	EXP 	Tstim_6: autoDraw = False
12.1313 	EXP 	Tstim_7: autoDraw = False
12.1313 	EXP 	Tstim_8: autoDraw = False
12.1313 	EXP 	Tstim_9: autoDraw = False
12.1313 	EXP 	Tstim_10: autoDraw = False
12.1313 	EXP 	Tstim_11: autoDraw = False
12.1313 	EXP 	Tstim_12: autoDraw = False
12.1313 	EXP 	Tstim_13: autoDraw = False
12.1313 	EXP 	Tstim_14: autoDraw = False
12.1313 	EXP 	Tstim_15: autoDraw = False
12.1313 	EXP 	Tstim_16: autoDraw = False
12.1313 	EXP 	Tstim_17: autoDraw = False
12.1313 	EXP 	Tstim_18: autoDraw = False
12.1313 	EXP 	Tstim_19: autoDraw = False
12.1313 	EXP 	Tstim_20: autoDraw = False
12.1313 	EXP 	Lstim: pos = array([-0.06, -0.09])
12.1313 	EXP 	Lstim: height = 0.1
12.1313 	EXP 	Tstim: pos = array([ 0.09, -0.21])
12.1313 	EXP 	Tstim: height = 0.1
12.1313 	EXP 	Tstim_2: height = 0.1
12.1313 	EXP 	Tstim_3: pos = array([0.3 , 0.21])
12.1313 	EXP 	Tstim_3: height = 0.1
12.1313 	EXP 	Tstim_4: pos = array([-0.24, -0.18])
12.1313 	EXP 	Tstim_4: height = 0.1
12.1313 	EXP 	Tstim_5: pos = array([-0.3 ,  0.15])
12.1313 	EXP 	Tstim_5: height = 0.1
12.1313 	EXP 	Tstim_6: pos = array([-0.15, -0.24])
12.1313 	EXP 	Tstim_6: height = 0.1
12.1313 	EXP 	Tstim_7: pos = array([-0.21,  0.27])
12.1313 	EXP 	Tstim_7: height = 0.1
12.1313 	EXP 	Tstim_8: pos = array([0.24, 0.03])
12.1313 	EXP 	Tstim_8: height = 0.1
12.1313 	EXP 	Tstim_9: pos = array([-0.03,  0.18])
12.1313 	EXP 	Tstim_9: height = 0.1
12.1313 	EXP 	Tstim_10: pos = array([-0.09,  0.24])
12.1313 	EXP 	Tstim_10: height = 0.1
12.1313 	EXP 	Tstim_11: pos = array([ 0.18, -0.3 ])
12.1313 	EXP 	Tstim_11: height = 0.1
12.1313 	EXP 	Tstim_12: pos = array([0.21, 0.  ])
12.1313 	EXP 	Tstim_12: height = 0.1
12.1313 	EXP 	Tstim_13: pos = array([ 0.  , -0.03])
12.1313 	EXP 	Tstim_13: height = 0.1
12.1313 	EXP 	Tstim_14: pos = array([ 0.06, -0.06])
12.1313 	EXP 	Tstim_14: height = 0.1
12.1313 	EXP 	Tstim_15: pos = array([0.03, 0.12])
12.1313 	EXP 	Tstim_15: height = 0.1
12.1313 	EXP 	Tstim_16: pos = array([-0.12,  0.3 ])
12.1313 	EXP 	Tstim_16: height = 0.1
12.1313 	EXP 	Tstim_17: pos = array([-0.18,  0.09])
12.1313 	EXP 	Tstim_17: height = 0.1
12.1313 	EXP 	Tstim_18: pos = array([ 0.15, -0.12])
12.1313 	EXP 	Tstim_18: height = 0.1
12.1313 	EXP 	Tstim_19: pos = array([-0.27, -0.15])
12.1313 	EXP 	Tstim_19: height = 0.1
12.1313 	EXP 	Tstim_20: pos = array([0.12, 0.06])
12.1313 	EXP 	Tstim_20: height = 0.1
12.1313 	EXP 	Lstim: autoDraw = True
12.1313 	EXP 	Tstim: autoDraw = True
12.1313 	EXP 	Tstim_2: autoDraw = True
12.1313 	EXP 	Tstim_3: autoDraw = True
12.1313 	EXP 	Tstim_4: autoDraw = True
12.1313 	EXP 	Tstim_5: autoDraw = True
12.1313 	EXP 	Tstim_6: autoDraw = True
12.1313 	EXP 	Tstim_7: autoDraw = True
12.1313 	EXP 	Tstim_8: autoDraw = True
12.1313 	EXP 	Tstim_9: autoDraw = True
12.1313 	EXP 	Tstim_10: autoDraw = True
12.1313 	EXP 	Tstim_11: autoDraw = True
12.1313 	EXP 	Tstim_12: autoDraw = True
12.1313 	EXP 	Tstim_13: autoDraw = True
12.1313 	EXP 	Tstim_14: autoDraw = True
12.1313 	EXP 	Tstim_15: autoDraw = True
12.1313 	EXP 	Tstim_16: autoDraw = True
12.1313 	EXP 	Tstim_17: autoDraw = True
12.1313 	EXP 	Tstim_18: autoDraw = True
12.1313 	EXP 	Tstim_19: autoDraw = True
12.1313 	EXP 	Tstim_20: autoDraw = True
12.1313 	EXP 	Lstim: text = 'L'
12.1313 	EXP 	Tstim: text = 'T'
12.1313 	EXP 	Tstim_2: text = 'T'
12.1313 	EXP 	Tstim_3: text = 'T'
12.1313 	EXP 	Tstim_4: text = 'T'
12.1313 	EXP 	Tstim_5: text = 'T'
12.1313 	EXP 	Tstim_6: text = 'T'
12.1313 	EXP 	Tstim_7: text = 'T'
12.1313 	EXP 	Tstim_8: text = 'T'
12.1313 	EXP 	Tstim_9: text = 'T'
12.1313 	EXP 	Tstim_10: text = 'T'
12.1313 	EXP 	Tstim_11: text = 'T'
12.1313 	EXP 	Tstim_12: text = 'T'
12.1313 	EXP 	Tstim_13: text = 'T'
12.1313 	EXP 	Tstim_14: text = 'T'
12.1313 	EXP 	Tstim_15: text = 'T'
12.1313 	EXP 	Tstim_16: text = 'T'
12.1313 	EXP 	Tstim_17: text = 'T'
12.1313 	EXP 	Tstim_18: text = 'T'
12.1313 	EXP 	Tstim_19: text = 'T'
12.1313 	EXP 	Tstim_20: text = 'T'
12.1583 	DATA 	Mouse:  Left button up, pos=(907,288)
13.5500 	DATA 	Mouse: Left button down, pos=(889,453)
13.5677 	EXP 	New trial (rep=2, index=0): None
13.6171 	EXP 	Lstim: autoDraw = False
13.6171 	EXP 	Tstim: autoDraw = False
13.6171 	EXP 	Tstim_2: autoDraw = False
13.6171 	EXP 	Tstim_3: autoDraw = False
13.6171 	EXP 	Tstim_4: autoDraw = False
13.6171 	EXP 	Tstim_5: autoDraw = False
13.6171 	EXP 	Tstim_6: autoDraw = False
13.6171 	EXP 	Tstim_7: autoDraw = False
13.6171 	EXP 	Tstim_8: autoDraw = False
13.6171 	EXP 	Tstim_9: autoDraw = False
13.6171 	EXP 	Tstim_10: autoDraw = False
13.6171 	EXP 	Tstim_11: autoDraw = False
13.6171 	EXP 	Tstim_12: autoDraw = False
13.6171 	EXP 	Tstim_13: autoDraw = False
13.6171 	EXP 	Tstim_14: autoDraw = False
13.6171 	EXP 	Tstim_15: autoDraw = False
13.6171 	EXP 	Tstim_16: autoDraw = False
13.6171 	EXP 	Tstim_17: autoDraw = False
13.6171 	EXP 	Tstim_18: autoDraw = False
13.6171 	EXP 	Tstim_19: autoDraw = False
13.6171 	EXP 	Tstim_20: autoDraw = False
13.6171 	EXP 	Lstim: pos = array([-0.24,  0.12])
13.6171 	EXP 	Lstim: height = 0.1
13.6171 	EXP 	Tstim: pos = array([ 0.06, -0.03])
13.6171 	EXP 	Tstim: height = 0.1
13.6171 	EXP 	Tstim_2: height = 0.1
13.6171 	EXP 	Tstim_3: pos = array([0.12, 0.15])
13.6171 	EXP 	Tstim_3: height = 0.1
13.6171 	EXP 	Tstim_4: pos = array([-0.3, -0.3])
13.6171 	EXP 	Tstim_4: height = 0.1
13.6171 	EXP 	Tstim_5: pos = array([-0.27,  0.27])
13.6171 	EXP 	Tstim_5: height = 0.1
13.6171 	EXP 	Tstim_6: pos = array([0.27, 0.03])
13.6171 	EXP 	Tstim_6: height = 0.1
13.6171 	EXP 	Tstim_7: pos = array([0.18, 0.24])
13.6171 	EXP 	Tstim_7: height = 0.1
13.6171 	EXP 	Tstim_8: pos = array([ 0.  , -0.15])
13.6171 	EXP 	Tstim_8: height = 0.1
13.6171 	EXP 	Tstim_9: pos = array([-0.21, -0.27])
13.6171 	EXP 	Tstim_9: height = 0.1
13.6171 	EXP 	Tstim_10: pos = array([ 0.21, -0.09])
13.6171 	EXP 	Tstim_10: height = 0.1
13.6171 	EXP 	Tstim_11: pos = array([-0.12,  0.09])
13.6171 	EXP 	Tstim_11: height = 0.1
13.6171 	EXP 	Tstim_12: pos = array([0.24, 0.18])
13.6171 	EXP 	Tstim_12: height = 0.1
13.6171 	EXP 	Tstim_13: pos = array([0.15, 0.  ])
13.6171 	EXP 	Tstim_13: height = 0.1
13.6171 	EXP 	Tstim_14: pos = array([-0.15, -0.21])
13.6171 	EXP 	Tstim_14: height = 0.1
13.6171 	EXP 	Tstim_15: pos = array([-0.06, -0.18])
13.6171 	EXP 	Tstim_15: height = 0.1
13.6171 	EXP 	Tstim_16: pos = array([0.09, 0.21])
13.6171 	EXP 	Tstim_16: height = 0.1
13.6171 	EXP 	Tstim_17: pos = array([-0.09, -0.24])
13.6171 	EXP 	Tstim_17: height = 0.1
13.6171 	EXP 	Tstim_18: pos = array([0.03, 0.3 ])
13.6171 	EXP 	Tstim_18: height = 0.1
13.6171 	EXP 	Tstim_19: pos = array([0.3 , 0.06])
13.6171 	EXP 	Tstim_19: height = 0.1
13.6171 	EXP 	Tstim_20: pos = array([-0.03, -0.06])
13.6171 	EXP 	Tstim_20: height = 0.1
13.6171 	EXP 	Lstim: autoDraw = True
13.6171 	EXP 	Tstim: autoDraw = True
13.6171 	EXP 	Tstim_2: autoDraw = True
13.6171 	EXP 	Tstim_3: autoDraw = True
13.6171 	EXP 	Tstim_4: autoDraw = True
13.6171 	EXP 	Tstim_5: autoDraw = True
13.6171 	EXP 	Tstim_6: autoDraw = True
13.6171 	EXP 	Tstim_7: autoDraw = True
13.6171 	EXP 	Tstim_8: autoDraw = True
13.6171 	EXP 	Tstim_9: autoDraw = True
13.6171 	EXP 	Tstim_10: autoDraw = True
13.6171 	EXP 	Tstim_11: autoDraw = True
13.6171 	EXP 	Tstim_12: autoDraw = True
13.6171 	EXP 	Tstim_13: autoDraw = True
13.6171 	EXP 	Tstim_14: autoDraw = True
13.6171 	EXP 	Tstim_15: autoDraw = True
