trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.02732009999454,None,-0.05583333333333333,0.2733333333333333,1,0,0,0.01137916004518047,None,,001,2020_Nov_28_1954,visual-search,2020.2.8,59.94132942660825,
