trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.999429199990118,None,-0.0575,0.3566666666666667,1,0,0,0.004423839942319319,None,,001,2020_Nov_28_2005,visual-search,2020.2.8,59.96436917975354,
