startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
0.261666698,-0.304166741,1,0,0,0.031666742,0.077499987,1,0,0,8.0068,0,"[-0.09,0.18]",0,0,0,6,1,black,black,1,20,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,-0.034166644,-0.139166686,1,0,0,2.2627,1,"[-0.06,-0.14999999999999997]",0,1,1,1,1,black,black,1,5,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,0.258333365,0.307499994,1,0,0,5.2168,1,"[0.24000000000000005,0.3]",0,2,2,4,1,black,black,1,5,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,-0.086666645,-0.293333357,1,0,0,2.4681,1,"[-0.12,-0.3]",0,3,3,0,1,black,black,1,5,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,0.174166696,-0.055000017,1,0,0,2.9021,1,"[0.18,-0.02999999999999997]",0,4,4,8,1,black,black,1,20,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,0.208333363,-0.175833353,1,0,0,3.6676,1,"[0.24000000000000005,-0.18]",0,5,5,7,1,black,black,1,20,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,-0.289999985,0.095833321,1,0,0,1.7985,1,"[-0.3,0.12]",0,6,6,9,1,red,black,1,20,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,0.186666696,-0.066666684,1,0,0,1.6702,1,"[0.18,-0.09000000000000002]",0,7,7,2,1,black,black,1,5,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,-0.209999982,-0.077500017,1,0,0,1.5026,1,"[-0.18,-0.06]",0,8,8,5,1,black,black,0,20,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
,,,,,0.252500031,0.104999988,1,0,0,1.2192,1,"[0.24000000000000005,0.12]",0,9,9,3,1,black,black,1,5,1,001,2022-02-26_16h09.28.791,visual-search,2020.2.8,Win32,60
