resp.keys,resp.corr,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,text,letterColor,corrAns,congruent,participant,session,date,expName,psychopyVersion,OS,frameRate
down,1,1.017,0,0,0,1,1,red,green,down,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.588,0,1,1,2,1,green,green,down,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.648,0,2,2,5,1,blue,red,left,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.403,0,3,3,4,1,blue,blue,right,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.616,0,4,4,0,1,red,red,left,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.78,0,5,5,3,1,green,blue,right,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.615,1,0,6,0,1,red,red,left,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.52,1,1,7,1,1,red,green,down,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.897,1,2,8,3,1,green,blue,right,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.637,1,3,9,4,1,blue,blue,right,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.619,1,4,10,5,1,blue,red,left,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.488,1,5,11,2,1,green,green,down,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.516,2,0,12,4,1,blue,blue,right,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.883,2,1,13,1,1,red,green,down,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,1.005,2,2,14,0,1,red,red,left,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,1.131,2,3,15,5,1,blue,red,left,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.582,2,4,16,2,1,green,green,down,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.698,2,5,17,3,1,green,blue,right,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.465,3,0,18,4,1,blue,blue,right,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.548,3,1,19,3,1,green,blue,right,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.764,3,2,20,2,1,green,green,down,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.802,3,3,21,1,1,red,green,down,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.483,3,4,22,5,1,blue,red,left,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.421,3,5,23,0,1,red,red,left,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.414,4,0,24,0,1,red,red,left,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
left,1,0.398,4,1,25,5,1,blue,red,left,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.767,4,2,26,1,1,red,green,down,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.737,4,3,27,3,1,green,blue,right,0,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
right,1,0.514,4,4,28,4,1,blue,blue,right,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
down,1,0.498,4,5,29,2,1,green,green,down,1,MB,001,2022-03-05_11h18.10.047,stroop,2021.2.3,Win32,60.0240096
