resp.keys,resp.corr,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,text,letterColor,corrAns,congruent,participant,session,date,expName,psychopyVersion,OS,frameRate
down,0,2.6676,0,0,0,4,1,blue,blue,right,1,abc,001,2022-02-18_21h06.11.562,stroop,2021.2.3,MacIntel,60.0024001
right,0,5.2124,0,1,1,1,1,red,green,down,0,abc,001,2022-02-18_21h06.11.562,stroop,2021.2.3,MacIntel,60.0024001
left,0,1.0074,0,2,2,2,1,green,green,down,1,abc,001,2022-02-18_21h06.11.562,stroop,2021.2.3,MacIntel,60.0024001
