keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,1.753,,,,,,,,0.653,space,1.691,0,0,0,0,1,1.1,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
b,1,1.781,,,,,,,,0.681,space,0.904,0,1,1,7,1,1.1,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
b,0,1.977,,,,,,,,0.877,space,1.116,0,2,2,5,1,1.1,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
b,1,2.719,,,,,,,,1.219,space,0.768,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
b,1,2.212,,,,,,,,0.912,space,3.11,0,4,4,1,1,1.3,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
c,1,1.848,,,,,,,,0.548,c,0.173,0,5,5,3,1,1.3,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
c,1,2.298,,,,,,,,0.798,space,2.027,0,6,6,6,1,1.5,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
v,1,2.089,,,,,,,,0.789,space,1.933,0,7,7,8,1,1.3,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
v,1,2.262,,,,,,,,0.762,space,1.526,0,8,8,2,1,1.5,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,,,,,
b,1,2.087,,,,,,,,0.787,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,-0.053333333,-0.266666667,1,0,0,0,0,0,1,1
b,1,1.846,,,,,,,,0.746,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,1,1,7,1
c,1,1.894,,,,,,,,0.794,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,2,2,0,1
v,1,1.687,,,,,,,,0.587,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,3,3,5,1
c,1,2.217,,,,,,,,0.717,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,4,4,6,1
v,1,1.978,,,,,,,,0.678,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,5,5,8,1
c,1,2.015,,,,,,,,0.715,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,6,6,3,1
b,1,2.212,,,,,,,,0.712,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,7,7,4,1
v,1,2.311,,,,,,,,0.811,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,0,8,8,2,1
v,1,1.873,,,,,,,,0.773,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,0,9,5,1
v,1,1.835,,,,,,,,0.535,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,1,10,8,1
c,0,1.715,,,,,,,,0.615,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,2,11,7,1
b,1,2.064,,,,,,,,0.764,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,3,12,1,1
b,1,2.216,,,,,,,,0.716,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,4,13,4,1
c,1,2.102,,,,,,,,0.802,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,5,14,3,1
c,1,1.802,,,,,,,,0.702,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,6,15,0,1
c,1,2.307,,,,,,,,0.807,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,7,16,6,1
v,1,2.172,,,,,,,,0.672,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_22h12.36.201,choiceRTT,2021.2.3,MacIntel,90.90909091,,,,,,,1,8,17,2,1
