keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.84,,,,,,,,1.54,space,4.027,0,0,0,8,1,1.3,images/target_square.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
b,1,2.128,,,,,,,,0.828,space,16.263,0,1,1,1,1,1.3,images/target_plus.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
v,1,1.964,,,,,,,,0.864,space,9.086,0,2,2,5,1,1.1,images/target_square.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
v,1,2.184,,,,,,,,0.684,space,13.813,0,3,3,2,1,1.5,images/target_square.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
b,1,1.66,,,,,,,,0.56,space,2.476,0,4,4,7,1,1.1,images/target_plus.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
c,1,1.916,,,,,,,,0.616,space,1.955,0,5,5,3,1,1.3,images/target_cross.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
b,1,1.962,,,,,,,,0.462,space,2.49,0,6,6,4,1,1.5,images/target_plus.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
c,1,2.051,,,,,,,,0.951,space,2.6,0,7,7,0,1,1.1,images/target_cross.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
b,0,1.976,,,,,,,,0.476,c,0.146,0,8,8,6,1,1.5,images/target_cross.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,,,,,,,,,,,,
v,1,2.081,,,,,,,,0.581,,,,,,,,1.5,images/target_square.jpg,1,001,2022-03-12_17h29.10.358,choiceRTT,2021.2.3,Linux x86_64,58.41121495,space,3.285,0.717447917,-0.06640625,0,0,0,0,0,0,2,1
