keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,5.317,,,,,,,,3.817,space,2.01,0,0,0,4,1,1.5,images/target_plus.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,1,2.408,,,,,,,,1.108,,,0,1,1,1,1,1.3,images/target_plus.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,1,1.955,,,,,,,,0.855,space,5.074,0,2,2,0,1,1.1,images/target_cross.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,2.016,,,,,,,,0.716,space,1.106,0,3,3,8,1,1.3,images/target_square.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,1.737,,,,,,,,0.637,space,0.963,0,4,4,5,1,1.1,images/target_square.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,0,5.678,,,,,,,,4.378,space,0.94,0,5,5,3,1,1.3,images/target_cross.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,1,2.011,,,,,,,,0.911,space,1.924,0,6,6,7,1,1.1,images/target_plus.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,2.277,,,,,,,,0.777,space,1.071,0,7,7,2,1,1.5,images/target_square.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,1,2.316,,,,,,,,0.816,space,0.87,0,8,8,6,1,1.5,images/target_cross.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,1.988,,,,,,,,0.688,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,space,1.893,0.263020833,-0.3515625,0,0,0,0,0,0,8,1
v,1,2.341,,,,,,,,0.841,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,1,1,2,1
b,0,4.018,,,,,,,,2.718,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-03_21h39.10.896,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,2,2,3,1
