keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,6.5715,,,,,,,,5.2715,space,2.7773,0,0,0,1,1,1.3,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,1,4.228,,,,,,,,2.728,v,1.5564,0,1,1,2,1,1.5,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,1,4.0349,,,,,,,,2.9349,space,11.2939,0,2,2,5,1,1.1,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
b,1,2.7775,,,,,,,,1.6775,space,1.7671,0,3,3,7,1,1.1,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
c,1,5.2161,,,,,,,,3.7161,space,4.7024,0,4,4,6,1,1.5,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,0,2.145,,,,,,,,0.845,c,0.6123,0,5,5,3,1,1.3,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,1,2.9359,,,,,,,,1.6359,space,2.5431,0,6,6,8,1,1.3,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
b,1,2.8396,,,,,,,,1.3396,space,1.8929,0,7,7,4,1,1.5,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,0,1.8793,,,,,,,,0.7793,space,3.8666,0,8,8,0,1,1.1,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,,,,,
v,1,3.6022,,,,,,,,2.1022,,,,,,,,1.5,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,0,-0.221296296,1,0,0,0,0,0,2,1
c,1,2.5652,,,,,,,,1.2652,,,,,,,,1.3,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,1,1,3,1
v,1,2.0124,,,,,,,,0.9124,,,,,,,,1.1,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,2,2,5,1
c,0,2.359,,,,,,,,1.259,,,,,,,,1.1,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,3,3,7,1
b,1,12.0041,,,,,,,,10.7041,,,,,,,,1.3,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,4,4,1,1
c,1,2.8094,,,,,,,,1.3094,,,,,,,,1.5,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,5,5,6,1
b,1,2.7701,,,,,,,,1.2701,,,,,,,,1.5,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,6,6,4,1
v,1,1.7797,,,,,,,,0.4797,,,,,,,,1.3,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,7,7,8,1
c,1,2.3599,,,,,,,,1.2599,,,,,,,,1.1,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,0,8,8,0,1
c,1,2.1794,,,,,,,,0.8794,,,,,,,,1.3,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,1,0,9,3,1
c,1,4.9759,,,,,,,,3.4759,,,,,,,,1.5,images/target_cross.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,1,1,10,6,1
b,1,3.0572,,,,,,,,1.5572,,,,,,,,1.5,images/target_plus.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,1,2,11,4,1
v,1,2.2866,,,,,,,,1.1866,,,,,,,,1.1,images/target_square.jpg,01,001,2022-04-23_07h30.44.703,choiceRTT,2021.2.3,Win32,59.61251863,,,,,,,1,3,12,5,1
