keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,4.3482,,,,,,,,3.0482,v,5.7785,0,0,0,3,1,1.3,images/target_cross.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
v,1,2.1463,,,,,,,,1.0463,v,6.6465,0,1,1,5,1,1.1,images/target_square.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
c,1,1.8947,,,,,,,,0.7947,v,8.6092,0,2,2,0,1,1.1,images/target_cross.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
v,1,2.189,,,,,,,,0.889,space,2.1105,0,3,3,8,1,1.3,images/target_square.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
b,1,2.5495,,,,,,,,1.0495,space,1.312,0,4,4,4,1,1.5,images/target_plus.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
c,1,2.2364,,,,,,,,0.7364,space,1.1898,0,5,5,6,1,1.5,images/target_cross.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
v,1,2.0114,,,,,,,,0.5114,space,1.185,0,6,6,2,1,1.5,images/target_square.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
b,1,1.8078,,,,,,,,0.7078,space,1.1082,0,7,7,7,1,1.1,images/target_plus.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
b,1,1.8862,,,,,,,,0.5862,space,1.3944,0,8,8,1,1,1.3,images/target_plus.jpg,765687,001,2022-03-16_21h58.15.146,choiceRTT,2021.2.3,MacIntel,60.0024001
