keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,4.2148,,,,,,,,2.9148,space,7.4829,0,0,0,1,1,1.3,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,1,2.237,,,,,,,,0.737,space,2.3787,0,1,1,2,1,1.5,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,0,1.7537,,,,,,,,0.4537,space,2.5295,0,2,2,3,1,1.3,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,1,1.7749,,,,,,,,0.4749,space,1.6161,0,3,3,8,1,1.3,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,1,1.4901,,,,,,,,0.3901,space,4.0513,0,4,4,7,1,1.1,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,0,1.4837,,,,,,,,0.3837,space,1.4008,0,5,5,0,1,1.1,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,0,2.0991,,,,,,,,0.5991,space,1.3669,0,6,6,6,1,1.5,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,1,2.3364,,,,,,,,0.8364,space,1.6289,0,7,7,4,1,1.5,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,1,1.4734,,,,,,,,0.3734,space,2.0976,0,8,8,5,1,1.1,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
c,1,2.302,,,,,,,,0.802,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,-0.0078125,-0.265625,1,0,0,0,0,0,6,1
b,1,1.8402,,,,,,,,0.5402,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,1,1,1,1
c,1,1.9729,,,,,,,,0.6729,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,2,2,3,1
v,1,1.7876,,,,,,,,0.4876,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,3,3,8,1
c,1,1.6669,,,,,,,,0.5669,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,4,4,0,1
v,1,2.0037,,,,,,,,0.5037,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,5,5,2,1
v,1,1.496,,,,,,,,0.396,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,6,6,5,1
b,1,1.47,,,,,,,,0.37,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,7,7,7,1
b,1,2.0211,,,,,,,,0.5211,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,8,8,4,1
v,1,1.5938,,,,,,,,0.4938,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,0,9,5,1
c,1,1.9766,,,,,,,,0.4766,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,1,10,6,1
b,1,1.6781,,,,,,,,0.3781,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,2,11,1,1
c,1,1.7037,,,,,,,,0.4037,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,3,12,3,1
v,1,1.7639,,,,,,,,0.4639,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,4,13,8,1
v,1,2.1872,,,,,,,,0.6872,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,5,14,2,1
c,0,1.9895,,,,,,,,0.4895,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,6,15,4,1
c,1,1.6202,,,,,,,,0.5202,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,7,16,0,1
b,1,1.5805,,,,,,,,0.4805,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-06_23h07.51.291,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,8,17,7,1
