keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,5.399,,,,,,,,4.099,space,12.8952,0,0,0,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
b,1,2.2188,,,,,,,,0.9188,space,6.1906,0,1,1,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
c,0,1.616,,,,,,,,0.516,space,5.9208,0,2,2,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
c,1,1.9406,,,,,,,,0.6406,space,3.8826,0,3,3,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
b,0,1.7375,,,,,,,,0.2375,space,1.9451,0,4,4,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
v,0,1.1159,,,,,,,,-0.3841,space,8.9754,0,5,5,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
c,0,1.6551,,,,,,,,0.5551,space,8.36,0,6,6,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
c,1,1.7567,,,,,,,,0.6567,space,7.0451,0,7,7,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
c,1,1.8603,,,,,,,,0.3603,space,0.9161,0,8,8,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,,,,,,,,,,,,
b,1,1.7555,,,,,,,,0.6555,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_08h16.59.850,choiceRTT,2021.2.3,Win32,59.69436485,space,1.871,0.305989583,-0.325520833,0,0,0,0,0,0,7,1
