keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,10.2614,,,,,,,,9.1614,c,0.0021,0,0,0,7,1,1.1,images/target_plus.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
c,1,6.3495,,,,,,,,4.8495,space,6.6642,0,1,1,6,1,1.5,images/target_cross.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
b,1,4.5572,,,,,,,,3.0572,space,4.292,0,2,2,4,1,1.5,images/target_plus.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
v,1,2.55,,,,,,,,1.25,space,4.3199,0,3,3,8,1,1.3,images/target_square.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
v,1,2.0355,,,,,,,,0.9355,space,4.911,0,4,4,5,1,1.1,images/target_square.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
c,1,3.0723,,,,,,,,1.7723,space,2.2751,0,5,5,3,1,1.3,images/target_cross.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
v,1,2.6174,,,,,,,,1.1174,space,2.1457,0,6,6,2,1,1.5,images/target_square.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
c,0,3.6916,,,,,,,,2.3916,space,1.5454,0,7,7,1,1,1.3,images/target_plus.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
c,1,2.1711,,,,,,,,1.0711,space,1.1777,0,8,8,0,1,1.1,images/target_cross.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,,,,,,,,,,,,
v,1,2.4715,,,,,,,,0.9715,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-06_19h51.20.708,choiceRTT,2021.2.3,Win32,59.93407252,space,4.5425,-0.118518496,0.472222221,0,0,0,0,0,0,2,1
