keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,0,4.026,,,,,,,,2.526,space,1.19,0,0,0,2,1,1.5,images/target_square.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
c,1,2.762,,,,,,,,1.262,space,1.042,0,1,1,6,1,1.5,images/target_cross.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
b,1,2.434,,,,,,,,0.934,space,0.276,0,2,2,4,1,1.5,images/target_plus.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
b,0,2.179,,,,,,,,0.879,space,0.689,0,3,3,3,1,1.3,images/target_cross.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
b,1,1.998,,,,,,,,0.898,space,0.334,0,4,4,7,1,1.1,images/target_plus.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
c,1,1.865,,,,,,,,0.765,space,0.524,0,5,5,0,1,1.1,images/target_cross.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
b,1,2.215,,,,,,,,0.915,space,0.758,0,6,6,1,1,1.3,images/target_plus.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
v,1,4.571,,,,,,,,3.271,space,1.19,0,7,7,8,1,1.3,images/target_square.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
v,1,1.733,0.295572917,-0.075520833,1,0,0,1.584,,0.633,space,1.058,0,8,8,5,1,1.1,images/target_square.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,,,,,,,,,,
v,1,1.982,,,,,,,,0.682,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-03_21h52.37.605,choiceRTT,2021.2.3,Win32,59.95203837,,0.295572917,-0.075520833,1,0,0,0,0,0,8,1
