keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.7045,,,,,,,,1.6045,,0,0,0,0,1,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,,,,,
v,1,3.0413,,,,,,,,1.5413,space,0,1,1,2,1,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,1.3395,,,,,,,,,,,
c,0,2.2684,,,,,,,,0.9684,space,0,2,2,1,1,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,2.5543,,,,,,,,,,,
v,1,2.5227,,,,,,,,1.2227,space,0,3,3,8,1,1.3,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,1.6165,,,,,,,,,,,
c,1,3.576,,,,,,,,2.276,space,0,4,4,3,1,1.3,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,1.3307,,,,,,,,,,,
b,1,3.8954,,,,,,,,2.3954,space,0,5,5,4,1,1.5,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,0.823,,,,,,,,,,,
v,1,2.0383,,,,,,,,0.9383,space,0,6,6,5,1,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,2.0539,,,,,,,,,,,
c,1,2.3484,,,,,,,,0.8484,space,0,7,7,6,1,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,1.1784,,,,,,,,,,,
b,1,2.189,,,,,,,,1.089,space,0,8,8,7,1,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,0.9135,,,,,,,,,,,
b,1,3.6629,,,,,,,,2.3629,,,,,,,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,-0.02037037,-0.237037037,1,0,0,0,0,0,1,1
