keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,18.574,,,,,,,,17.274,space,3.0553,0,0,0,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
b,1,4.1903,,,,,,,,3.0903,space,11.0488,0,1,1,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
c,1,3.4365,,,,,,,,2.1365,space,11.9639,0,2,2,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
b,1,3.5333,,,,,,,,2.0333,space,8.5647,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
b,0,3.5135,,,,,,,,2.0135,space,2.5369,0,4,4,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
c,1,2.8153,,,,,,,,1.7153,space,4.3952,0,5,5,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
v,1,3.0844,,,,,,,,1.9844,space,3.8879,0,6,6,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
v,1,2.552,,,,,,,,1.052,space,3.0352,0,7,7,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
v,1,1.9684,,,,,,,,0.6684,space,1.5951,0,8,8,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,,,,,
c,1,2.3891,,,,,,,,1.2891,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,space,6.7617,0.2421875,-0.34375,0,0,0,0,0,0,0,1
c,1,2.636,,,,,,,,1.136,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,1,1,6,1
v,1,2.0251,,,,,,,,0.9251,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,2,2,5,1
v,1,2.1915,,,,,,,,0.8915,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,3,3,8,1
b,1,2.3579,,,,,,,,0.8579,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,4,4,4,1
b,1,2.1815,,,,,,,,0.8815,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,5,5,1,1
v,0,3.2755,,,,,,,,2.1755,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,6,6,7,1
c,1,4.2652,,,,,,,,2.9652,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,7,7,3,1
v,1,3.7818,,,,,,,,2.2818,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,0,8,8,2,1
b,1,3.5334,,,,,,,,2.0334,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,0,9,4,1
v,1,2.9231,,,,,,,,1.8231,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,1,10,5,1
c,1,2.8733,,,,,,,,1.7733,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,2,11,0,1
c,0,2.1016,,,,,,,,0.8016,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,3,12,1,1
b,1,3.4441,,,,,,,,2.3441,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,4,13,7,1
c,1,3.5863,,,,,,,,2.0863,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,5,14,6,1
v,1,2.1958,,,,,,,,0.8958,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,6,15,8,1
c,1,2.7968,,,,,,,,1.4968,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,7,16,3,1
v,1,2.2984,,,,,,,,0.7984,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_15h36.35.748,choiceRTT,2021.2.3,Linux x86_64,60.04924038,,,,,,,,1,8,17,2,1
