keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,4.213,,,,,,,,2.913,space,3,0,0,0,3,1,1.3,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
b,1,3.791,,,,,,,,2.491,space,2.224,0,1,1,1,1,1.3,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
v,1,2.49,,,,,,,,0.99,space,0.938,0,2,2,2,1,1.5,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
c,1,2.236,,,,,,,,1.136,space,0.533,0,3,3,0,1,1.1,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
b,1,2.028,,,,,,,,0.928,space,0.704,0,4,4,7,1,1.1,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
v,1,1.921,,,,,,,,0.821,space,0.475,0,5,5,5,1,1.1,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
b,1,2.409,,,,,,,,0.909,space,0.576,0,6,6,4,1,1.5,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
v,1,2.242,,,,,,,,0.942,space,0.486,0,7,7,8,1,1.3,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
c,1,3.021,,,,,,,,1.521,space,1.493,0,8,8,6,1,1.5,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,,,,,
b,1,3.35,,,,,,,,1.85,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,space,7.729,0.205729167,0.380208333,0,0,0,0,0,0,4,1
c,1,2.433,,,,,,,,1.133,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,1,1,3,1
v,1,2.32,,,,,,,,0.82,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,2,2,2,1
c,1,2.415,,,,,,,,0.915,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,3,3,6,1
b,1,1.85,,,,,,,,0.55,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,4,4,1,1
v,1,1.88,,,,,,,,0.58,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,5,5,8,1
c,1,1.792,,,,,,,,0.692,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,6,6,0,1
b,0,1.658,,,,,,,,0.558,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,7,7,5,1
b,1,2.209,,,,,,,,1.109,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,0,8,8,7,1
c,1,1.984,,,,,,,,0.884,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,0,9,0,1
b,1,2.206,,,,,,,,0.706,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,1,10,4,1
v,1,1.981,,,,,,,,0.681,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,2,11,8,1
b,1,2.147,,,,,,,,0.847,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,3,12,1,1
b,1,1.768,,,,,,,,0.668,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,4,13,7,1
v,1,2.344,,,,,,,,0.844,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,5,14,2,1
c,1,2.489,,,,,,,,1.189,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,6,15,3,1
v,1,1.911,,,,,,,,0.811,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,7,16,5,1
c,1,2.579,,,,,,,,1.079,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-03_21h36.26.048,choiceRTT,2021.2.3,Win32,20,,,,,,,,1,8,17,6,1
