keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,3.823,,,,,,,,2.523,space,3.9999,0,0,0,1,1,1.3,images/target_plus.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
v,1,3.1567,,,,,,,,1.6567,v,3.875,0,1,1,2,1,1.5,images/target_square.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
b,1,4.1822,,,,,,,,3.0822,space,1.6212,0,2,2,7,1,1.1,images/target_plus.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
b,1,2.6208,,,,,,,,1.1208,space,5.6741,0,3,3,4,1,1.5,images/target_plus.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
c,0,3.0365,,,,,,,,1.9365,space,1.1139,0,4,4,5,1,1.1,images/target_square.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
c,1,2.6879,,,,,,,,1.5879,space,1.0527,0,5,5,0,1,1.1,images/target_cross.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
c,1,2.2857,,,,,,,,0.7857,space,1.3229,0,6,6,6,1,1.5,images/target_cross.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
c,1,2.0506,,,,,,,,0.7506,space,1.3403,0,7,7,3,1,1.3,images/target_cross.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
b,0,3.6328,,,,,,,,2.3328,space,1.101,0,8,8,8,1,1.3,images/target_square.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
c,1,2.3984,,,,,,,,1.0984,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,0.017106875,-0.228475981,1,0,0,0,0,0,3,1
c,1,2.1011,,,,,,,,1.0011,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,0,1,1,0,1
b,0,2.641,,,,,,,,1.141,,,,,,,,1.5,images/target_square.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,0,2,2,2,1
v,1,2.3865,,,,,,,,1.2865,,,,,,,,1.1,images/target_square.jpg,1,001,2022-04-08_21h50.09.233,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,0,3,3,5,1
