keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,2.854,,,,,,,,1.554,space,5.415,0,0,0,3,1,1.3,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
b,0,3.837,,,,,,,,2.537,b,3.401,0,1,1,8,1,1.3,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
c,0,2.106,,,,,,,,1.006,b,3.348,0,2,2,5,1,1.1,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
b,1,2.523,,,,,,,,1.223,b,3.262,0,3,3,1,1,1.3,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
c,1,2.798,,,,,,,,1.698,space,4.338,0,4,4,0,1,1.1,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
c,0,3.556,,,,,,,,2.456,space,5.407,0,5,5,7,1,1.1,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
c,1,2.689,,,,,,,,1.189,space,0.639,0,6,6,6,1,1.5,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
v,1,3.288,,,,,,,,1.788,space,1.19,0,7,7,2,1,1.5,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
c,0,4.323,,,,,,,,2.823,b,1.885,0,8,8,4,1,1.5,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,,,,,
v,1,5.425,,,,,,,,3.925,,,,,,,,1.5,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,space,3.222,-0.23,-0.255555556,0,0,0,0,0,0,2,1
c,1,3.363,,,,,,,,1.863,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,1,1,6,1
b,1,2.637,,,,,,,,1.137,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,2,2,4,1
c,1,3.081,,,,,,,,1.781,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,3,3,3,1
c,0,4.282,,,,,,,,2.982,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,4,4,1,1
b,1,1.946,,,,,,,,0.846,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,5,5,7,1
v,1,2.207,,,,,,,,0.907,,,,,,,,1.3,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,6,6,8,1
v,1,2.862,,,,,,,,1.762,,,,,,,,1.1,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,7,7,5,1
c,1,2.447,,,,,,,,1.347,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,0,8,8,0,1
c,1,2.374,,,,,,,,1.274,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,0,9,0,1
v,1,2.53,,,,,,,,1.43,,,,,,,,1.1,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,1,10,5,1
b,1,2.329,,,,,,,,1.229,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,2,11,7,1
b,1,3.588,,,,,,,,2.288,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,3,12,1,1
c,1,2.178,,,,,,,,0.878,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,4,13,3,1
v,1,2.61,,,,,,,,1.31,,,,,,,,1.3,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,5,14,8,1
c,1,2.855,,,,,,,,1.355,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,6,15,6,1
b,1,3.94,,,,,,,,2.44,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,7,16,4,1
v,1,2.172,,,,,,,,0.672,,,,,,,,1.5,images/target_square.jpg,1,001,2022-03-21_18h21.48,choiceRTT,2021.2.3,MacIntel,50,,,,,,,,1,8,17,2,1
