keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
b,1,1.9049,,,,,,,,0.8049,b,1.3895,0,0,0,7,1,1.1,images/target_plus.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
b,0,2.154,,,,,,,,0.654,v,0.8685,0,1,1,6,1,1.5,images/target_cross.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
b,1,4.2751,,,,,,,,2.7751,c,1.0483,0,2,2,4,1,1.5,images/target_plus.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
c,0,2.0177,,,,,,,,0.9177,c,0.6823,0,3,3,5,1,1.1,images/target_square.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
v,1,2.1113,,,,,,,,0.6113,c,1.0245,0,4,4,2,1,1.5,images/target_square.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
v,1,1.8664,,,,,,,,0.5664,c,1.0633,0,5,5,8,1,1.3,images/target_square.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
v,0,1.743,,,,,,,,0.643,v,0.7333,0,6,6,0,1,1.1,images/target_cross.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
b,1,2.051,,,,,,,,0.751,c,0.9387,0,7,7,1,1,1.3,images/target_plus.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
c,1,2.1994,,,,,,,,0.8994,c,0.865,0,8,8,3,1,1.3,images/target_cross.jpg,jorge,001,2022-02-22_17h42.00.668,choiceRTT,2021.2.3,Win32,60.15037594
