keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,5.7505,,,,,,,,4.2505,space,4.1115,0,0,0,2,1,1.5,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
b,1,2.1856,,,,,,,,1.0856,space,4.3883,0,1,1,7,1,1.1,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
v,1,2.1788,,,,,,,,1.0788,space,1.5119,0,2,2,5,1,1.1,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
c,1,2.5731,,,,,,,,1.0731,space,2.9612,0,3,3,6,1,1.5,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
c,1,2.2963,,,,,,,,0.9963,space,2.8201,0,4,4,3,1,1.3,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
b,1,2.2086,,,,,,,,0.9086,space,2.7239,0,5,5,1,1,1.3,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
b,1,2.3916,,,,,,,,0.8916,space,0.5117,0,6,6,4,1,1.5,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
v,1,1.9666,,,,,,,,0.6666,space,0.2638,0,7,7,8,1,1.3,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
c,1,1.9489,,,,,,,,0.8489,space,0.2693,0,8,8,0,1,1.1,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,,,,,
v,1,2.6979,,,,,,,,1.5979,,,,,,,,1.1,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,space,2.1925,0.5625,-0.069010417,0,0,0,0,0,0,5,1
v,1,2.0125,,,,,,,,0.7125,,,,,,,,1.3,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,1,1,8,1
c,1,2.2045,,,,,,,,0.9045,,,,,,,,1.3,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,2,2,3,1
b,1,1.7418,,,,,,,,0.6418,,,,,,,,1.1,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,3,3,7,1
c,1,2.3201,,,,,,,,0.8201,,,,,,,,1.5,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,4,4,6,1
b,1,2.4187,,,,,,,,1.1187,,,,,,,,1.3,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,5,5,1,1
b,1,2.1713,,,,,,,,0.6713,,,,,,,,1.5,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,6,6,4,1
c,1,1.938,,,,,,,,0.838,,,,,,,,1.1,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,7,7,0,1
v,1,2.1655,,,,,,,,0.6655,,,,,,,,1.5,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,0,8,8,2,1
b,0,1.9266,,,,,,,,0.8266,,,,,,,,1.1,images/target_cross.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,1,0,9,0,1
v,1,2.139,,,,,,,,0.839,,,,,,,,1.3,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,1,1,10,8,1
b,1,2.2535,,,,,,,,0.9535,,,,,,,,1.3,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,1,2,11,1,1
v,1,2.1474,,,,,,,,0.6474,,,,,,,,1.5,images/target_square.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,1,3,12,2,1
v,0,2.1008,,,,,,,,0.6008,,,,,,,,1.5,images/target_plus.jpg,001,001,2022-02-04_17h00.16.678,choiceRTT,2021.2.3,Win32,59.85515054,,,,,,,,1,4,13,4,1
