keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,1,2.77,,,,,,,,1.47,space,6.406,0,0,0,8,1,1.3,images/target_square.jpg,1,001,2022-02-06_22h32.26.717,choiceRTT,2021.2.3,MacIntel,58.82352941
c,1,4.054,,,,,,,,2.954,space,3.473,0,1,1,0,1,1.1,images/target_cross.jpg,1,001,2022-02-06_22h32.26.717,choiceRTT,2021.2.3,MacIntel,58.82352941
