keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,3.0001,,,,,,,,1.7001,space,6.009,0,0,0,1,1,1.3,images/target_plus.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
b,0,4.8959,,,,,,,,3.5959,space,5.7338,0,1,1,8,1,1.3,images/target_square.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
b,0,5.2933,,,,,,,,3.9933,space,1.8778,0,2,2,3,1,1.3,images/target_cross.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
c,0,2.9683,,,,,,,,1.4683,space,4.9927,0,3,3,2,1,1.5,images/target_square.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
v,1,3.4209,,,,,,,,2.3209,space,6.2152,0,4,4,5,1,1.1,images/target_square.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
c,1,2.7524,,,,,,,,1.6524,space,0.7887,0,5,5,0,1,1.1,images/target_cross.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
c,0,2.4044,,,,,,,,1.3044,space,0.1604,0,6,6,7,1,1.1,images/target_plus.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
b,0,4.8007,,,,,,,,3.3007,space,0.1708,0,7,7,6,1,1.5,images/target_cross.jpg,fz,001,2022-05-06_20h44.50.801,choiceRTT,2021.2.3,Win32,60.12506013
