keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,1.8776,,,,,,,,0.7776,space,6.0344,0,0,0,0,1,1.1,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
v,1,2.1468,,,,,,,,1.0468,space,1.2989,0,1,1,5,1,1.1,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
c,1,2.0975,,,,,,,,0.7975,space,1.015,0,2,2,3,1,1.3,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
v,1,2.1801,,,,,,,,0.8801,space,1.0944,0,3,3,8,1,1.3,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.0594,,,,,,,,0.7594,space,2.086,0,4,4,1,1,1.3,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
c,1,2.3603,,,,,,,,0.8603,space,2.2133,0,5,5,6,1,1.5,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.1116,,,,,,,,1.0116,space,0.7855,0,6,6,7,1,1.1,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
v,1,2.2093,,,,,,,,0.7093,space,0.5635,0,7,7,2,1,1.5,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.1424,,,,,,,,0.6424,space,0.7713,0,8,8,4,1,1.5,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.2029,,,,,,,,1.1029,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,space,5.5846,0.335334821,-0.170483631,0,0,0,0,0,0,7,1
v,1,2.0421,,,,,,,,0.7421,,,,,,,,1.3,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,1,1,8,1
c,1,1.8273,,,,,,,,0.7273,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,2,2,0,1
c,1,2.1586,,,,,,,,0.8586,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,3,3,3,1
v,1,2.726,,,,,,,,1.226,,,,,,,,1.5,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,4,4,2,1
v,1,2.0438,,,,,,,,0.9438,,,,,,,,1.1,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,5,5,5,1
b,1,1.7868,,,,,,,,0.4868,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,6,6,1,1
c,1,2.2251,,,,,,,,0.7251,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,7,7,6,1
b,1,2.1638,,,,,,,,0.6638,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,8,8,4,1
b,0,1.8763,,,,,,,,0.7763,,,,,,,,1.1,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,0,9,5,1
b,1,1.7074,,,,,,,,0.6074,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,1,10,7,1
b,1,1.927,,,,,,,,0.627,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,2,11,1,1
c,1,2.2261,,,,,,,,0.9261,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,3,12,3,1
c,1,2.2078,,,,,,,,0.7078,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,4,13,6,1
v,1,2.2614,,,,,,,,0.7614,,,,,,,,1.5,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,5,14,2,1
c,1,2.1768,,,,,,,,1.0768,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,6,15,0,1
c,0,2.4082,,,,,,,,1.1082,,,,,,,,1.3,images/target_square.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,7,16,8,1
b,1,2.2073,,,,,,,,0.7073,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-01-24_23h15.25.818,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,8,17,4,1
