keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.0829,,,,,,,,0.7829,c,1.5231,0,0,0,8,1,1.3,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
c,1,1.8683,,,,,,,,0.7683,c,1.9728,0,1,1,0,1,1.1,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
b,1,1.9453,,,,,,,,0.6453,c,1.7205,0,2,2,1,1,1.3,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
b,1,1.7969,,,,,,,,0.6969,c,1.5808,0,3,3,7,1,1.1,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
c,1,1.9817,,,,,,,,0.6817,c,0.9511,0,4,4,3,1,1.3,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
v,1,1.8958,,,,,,,,0.7958,c,1.219,0,5,5,5,1,1.1,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
v,1,2.0915,,,,,,,,0.5915,c,1.2847,0,6,6,2,1,1.5,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
c,1,2.2141,,,,,,,,0.7141,c,1.0341,0,7,7,6,1,1.5,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
b,1,2.2189,,,,,,,,0.7189,c,1.5539,0,8,8,4,1,1.5,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,,,,,
v,0,1.981,0.218888889,0.175555556,1,0,0,0.0801,,0.881,,,,,,,,1.1,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,0.218888889,0.175555556,1,0,0,0,0,0,0,1
c,0,0.0142,,,,,,,,-1.0858,,,,,,,,1.1,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,1,1,5,1
v,1,2.0396,,,,,,,,0.7396,,,,,,,,1.3,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,2,2,8,1
c,1,2.1561,,,,,,,,0.6561,,,,,,,,1.5,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,3,3,6,1
c,1,1.8068,,,,,,,,0.5068,,,,,,,,1.3,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,4,4,3,1
v,1,2.0835,,,,,,,,0.5835,,,,,,,,1.5,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,5,5,2,1
b,1,1.9016,,,,,,,,0.6016,,,,,,,,1.3,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,6,6,1,1
b,1,1.6556,,,,,,,,0.5556,,,,,,,,1.1,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,7,7,7,1
b,1,2.1638,,,,,,,,0.6638,,,,,,,,1.5,images/target_plus.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,0,8,8,4,1
c,0,1.5752,,,,,,,,0.4752,,,,,,,,1.1,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,1,0,9,5,1
c,1,2.0044,,,,,,,,0.7044,,,,,,,,1.3,images/target_cross.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,1,1,10,3,1
c,0,2.0294,,,,,,,,0.7294,,,,,,,,1.3,images/target_square.jpg,jorge,001,2022-02-22_17h44.20.833,choiceRTT,2021.2.3,Win32,30.11594639,,,,,,,1,2,11,8,1
