keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,2.5915,,,,,,,,1.4915,space,2.746,0,0,0,7,1,1.1,images/target_plus.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
c,1,3.0769,,,,,,,,1.7769,space,2.6857,0,1,1,3,1,1.3,images/target_cross.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
b,1,2.3775,,,,,,,,1.0775,space,3.6327,0,2,2,1,1,1.3,images/target_plus.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
v,1,1.8138,,,,,,,,0.7138,space,2.2127,0,3,3,5,1,1.1,images/target_square.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
b,1,2.0615,,,,,,,,0.5615,space,2.0036,0,4,4,4,1,1.5,images/target_plus.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
c,1,1.9173,,,,,,,,0.4173,,,0,5,5,6,1,1.5,images/target_cross.jpg,Qukoyk,001,2022-02-28_18h22.02.102,choiceRTT,2021.2.3,Win32,60.69434329
