keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,1,2.3723,,,,,,,,1.0723,space,8.5796,0,0,0,8,1,1.3,images/target_square.jpg,x,001,2022-02-22_17h38.12.770,choiceRTT,2021.2.3,Win32,60.10699044
c,1,2.409,,,,,,,,1.109,space,5.5105,0,1,1,3,1,1.3,images/target_cross.jpg,x,001,2022-02-22_17h38.12.770,choiceRTT,2021.2.3,Win32,60.10699044
