keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.814,,,,,,,,1.514,space,2.225,0,0,0,8,1,1.3,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,1.722,,,,,,,,0.622,space,0.787,0,1,1,5,1,1.1,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,2.196,,,,,,,,0.696,space,0.878,0,2,2,2,1,1.5,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,1,2.28,,,,,,,,0.78,space,0.556,0,3,3,6,1,1.5,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,1,2.109,,,,,,,,0.809,space,0.457,0,4,4,3,1,1.3,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,0,1.64,,,,,,,,0.54,space,0.431,0,5,5,7,1,1.1,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
c,1,1.715,,,,,,,,0.615,space,0.551,0,6,6,0,1,1.1,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,1,2.022,,,,,,,,0.722,space,0.92,0,7,7,1,1,1.3,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,1,2.144,,,,,,,,0.644,space,0.876,0,8,8,4,1,1.5,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,1,1.903,,,,,,,,0.603,,,,,,,,1.3,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,space,2.774,-0.055555556,-0.310185185,0,0,0,0,0,0,1,1
v,0,1.817,,,,,,,,0.717,,,,,,,,1.1,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,1,1,0,1
c,0,0.041,,,,,,,,-1.059,,,,,,,,1.1,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,2,2,5,1
b,1,2.141,,,,,,,,0.641,,,,,,,,1.5,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,3,3,4,1
b,0,1.92,,,,,,,,0.62,,,,,,,,1.3,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,4,4,3,1
c,1,2.172,,,,,,,,0.672,,,,,,,,1.5,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,5,5,6,1
v,1,1.814,,,,,,,,0.514,,,,,,,,1.3,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,6,6,8,1
c,0,2.053,,,,,,,,0.553,,,,,,,,1.5,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,7,7,2,1
b,1,1.874,,,,,,,,0.774,,,,,,,,1.1,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,8,8,7,1
b,0,1.912,,,,,,,,0.612,,,,,,,,1.3,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,0,9,3,1
b,1,2.401,,,,,,,,0.901,,,,,,,,1.5,images/target_plus.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,1,10,4,1
v,1,1.776,,,,,,,,0.676,,,,,,,,1.1,images/target_square.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,2,11,5,1
b,0,2.17,,,,,,,,0.67,,,,,,,,1.5,images/target_cross.jpg,2,001,2022-04-19_11h02.30.537,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,3,12,6,1
