keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,0.503703704,0.176851852,1,0,0,0.139,cross_button,1,-1.361,,0,0,0,6,1,1.5,images/target_cross.jpg,Данил,001,2022-03-19_13h23.50.573,choiceRTT,2021.2.3,Win32,144.3209698
,0,-0.236111111,-0.221296296,1,0,0,9.917,cross_button,1,8.617,,0,1,1,3,1,1.3,images/target_cross.jpg,Данил,001,2022-03-19_13h23.50.573,choiceRTT,2021.2.3,Win32,144.3209698
,0,-0.010185185,-0.244444444,1,0,0,3.6093,square_button,1,2.5093,,0,2,2,5,1,1.1,images/target_square.jpg,Данил,001,2022-03-19_13h23.50.573,choiceRTT,2021.2.3,Win32,144.3209698
,0,-0.198148148,-0.260185185,1,0,0,2.0691,cross_button,1,0.9691,,0,3,3,0,1,1.1,images/target_cross.jpg,Данил,001,2022-03-19_13h23.50.573,choiceRTT,2021.2.3,Win32,144.3209698
,0,-0.022222222,-0.255555556,1,0,0,2.0491,square_button,1,0.5491,,0,4,4,2,1,1.5,images/target_square.jpg,Данил,001,2022-03-19_13h23.50.573,choiceRTT,2021.2.3,Win32,144.3209698
