student_id,ans_labels,ans,sub_ind,score
45607613,1,1,1,1
45607613,2,1,1,1
45607613,3,1,1,1
45869162,1,0,2,0.416666666666667
45869162,2,0.5,2,0.416666666666667
45869162,3,0.75,2,0.416666666666667
45903883,1,0,3,0.666666666666667
45903883,2,1,3,0.666666666666667
45903883,3,1,3,0.666666666666667
41465806,1,1,4,1
41465806,2,1,4,1
41465806,3,1,4,1
45635927,1,0,5,0.666666666666667
45635927,2,1,5,0.666666666666667
45635927,3,1,5,0.666666666666667
46355510,1,0,6,0.666666666666667
46355510,2,1,6,0.666666666666667
46355510,3,1,6,0.666666666666667
46014314,1,0,7,0.666666666666667
46014314,2,1,7,0.666666666666667
46014314,3,1,7,0.666666666666667
46356681,1,0,8,0.666666666666667
46356681,2,1,8,0.666666666666667
46356681,3,1,8,0.666666666666667
46428658,1,0,9,0.5
46428658,2,0.75,9,0.5
46428658,3,0.75,9,0.5
45898448,1,0,10,0.666666666666667
45898448,2,1,10,0.666666666666667
45898448,3,1,10,0.666666666666667
46377131,1,1,11,0.75
46377131,2,0.75,11,0.75
46377131,3,0.5,11,0.75
45817766,1,0.75,12,0.833333333333333
45817766,2,1,12,0.833333333333333
45817766,3,0.75,12,0.833333333333333
46475419,1,1,13,0.833333333333333
46475419,2,0.75,13,0.833333333333333
46475419,3,0.75,13,0.833333333333333
45380732,1,0.5,14,0.833333333333333
45380732,2,1,14,0.833333333333333
45380732,3,1,14,0.833333333333333
45383219,1,0.5,15,0.75
45383219,2,0.75,15,0.75
45383219,3,1,15,0.75
45984417,1,0.25,16,0.75
45984417,2,1,16,0.75
45984417,3,1,16,0.75
45636087,1,0.5,17,0.666666666666667
45636087,2,0.75,17,0.666666666666667
45636087,3,0.75,17,0.666666666666667
45971188,1,0,18,0.5
45971188,2,0.5,18,0.5
45971188,3,1,18,0.5
45658218,1,0,19,0.166666666666667
45658218,2,0.25,19,0.166666666666667
45658218,3,0.25,19,0.166666666666667
45957770,1,0,20,0.583333333333333
45957770,2,0.75,20,0.583333333333333
45957770,3,1,20,0.583333333333333
46350160,1,0.25,21,0.666666666666667
46350160,2,1,21,0.666666666666667
46350160,3,0.75,21,0.666666666666667
46399054,1,0.5,22,0.833333333333333
46399054,2,1,22,0.833333333333333
46399054,3,1,22,0.833333333333333
46430393,1,1,23,1
46430393,2,1,23,1
46430393,3,1,23,1
46302751,1,1,24,1
46302751,2,1,24,1
46302751,3,1,24,1
45344361,1,0.25,25,0.75
45344361,2,1,25,0.75
45344361,3,1,25,0.75
46411356,1,0,26,0.583333333333333
46411356,2,1,26,0.583333333333333
46411356,3,0.75,26,0.583333333333333
46422676,1,0.5,27,0.75
46422676,2,1,27,0.75
46422676,3,0.75,27,0.75
45658145,1,0.75,28,0.833333333333333
45658145,2,0.75,28,0.833333333333333
45658145,3,1,28,0.833333333333333
45883769,1,0.25,29,0.75
45883769,2,1,29,0.75
45883769,3,1,29,0.75
45655391,1,0,30,0.5
45655391,2,0.75,30,0.5
45655391,3,0.75,30,0.5
46356452,1,1,31,1
46356452,2,1,31,1
46356452,3,1,31,1
45409188,1,0.5,32,0.833333333333333
45409188,2,1,32,0.833333333333333
45409188,3,1,32,0.833333333333333
45161453,1,0.75,33,0.833333333333333
45161453,2,0.75,33,0.833333333333333
45161453,3,1,33,0.833333333333333
45340536,1,0.5,34,0.833333333333333
45340536,2,1,34,0.833333333333333
45340536,3,1,34,0.833333333333333
45825394,1,1,36,1
45825394,2,1,36,1
45825394,3,1,36,1
45401551,1,0.25,37,0.75
45401551,2,1,37,0.75
45401551,3,1,37,0.75
45237182,1,0,38,0.166666666666667
45237182,2,0.25,38,0.166666666666667
45237182,3,0.25,38,0.166666666666667
46437460,1,0,39,0.666666666666667
46437460,2,1,39,0.666666666666667
46437460,3,1,39,0.666666666666667
