student_id,ans_labels,ans,sub_ind,score
45537410,1,0,40,0.0833333333333333
45537410,2,0.25,40,0.0833333333333333
45537410,3,0,40,0.0833333333333333
46463933,1,0,41,0.166666666666667
46463933,2,0.25,41,0.166666666666667
46463933,3,0.25,41,0.166666666666667
45637326,1,0,42,0.583333333333333
45637326,2,1,42,0.583333333333333
45637326,3,0.75,42,0.583333333333333
45350477,1,0.75,43,0.916666666666667
45350477,2,1,43,0.916666666666667
45350477,3,1,43,0.916666666666667
45402000,1,0,44,0.666666666666667
45402000,2,1,44,0.666666666666667
45402000,3,1,44,0.666666666666667
45637598,1,1,45,1
45637598,2,1,45,1
45637598,3,1,45,1
45649014,1,0,46,0.666666666666667
45649014,2,1,46,0.666666666666667
45649014,3,1,46,0.666666666666667
46378936,1,0.75,47,0.583333333333333
46378936,2,0.25,47,0.583333333333333
46378936,3,0.75,47,0.583333333333333
46388826,1,0,48,0.416666666666667
46388826,2,0.25,48,0.416666666666667
46388826,3,1,48,0.416666666666667
45979804,1,0.75,49,0.75
45979804,2,0.5,49,0.75
45979804,3,1,49,0.75
46434577,1,0.5,50,0.833333333333333
46434577,2,1,50,0.833333333333333
46434577,3,1,50,0.833333333333333
46412883,1,0,51,0.416666666666667
46412883,2,0.25,51,0.416666666666667
46412883,3,1,51,0.416666666666667
44879113,1,1,52,0.916666666666667
44879113,2,0.75,52,0.916666666666667
44879113,3,1,52,0.916666666666667
45565600,1,0.25,53,0.75
45565600,2,1,53,0.75
45565600,3,1,53,0.75
46372040,1,0,54,0.333333333333333
46372040,2,0.25,54,0.333333333333333
46372040,3,0.75,54,0.333333333333333
46766413,1,0.75,55,0.833333333333333
46766413,2,0.75,55,0.833333333333333
46766413,3,1,55,0.833333333333333
45659818,1,0.5,56,0.833333333333333
45659818,2,1,56,0.833333333333333
45659818,3,1,56,0.833333333333333
45637784,1,0.5,57,0.833333333333333
45637784,2,1,57,0.833333333333333
45637784,3,1,57,0.833333333333333
46346236,1,0.75,58,0.916666666666667
46346236,2,1,58,0.916666666666667
46346236,3,1,58,0.916666666666667
46360042,1,0.5,59,0.75
46360042,2,0.75,59,0.75
46360042,3,1,59,0.75
46371796,1,1,60,0.916666666666667
46371796,2,0.75,60,0.916666666666667
46371796,3,1,60,0.916666666666667
46465324,1,0.25,61,0.666666666666667
46465324,2,0.75,61,0.666666666666667
46465324,3,1,61,0.666666666666667
45985421,1,0.5,62,0.833333333333333
45985421,2,1,62,0.833333333333333
45985421,3,1,62,0.833333333333333
46394990,1,0.25,63,0.666666666666667
46394990,2,0.75,63,0.666666666666667
46394990,3,1,63,0.666666666666667
46564349,1,0,64,0.666666666666667
46564349,2,1,64,0.666666666666667
46564349,3,1,64,0.666666666666667
41739566,1,0.25,65,0.75
41739566,2,1,65,0.75
41739566,3,1,65,0.75
45951756,1,0.75,66,0.833333333333333
45951756,2,0.75,66,0.833333333333333
45951756,3,1,66,0.833333333333333
45386439,1,0.5,67,0.833333333333333
45386439,2,1,67,0.833333333333333
45386439,3,1,67,0.833333333333333
46349251,1,1,68,1
46349251,2,1,68,1
46349251,3,1,68,1
46154833,1,0,69,0
46154833,2,0,69,0
46154833,3,0,69,0
46422803,1,0.25,70,0.666666666666667
46422803,2,0.75,70,0.666666666666667
46422803,3,1,70,0.666666666666667
46374558,1,1,71,0.833333333333333
46374558,2,0.75,71,0.833333333333333
46374558,3,0.75,71,0.833333333333333
45951675,1,0.25,72,0.666666666666667
45951675,2,0.75,72,0.666666666666667
45951675,3,1,72,0.666666666666667
46468412,1,1,73,1
46468412,2,1,73,1
46468412,3,1,73,1
46398155,1,0,74,0.166666666666667
46398155,2,0.25,74,0.166666666666667
46398155,3,0.25,74,0.166666666666667
46388567,1,0,75,0.666666666666667
46388567,2,1,75,0.666666666666667
46388567,3,1,75,0.666666666666667
46346252,1,1,76,0.833333333333333
46346252,2,0.5,76,0.833333333333333
46346252,3,1,76,0.833333333333333
45310750,1,0,77,0.416666666666667
45310750,2,0.25,77,0.416666666666667
45310750,3,1,77,0.416666666666667
46360387,1,1,78,0.916666666666667
46360387,2,0.75,78,0.916666666666667
46360387,3,1,78,0.916666666666667
46415920,1,0,79,0.0833333333333333
46415920,2,0.25,79,0.0833333333333333
46415920,3,0,79,0.0833333333333333
45652724,1,0,80,0.583333333333333
45652724,2,0.75,80,0.583333333333333
45652724,3,1,80,0.583333333333333
46370439,1,0,81,0.583333333333333
46370439,2,0.75,81,0.583333333333333
46370439,3,1,81,0.583333333333333
45425396,1,1,82,0.916666666666667
45425396,2,0.75,82,0.916666666666667
45425396,3,1,82,0.916666666666667
46361758,1,1,83,0.666666666666667
46361758,2,1,83,0.666666666666667
46361758,3,0,83,0.666666666666667
45981981,1,0,84,0.5
45981981,2,0.75,84,0.5
45981981,3,0.75,84,0.5
46557989,1,0.25,85,0.5
46557989,2,1,85,0.5
46557989,3,0.25,85,0.5
45175837,1,0,86,0.666666666666667
45175837,2,1,86,0.666666666666667
45175837,3,1,86,0.666666666666667
45967563,1,0.5,87,0.833333333333333
45967563,2,1,87,0.833333333333333
45967563,3,1,87,0.833333333333333
46368361,1,0,88,0.416666666666667
46368361,2,1,88,0.416666666666667
46368361,3,0.25,88,0.416666666666667
40561003,1,0,89,0.333333333333333
40561003,2,0,89,0.333333333333333
40561003,3,1,89,0.333333333333333
45601917,1,0,90,0.166666666666667
45601917,2,0.25,90,0.166666666666667
45601917,3,0.25,90,0.166666666666667
45750920,1,0,91,0.666666666666667
45750920,2,1,91,0.666666666666667
45750920,3,1,91,0.666666666666667
46393161,1,0,92,0.166666666666667
46393161,2,0,92,0.166666666666667
46393161,3,0.5,92,0.166666666666667
46378960,1,0,93,0.166666666666667
46378960,2,0.25,93,0.166666666666667
46378960,3,0.25,93,0.166666666666667
