student_id,ans_labels,ans,sub_ind,n_correct,n_total,score,penalty
47002905,ans_1a,correct,1,19,21,90.4761904761905,1
47002905,ans_1b,incorrect,1,19,21,90.4761904761905,1
47002905,ans_1c,correct,1,19,21,90.4761904761905,1
47002905,ans_1d,correct,1,19,21,90.4761904761905,1
47002905,ans_2a,correct,1,19,21,90.4761904761905,1
47002905,ans_2b,correct,1,19,21,90.4761904761905,1
47002905,ans_2c,correct,1,19,21,90.4761904761905,1
47002905,ans_2d,correct,1,19,21,90.4761904761905,1
47002905,ans_3a,correct,1,19,21,90.4761904761905,1
47002905,ans_3b,correct,1,19,21,90.4761904761905,1
47002905,ans_3c,correct,1,19,21,90.4761904761905,1
47002905,ans_3d,correct,1,19,21,90.4761904761905,1
47002905,ans_3e,correct,1,19,21,90.4761904761905,1
47002905,ans_4a,correct,1,19,21,90.4761904761905,1
47002905,ans_4b,correct,1,19,21,90.4761904761905,1
47002905,ans_4c,correct,1,19,21,90.4761904761905,1
47002905,ans_4d,correct,1,19,21,90.4761904761905,1
47002905,ans_5a,correct,1,19,21,90.4761904761905,1
47002905,ans_5b,correct,1,19,21,90.4761904761905,1
47002905,ans_5c,correct,1,19,21,90.4761904761905,1
47002905,ans_5f,incorrect,1,19,21,90.4761904761905,1
47159464,ans_1a,correct,2,10,21,47.6190476190476,1
47159464,ans_1b,correct,2,10,21,47.6190476190476,1
47159464,ans_1c,correct,2,10,21,47.6190476190476,1
47159464,ans_1d,incorrect,2,10,21,47.6190476190476,1
47159464,ans_2a,incorrect,2,10,21,47.6190476190476,1
47159464,ans_2b,incorrect,2,10,21,47.6190476190476,1
47159464,ans_2c,incorrect,2,10,21,47.6190476190476,1
47159464,ans_2d,incorrect,2,10,21,47.6190476190476,1
47159464,ans_3a,incorrect,2,10,21,47.6190476190476,1
47159464,ans_3b,incorrect,2,10,21,47.6190476190476,1
47159464,ans_3c,incorrect,2,10,21,47.6190476190476,1
47159464,ans_3d,incorrect,2,10,21,47.6190476190476,1
47159464,ans_3e,correct,2,10,21,47.6190476190476,1
47159464,ans_4a,incorrect,2,10,21,47.6190476190476,1
47159464,ans_4b,incorrect,2,10,21,47.6190476190476,1
47159464,ans_4c,correct,2,10,21,47.6190476190476,1
47159464,ans_4d,correct,2,10,21,47.6190476190476,1
47159464,ans_5a,correct,2,10,21,47.6190476190476,1
47159464,ans_5b,correct,2,10,21,47.6190476190476,1
47159464,ans_5c,correct,2,10,21,47.6190476190476,1
47159464,ans_5f,correct,2,10,21,47.6190476190476,1
47161698,ans_1a,incorrect,3,15,21,71.4285714285714,1
47161698,ans_1b,incorrect,3,15,21,71.4285714285714,1
47161698,ans_1c,incorrect,3,15,21,71.4285714285714,1
47161698,ans_1d,correct,3,15,21,71.4285714285714,1
47161698,ans_2a,correct,3,15,21,71.4285714285714,1
47161698,ans_2b,correct,3,15,21,71.4285714285714,1
47161698,ans_2c,correct,3,15,21,71.4285714285714,1
47161698,ans_2d,correct,3,15,21,71.4285714285714,1
47161698,ans_3a,correct,3,15,21,71.4285714285714,1
47161698,ans_3b,correct,3,15,21,71.4285714285714,1
47161698,ans_3c,correct,3,15,21,71.4285714285714,1
47161698,ans_3d,correct,3,15,21,71.4285714285714,1
47161698,ans_3e,correct,3,15,21,71.4285714285714,1
47161698,ans_4a,correct,3,15,21,71.4285714285714,1
47161698,ans_4b,correct,3,15,21,71.4285714285714,1
47161698,ans_4c,correct,3,15,21,71.4285714285714,1
47161698,ans_4d,correct,3,15,21,71.4285714285714,1
47161698,ans_5a,incorrect,3,15,21,71.4285714285714,1
47161698,ans_5b,incorrect,3,15,21,71.4285714285714,1
47161698,ans_5c,correct,3,15,21,71.4285714285714,1
47161698,ans_5f,incorrect,3,15,21,71.4285714285714,1
46349219,ans_1a,correct,4,19,21,90.4761904761905,1
46349219,ans_1b,correct,4,19,21,90.4761904761905,1
46349219,ans_1c,correct,4,19,21,90.4761904761905,1
46349219,ans_1d,correct,4,19,21,90.4761904761905,1
46349219,ans_2a,correct,4,19,21,90.4761904761905,1
46349219,ans_2b,correct,4,19,21,90.4761904761905,1
46349219,ans_2c,correct,4,19,21,90.4761904761905,1
46349219,ans_2d,correct,4,19,21,90.4761904761905,1
46349219,ans_3a,correct,4,19,21,90.4761904761905,1
46349219,ans_3b,correct,4,19,21,90.4761904761905,1
46349219,ans_3c,correct,4,19,21,90.4761904761905,1
46349219,ans_3d,incorrect,4,19,21,90.4761904761905,1
46349219,ans_3e,incorrect,4,19,21,90.4761904761905,1
46349219,ans_4a,correct,4,19,21,90.4761904761905,1
46349219,ans_4b,correct,4,19,21,90.4761904761905,1
46349219,ans_4c,correct,4,19,21,90.4761904761905,1
46349219,ans_4d,correct,4,19,21,90.4761904761905,1
46349219,ans_5a,correct,4,19,21,90.4761904761905,1
46349219,ans_5b,correct,4,19,21,90.4761904761905,1
46349219,ans_5c,correct,4,19,21,90.4761904761905,1
46349219,ans_5f,correct,4,19,21,90.4761904761905,1
46369716,ans_1a,incorrect,5,16,21,76.1904761904762,1
46369716,ans_1b,incorrect,5,16,21,76.1904761904762,1
46369716,ans_1c,incorrect,5,16,21,76.1904761904762,1
46369716,ans_1d,incorrect,5,16,21,76.1904761904762,1
46369716,ans_2a,correct,5,16,21,76.1904761904762,1
46369716,ans_2b,correct,5,16,21,76.1904761904762,1
46369716,ans_2c,correct,5,16,21,76.1904761904762,1
46369716,ans_2d,correct,5,16,21,76.1904761904762,1
46369716,ans_3a,correct,5,16,21,76.1904761904762,1
46369716,ans_3b,correct,5,16,21,76.1904761904762,1
46369716,ans_3c,correct,5,16,21,76.1904761904762,1
46369716,ans_3d,correct,5,16,21,76.1904761904762,1
46369716,ans_3e,correct,5,16,21,76.1904761904762,1
46369716,ans_4a,incorrect,5,16,21,76.1904761904762,1
46369716,ans_4b,correct,5,16,21,76.1904761904762,1
46369716,ans_4c,correct,5,16,21,76.1904761904762,1
46369716,ans_4d,correct,5,16,21,76.1904761904762,1
46369716,ans_5a,correct,5,16,21,76.1904761904762,1
46369716,ans_5b,correct,5,16,21,76.1904761904762,1
