ans_labels,ans,sub_ind,student_id,n_correct,n_total,score
1a,TRUE,2,46364226,14,15,0.933333333333333
1b,TRUE,2,46364226,14,15,0.933333333333333
1c,TRUE,2,46364226,14,15,0.933333333333333
1d,TRUE,2,46364226,14,15,0.933333333333333
2a,FALSE,2,46364226,14,15,0.933333333333333
2b,TRUE,2,46364226,14,15,0.933333333333333
2c,TRUE,2,46364226,14,15,0.933333333333333
2d,TRUE,2,46364226,14,15,0.933333333333333
3a,TRUE,2,46364226,14,15,0.933333333333333
3b,TRUE,2,46364226,14,15,0.933333333333333
4a,TRUE,2,46364226,14,15,0.933333333333333
4b,TRUE,2,46364226,14,15,0.933333333333333
4c,TRUE,2,46364226,14,15,0.933333333333333
4d,TRUE,2,46364226,14,15,0.933333333333333
4e,TRUE,2,46364226,14,15,0.933333333333333
1a,TRUE,3,46355510,11,15,0.733333333333333
1b,TRUE,3,46355510,11,15,0.733333333333333
1c,TRUE,3,46355510,11,15,0.733333333333333
1d,,3,46355510,11,15,0.733333333333333
2a,TRUE,3,46355510,11,15,0.733333333333333
2b,TRUE,3,46355510,11,15,0.733333333333333
2c,TRUE,3,46355510,11,15,0.733333333333333
2d,,3,46355510,11,15,0.733333333333333
3a,TRUE,3,46355510,11,15,0.733333333333333
3b,FALSE,3,46355510,11,15,0.733333333333333
4a,TRUE,3,46355510,11,15,0.733333333333333
4b,TRUE,3,46355510,11,15,0.733333333333333
4c,TRUE,3,46355510,11,15,0.733333333333333
4d,TRUE,3,46355510,11,15,0.733333333333333
4e,,3,46355510,11,15,0.733333333333333
1a,TRUE,4,45386439,15,15,1
1b,TRUE,4,45386439,15,15,1
1c,TRUE,4,45386439,15,15,1
1d,TRUE,4,45386439,15,15,1
2a,TRUE,4,45386439,15,15,1
2b,TRUE,4,45386439,15,15,1
2c,TRUE,4,45386439,15,15,1
2d,TRUE,4,45386439,15,15,1
3a,TRUE,4,45386439,15,15,1
3b,TRUE,4,45386439,15,15,1
4a,TRUE,4,45386439,15,15,1
4b,TRUE,4,45386439,15,15,1
4c,TRUE,4,45386439,15,15,1
4d,TRUE,4,45386439,15,15,1
4e,TRUE,4,45386439,15,15,1
1a,TRUE,5,45658145,13,15,0.866666666666667
1b,TRUE,5,45658145,13,15,0.866666666666667
1c,TRUE,5,45658145,13,15,0.866666666666667
1d,TRUE,5,45658145,13,15,0.866666666666667
2a,TRUE,5,45658145,13,15,0.866666666666667
2b,TRUE,5,45658145,13,15,0.866666666666667
2c,TRUE,5,45658145,13,15,0.866666666666667
2d,TRUE,5,45658145,13,15,0.866666666666667
3a,TRUE,5,45658145,13,15,0.866666666666667
3b,TRUE,5,45658145,13,15,0.866666666666667
4a,TRUE,5,45658145,13,15,0.866666666666667
4b,FALSE,5,45658145,13,15,0.866666666666667
4c,FALSE,5,45658145,13,15,0.866666666666667
4d,TRUE,5,45658145,13,15,0.866666666666667
4e,TRUE,5,45658145,13,15,0.866666666666667
1a,TRUE,6,46360042,13,15,0.866666666666667
1b,TRUE,6,46360042,13,15,0.866666666666667
1c,TRUE,6,46360042,13,15,0.866666666666667
1d,TRUE,6,46360042,13,15,0.866666666666667
2a,TRUE,6,46360042,13,15,0.866666666666667
2b,FALSE,6,46360042,13,15,0.866666666666667
2c,TRUE,6,46360042,13,15,0.866666666666667
2d,TRUE,6,46360042,13,15,0.866666666666667
3a,TRUE,6,46360042,13,15,0.866666666666667
3b,FALSE,6,46360042,13,15,0.866666666666667
4a,TRUE,6,46360042,13,15,0.866666666666667
4b,TRUE,6,46360042,13,15,0.866666666666667
4c,TRUE,6,46360042,13,15,0.866666666666667
4d,TRUE,6,46360042,13,15,0.866666666666667
4e,TRUE,6,46360042,13,15,0.866666666666667
1a,TRUE,7,45340536,15,15,1
1b,TRUE,7,45340536,15,15,1
1c,TRUE,7,45340536,15,15,1
1d,TRUE,7,45340536,15,15,1
2a,TRUE,7,45340536,15,15,1
2b,TRUE,7,45340536,15,15,1
2c,TRUE,7,45340536,15,15,1
2d,TRUE,7,45340536,15,15,1
3a,TRUE,7,45340536,15,15,1
3b,TRUE,7,45340536,15,15,1
4a,TRUE,7,45340536,15,15,1
4b,TRUE,7,45340536,15,15,1
4c,TRUE,7,45340536,15,15,1
4d,TRUE,7,45340536,15,15,1
4e,TRUE,7,45340536,15,15,1
1a,TRUE,8,46411356,15,15,1
1b,TRUE,8,46411356,15,15,1
1c,TRUE,8,46411356,15,15,1
1d,TRUE,8,46411356,15,15,1
2a,TRUE,8,46411356,15,15,1
2b,TRUE,8,46411356,15,15,1
2c,TRUE,8,46411356,15,15,1
2d,TRUE,8,46411356,15,15,1
3a,TRUE,8,46411356,15,15,1
3b,TRUE,8,46411356,15,15,1
4a,TRUE,8,46411356,15,15,1
4b,TRUE,8,46411356,15,15,1
4c,TRUE,8,46411356,15,15,1
4d,TRUE,8,46411356,15,15,1
4e,TRUE,8,46411356,15,15,1
1a,TRUE,9,46350160,15,15,1
1b,TRUE,9,46350160,15,15,1
1c,TRUE,9,46350160,15,15,1
1d,TRUE,9,46350160,15,15,1
2a,TRUE,9,46350160,15,15,1
2b,TRUE,9,46350160,15,15,1
2c,TRUE,9,46350160,15,15,1
2d,TRUE,9,46350160,15,15,1
3a,TRUE,9,46350160,15,15,1
3b,TRUE,9,46350160,15,15,1
4a,TRUE,9,46350160,15,15,1
4b,TRUE,9,46350160,15,15,1
4c,TRUE,9,46350160,15,15,1
4d,TRUE,9,46350160,15,15,1
4e,TRUE,9,46350160,15,15,1
1a,TRUE,10,45903883,14,15,0.933333333333333
1b,TRUE,10,45903883,14,15,0.933333333333333
1c,TRUE,10,45903883,14,15,0.933333333333333
1d,TRUE,10,45903883,14,15,0.933333333333333
2a,TRUE,10,45903883,14,15,0.933333333333333
2b,TRUE,10,45903883,14,15,0.933333333333333
2c,TRUE,10,45903883,14,15,0.933333333333333
2d,TRUE,10,45903883,14,15,0.933333333333333
3a,TRUE,10,45903883,14,15,0.933333333333333
3b,FALSE,10,45903883,14,15,0.933333333333333
4a,TRUE,10,45903883,14,15,0.933333333333333
4b,TRUE,10,45903883,14,15,0.933333333333333
4c,TRUE,10,45903883,14,15,0.933333333333333
4d,TRUE,10,45903883,14,15,0.933333333333333
4e,TRUE,10,45903883,14,15,0.933333333333333
1a,TRUE,11,46377131,14,15,0.933333333333333
1b,TRUE,11,46377131,14,15,0.933333333333333
1c,TRUE,11,46377131,14,15,0.933333333333333
1d,TRUE,11,46377131,14,15,0.933333333333333
2a,FALSE,11,46377131,14,15,0.933333333333333
2b,TRUE,11,46377131,14,15,0.933333333333333
2c,TRUE,11,46377131,14,15,0.933333333333333
2d,TRUE,11,46377131,14,15,0.933333333333333
3a,TRUE,11,46377131,14,15,0.933333333333333
3b,TRUE,11,46377131,14,15,0.933333333333333
4a,TRUE,11,46377131,14,15,0.933333333333333
4b,TRUE,11,46377131,14,15,0.933333333333333
4c,TRUE,11,46377131,14,15,0.933333333333333
4d,TRUE,11,46377131,14,15,0.933333333333333
4e,TRUE,11,46377131,14,15,0.933333333333333
1a,TRUE,12,45607613,15,15,1
1b,TRUE,12,45607613,15,15,1
1c,TRUE,12,45607613,15,15,1
1d,TRUE,12,45607613,15,15,1
2a,TRUE,12,45607613,15,15,1
2b,TRUE,12,45607613,15,15,1
2c,TRUE,12,45607613,15,15,1
2d,TRUE,12,45607613,15,15,1
3a,TRUE,12,45607613,15,15,1
3b,TRUE,12,45607613,15,15,1
4a,TRUE,12,45607613,15,15,1
4b,TRUE,12,45607613,15,15,1
4c,TRUE,12,45607613,15,15,1
4d,TRUE,12,45607613,15,15,1
4e,TRUE,12,45607613,15,15,1
1a,TRUE,13,44879113,13,15,0.866666666666667
1b,TRUE,13,44879113,13,15,0.866666666666667
1c,TRUE,13,44879113,13,15,0.866666666666667
1d,TRUE,13,44879113,13,15,0.866666666666667
2a,TRUE,13,44879113,13,15,0.866666666666667
2b,TRUE,13,44879113,13,15,0.866666666666667
2c,TRUE,13,44879113,13,15,0.866666666666667
2d,TRUE,13,44879113,13,15,0.866666666666667
3a,TRUE,13,44879113,13,15,0.866666666666667
3b,TRUE,13,44879113,13,15,0.866666666666667
4a,TRUE,13,44879113,13,15,0.866666666666667
4b,FALSE,13,44879113,13,15,0.866666666666667
4c,FALSE,13,44879113,13,15,0.866666666666667
4d,TRUE,13,44879113,13,15,0.866666666666667
4e,TRUE,13,44879113,13,15,0.866666666666667
1a,TRUE,14,46475419,15,15,1
1b,TRUE,14,46475419,15,15,1
1c,TRUE,14,46475419,15,15,1
1d,TRUE,14,46475419,15,15,1
2a,TRUE,14,46475419,15,15,1
2b,TRUE,14,46475419,15,15,1
2c,TRUE,14,46475419,15,15,1
2d,TRUE,14,46475419,15,15,1
3a,TRUE,14,46475419,15,15,1
3b,TRUE,14,46475419,15,15,1
4a,TRUE,14,46475419,15,15,1
4b,TRUE,14,46475419,15,15,1
4c,TRUE,14,46475419,15,15,1
4d,TRUE,14,46475419,15,15,1
4e,TRUE,14,46475419,15,15,1
1a,TRUE,15,45979804,14,15,0.933333333333333
1b,TRUE,15,45979804,14,15,0.933333333333333
1c,TRUE,15,45979804,14,15,0.933333333333333
1d,TRUE,15,45979804,14,15,0.933333333333333
2a,TRUE,15,45979804,14,15,0.933333333333333
2b,TRUE,15,45979804,14,15,0.933333333333333
2c,TRUE,15,45979804,14,15,0.933333333333333
2d,TRUE,15,45979804,14,15,0.933333333333333
3a,TRUE,15,45979804,14,15,0.933333333333333
3b,TRUE,15,45979804,14,15,0.933333333333333
4a,TRUE,15,45979804,14,15,0.933333333333333
4b,TRUE,15,45979804,14,15,0.933333333333333
4c,FALSE,15,45979804,14,15,0.933333333333333
4d,TRUE,15,45979804,14,15,0.933333333333333
4e,TRUE,15,45979804,14,15,0.933333333333333
1a,TRUE,16,45957770,14,15,0.933333333333333
1b,TRUE,16,45957770,14,15,0.933333333333333
1c,TRUE,16,45957770,14,15,0.933333333333333
1d,TRUE,16,45957770,14,15,0.933333333333333
2a,FALSE,16,45957770,14,15,0.933333333333333
2b,TRUE,16,45957770,14,15,0.933333333333333
2c,TRUE,16,45957770,14,15,0.933333333333333
2d,TRUE,16,45957770,14,15,0.933333333333333
3a,TRUE,16,45957770,14,15,0.933333333333333
3b,TRUE,16,45957770,14,15,0.933333333333333
4a,TRUE,16,45957770,14,15,0.933333333333333
4b,TRUE,16,45957770,14,15,0.933333333333333
4c,TRUE,16,45957770,14,15,0.933333333333333
4d,TRUE,16,45957770,14,15,0.933333333333333
4e,TRUE,16,45957770,14,15,0.933333333333333
1a,TRUE,17,46302751,14,15,0.933333333333333
1b,TRUE,17,46302751,14,15,0.933333333333333
1c,TRUE,17,46302751,14,15,0.933333333333333
1d,TRUE,17,46302751,14,15,0.933333333333333
2a,FALSE,17,46302751,14,15,0.933333333333333
2b,TRUE,17,46302751,14,15,0.933333333333333
2c,TRUE,17,46302751,14,15,0.933333333333333
2d,TRUE,17,46302751,14,15,0.933333333333333
3a,TRUE,17,46302751,14,15,0.933333333333333
3b,TRUE,17,46302751,14,15,0.933333333333333
4a,TRUE,17,46302751,14,15,0.933333333333333
4b,TRUE,17,46302751,14,15,0.933333333333333
4c,TRUE,17,46302751,14,15,0.933333333333333
4d,TRUE,17,46302751,14,15,0.933333333333333
4e,TRUE,17,46302751,14,15,0.933333333333333
1a,TRUE,18,46372040,12,15,0.8
1b,TRUE,18,46372040,12,15,0.8
1c,TRUE,18,46372040,12,15,0.8
1d,TRUE,18,46372040,12,15,0.8
2a,FALSE,18,46372040,12,15,0.8
2b,TRUE,18,46372040,12,15,0.8
2c,TRUE,18,46372040,12,15,0.8
2d,TRUE,18,46372040,12,15,0.8
3a,TRUE,18,46372040,12,15,0.8
3b,FALSE,18,46372040,12,15,0.8
4a,TRUE,18,46372040,12,15,0.8
4b,TRUE,18,46372040,12,15,0.8
4c,TRUE,18,46372040,12,15,0.8
4d,TRUE,18,46372040,12,15,0.8
4e,FALSE,18,46372040,12,15,0.8
1a,TRUE,19,46371796,14,15,0.933333333333333
1b,TRUE,19,46371796,14,15,0.933333333333333
1c,TRUE,19,46371796,14,15,0.933333333333333
1d,TRUE,19,46371796,14,15,0.933333333333333
2a,FALSE,19,46371796,14,15,0.933333333333333
2b,TRUE,19,46371796,14,15,0.933333333333333
2c,TRUE,19,46371796,14,15,0.933333333333333
2d,TRUE,19,46371796,14,15,0.933333333333333
3a,TRUE,19,46371796,14,15,0.933333333333333
3b,TRUE,19,46371796,14,15,0.933333333333333
4a,TRUE,19,46371796,14,15,0.933333333333333
4b,TRUE,19,46371796,14,15,0.933333333333333
4c,TRUE,19,46371796,14,15,0.933333333333333
4d,TRUE,19,46371796,14,15,0.933333333333333
4e,TRUE,19,46371796,14,15,0.933333333333333
1a,TRUE,20,46365575,14,15,0.933333333333333
1b,TRUE,20,46365575,14,15,0.933333333333333
1c,TRUE,20,46365575,14,15,0.933333333333333
1d,TRUE,20,46365575,14,15,0.933333333333333
2a,FALSE,20,46365575,14,15,0.933333333333333
2b,TRUE,20,46365575,14,15,0.933333333333333
2c,TRUE,20,46365575,14,15,0.933333333333333
2d,TRUE,20,46365575,14,15,0.933333333333333
3a,TRUE,20,46365575,14,15,0.933333333333333
3b,TRUE,20,46365575,14,15,0.933333333333333
4a,TRUE,20,46365575,14,15,0.933333333333333
4b,TRUE,20,46365575,14,15,0.933333333333333
4c,TRUE,20,46365575,14,15,0.933333333333333
4d,TRUE,20,46365575,14,15,0.933333333333333
4e,TRUE,20,46365575,14,15,0.933333333333333
1a,TRUE,21,45649014,15,15,1
1b,TRUE,21,45649014,15,15,1
1c,TRUE,21,45649014,15,15,1
1d,TRUE,21,45649014,15,15,1
2a,TRUE,21,45649014,15,15,1
2b,TRUE,21,45649014,15,15,1
2c,TRUE,21,45649014,15,15,1
2d,TRUE,21,45649014,15,15,1
3a,TRUE,21,45649014,15,15,1
3b,TRUE,21,45649014,15,15,1
4a,TRUE,21,45649014,15,15,1
4b,TRUE,21,45649014,15,15,1
4c,TRUE,21,45649014,15,15,1
4d,TRUE,21,45649014,15,15,1
4e,TRUE,21,45649014,15,15,1
1a,TRUE,22,46361758,14,15,0.933333333333333
1b,TRUE,22,46361758,14,15,0.933333333333333
1c,TRUE,22,46361758,14,15,0.933333333333333
1d,TRUE,22,46361758,14,15,0.933333333333333
2a,FALSE,22,46361758,14,15,0.933333333333333
2b,TRUE,22,46361758,14,15,0.933333333333333
2c,TRUE,22,46361758,14,15,0.933333333333333
2d,TRUE,22,46361758,14,15,0.933333333333333
3a,TRUE,22,46361758,14,15,0.933333333333333
3b,TRUE,22,46361758,14,15,0.933333333333333
4a,TRUE,22,46361758,14,15,0.933333333333333
4b,TRUE,22,46361758,14,15,0.933333333333333
4c,TRUE,22,46361758,14,15,0.933333333333333
4d,TRUE,22,46361758,14,15,0.933333333333333
4e,TRUE,22,46361758,14,15,0.933333333333333
1a,TRUE,23,45883769,11,15,0.733333333333333
1b,TRUE,23,45883769,11,15,0.733333333333333
1c,TRUE,23,45883769,11,15,0.733333333333333
1d,TRUE,23,45883769,11,15,0.733333333333333
2a,TRUE,23,45883769,11,15,0.733333333333333
2b,,23,45883769,11,15,0.733333333333333
2c,,23,45883769,11,15,0.733333333333333
2d,,23,45883769,11,15,0.733333333333333
3a,TRUE,23,45883769,11,15,0.733333333333333
3b,FALSE,23,45883769,11,15,0.733333333333333
4a,TRUE,23,45883769,11,15,0.733333333333333
4b,TRUE,23,45883769,11,15,0.733333333333333
4c,TRUE,23,45883769,11,15,0.733333333333333
4d,TRUE,23,45883769,11,15,0.733333333333333
4e,TRUE,23,45883769,11,15,0.733333333333333
1a,TRUE,24,45655391,14,15,0.933333333333333
1b,TRUE,24,45655391,14,15,0.933333333333333
1c,TRUE,24,45655391,14,15,0.933333333333333
1d,TRUE,24,45655391,14,15,0.933333333333333
2a,TRUE,24,45655391,14,15,0.933333333333333
2b,TRUE,24,45655391,14,15,0.933333333333333
2c,TRUE,24,45655391,14,15,0.933333333333333
2d,TRUE,24,45655391,14,15,0.933333333333333
3a,TRUE,24,45655391,14,15,0.933333333333333
3b,FALSE,24,45655391,14,15,0.933333333333333
4a,TRUE,24,45655391,14,15,0.933333333333333
4b,TRUE,24,45655391,14,15,0.933333333333333
4c,TRUE,24,45655391,14,15,0.933333333333333
4d,TRUE,24,45655391,14,15,0.933333333333333
4e,TRUE,24,45655391,14,15,0.933333333333333
1a,TRUE,25,45221510,11,15,0.733333333333333
1b,TRUE,25,45221510,11,15,0.733333333333333
1c,FALSE,25,45221510,11,15,0.733333333333333
1d,FALSE,25,45221510,11,15,0.733333333333333
2a,FALSE,25,45221510,11,15,0.733333333333333
2b,TRUE,25,45221510,11,15,0.733333333333333
2c,TRUE,25,45221510,11,15,0.733333333333333
2d,,25,45221510,11,15,0.733333333333333
3a,TRUE,25,45221510,11,15,0.733333333333333
3b,TRUE,25,45221510,11,15,0.733333333333333
4a,TRUE,25,45221510,11,15,0.733333333333333
4b,TRUE,25,45221510,11,15,0.733333333333333
4c,TRUE,25,45221510,11,15,0.733333333333333
4d,TRUE,25,45221510,11,15,0.733333333333333
4e,TRUE,25,45221510,11,15,0.733333333333333
1a,TRUE,26,45402000,11,15,0.733333333333333
1b,TRUE,26,45402000,11,15,0.733333333333333
1c,TRUE,26,45402000,11,15,0.733333333333333
1d,TRUE,26,45402000,11,15,0.733333333333333
2a,TRUE,26,45402000,11,15,0.733333333333333
2b,FALSE,26,45402000,11,15,0.733333333333333
2c,TRUE,26,45402000,11,15,0.733333333333333
2d,TRUE,26,45402000,11,15,0.733333333333333
3a,TRUE,26,45402000,11,15,0.733333333333333
3b,TRUE,26,45402000,11,15,0.733333333333333
4a,FALSE,26,45402000,11,15,0.733333333333333
4b,FALSE,26,45402000,11,15,0.733333333333333
4c,FALSE,26,45402000,11,15,0.733333333333333
4d,TRUE,26,45402000,11,15,0.733333333333333
4e,TRUE,26,45402000,11,15,0.733333333333333
1a,TRUE,27,45984417,15,15,1
1b,TRUE,27,45984417,15,15,1
1c,TRUE,27,45984417,15,15,1
1d,TRUE,27,45984417,15,15,1
2a,TRUE,27,45984417,15,15,1
2b,TRUE,27,45984417,15,15,1
2c,TRUE,27,45984417,15,15,1
2d,TRUE,27,45984417,15,15,1
3a,TRUE,27,45984417,15,15,1
3b,TRUE,27,45984417,15,15,1
4a,TRUE,27,45984417,15,15,1
4b,TRUE,27,45984417,15,15,1
4c,TRUE,27,45984417,15,15,1
4d,TRUE,27,45984417,15,15,1
4e,TRUE,27,45984417,15,15,1
1a,TRUE,28,45654093,14,15,0.933333333333333
1b,TRUE,28,45654093,14,15,0.933333333333333
1c,TRUE,28,45654093,14,15,0.933333333333333
1d,TRUE,28,45654093,14,15,0.933333333333333
2a,FALSE,28,45654093,14,15,0.933333333333333
2b,TRUE,28,45654093,14,15,0.933333333333333
2c,TRUE,28,45654093,14,15,0.933333333333333
2d,TRUE,28,45654093,14,15,0.933333333333333
3a,TRUE,28,45654093,14,15,0.933333333333333
3b,TRUE,28,45654093,14,15,0.933333333333333
4a,TRUE,28,45654093,14,15,0.933333333333333
4b,TRUE,28,45654093,14,15,0.933333333333333
4c,TRUE,28,45654093,14,15,0.933333333333333
4d,TRUE,28,45654093,14,15,0.933333333333333
4e,TRUE,28,45654093,14,15,0.933333333333333
1a,TRUE,29,46374558,14,15,0.933333333333333
1b,TRUE,29,46374558,14,15,0.933333333333333
1c,TRUE,29,46374558,14,15,0.933333333333333
1d,TRUE,29,46374558,14,15,0.933333333333333
2a,FALSE,29,46374558,14,15,0.933333333333333
2b,TRUE,29,46374558,14,15,0.933333333333333
2c,TRUE,29,46374558,14,15,0.933333333333333
2d,TRUE,29,46374558,14,15,0.933333333333333
3a,TRUE,29,46374558,14,15,0.933333333333333
3b,TRUE,29,46374558,14,15,0.933333333333333
4a,TRUE,29,46374558,14,15,0.933333333333333
4b,TRUE,29,46374558,14,15,0.933333333333333
4c,TRUE,29,46374558,14,15,0.933333333333333
4d,TRUE,29,46374558,14,15,0.933333333333333
4e,TRUE,29,46374558,14,15,0.933333333333333
1a,TRUE,30,45946817,15,15,1
1b,TRUE,30,45946817,15,15,1
1c,TRUE,30,45946817,15,15,1
1d,TRUE,30,45946817,15,15,1
2a,TRUE,30,45946817,15,15,1
2b,TRUE,30,45946817,15,15,1
2c,TRUE,30,45946817,15,15,1
2d,TRUE,30,45946817,15,15,1
3a,TRUE,30,45946817,15,15,1
3b,TRUE,30,45946817,15,15,1
4a,TRUE,30,45946817,15,15,1
4b,TRUE,30,45946817,15,15,1
4c,TRUE,30,45946817,15,15,1
4d,TRUE,30,45946817,15,15,1
4e,TRUE,30,45946817,15,15,1
1a,TRUE,31,46564349,14,15,0.933333333333333
1b,TRUE,31,46564349,14,15,0.933333333333333
1c,TRUE,31,46564349,14,15,0.933333333333333
1d,TRUE,31,46564349,14,15,0.933333333333333
2a,FALSE,31,46564349,14,15,0.933333333333333
2b,TRUE,31,46564349,14,15,0.933333333333333
2c,TRUE,31,46564349,14,15,0.933333333333333
2d,TRUE,31,46564349,14,15,0.933333333333333
3a,TRUE,31,46564349,14,15,0.933333333333333
3b,TRUE,31,46564349,14,15,0.933333333333333
4a,TRUE,31,46564349,14,15,0.933333333333333
4b,TRUE,31,46564349,14,15,0.933333333333333
4c,TRUE,31,46564349,14,15,0.933333333333333
4d,TRUE,31,46564349,14,15,0.933333333333333
4e,TRUE,31,46564349,14,15,0.933333333333333
1a,TRUE,32,46558195,12,15,0.8
1b,TRUE,32,46558195,12,15,0.8
1c,TRUE,32,46558195,12,15,0.8
1d,TRUE,32,46558195,12,15,0.8
2a,FALSE,32,46558195,12,15,0.8
2b,TRUE,32,46558195,12,15,0.8
2c,TRUE,32,46558195,12,15,0.8
2d,TRUE,32,46558195,12,15,0.8
3a,FALSE,32,46558195,12,15,0.8
3b,FALSE,32,46558195,12,15,0.8
4a,TRUE,32,46558195,12,15,0.8
4b,TRUE,32,46558195,12,15,0.8
4c,TRUE,32,46558195,12,15,0.8
4d,TRUE,32,46558195,12,15,0.8
4e,TRUE,32,46558195,12,15,0.8
1a,TRUE,33,45659818,15,15,1
1b,TRUE,33,45659818,15,15,1
1c,TRUE,33,45659818,15,15,1
1d,TRUE,33,45659818,15,15,1
2a,TRUE,33,45659818,15,15,1
2b,TRUE,33,45659818,15,15,1
2c,TRUE,33,45659818,15,15,1
2d,TRUE,33,45659818,15,15,1
3a,TRUE,33,45659818,15,15,1
3b,TRUE,33,45659818,15,15,1
4a,TRUE,33,45659818,15,15,1
4b,TRUE,33,45659818,15,15,1
4c,TRUE,33,45659818,15,15,1
4d,TRUE,33,45659818,15,15,1
4e,TRUE,33,45659818,15,15,1
1a,TRUE,34,45350477,12,15,0.8
1b,TRUE,34,45350477,12,15,0.8
1c,FALSE,34,45350477,12,15,0.8
1d,,34,45350477,12,15,0.8
2a,TRUE,34,45350477,12,15,0.8
2b,TRUE,34,45350477,12,15,0.8
2c,FALSE,34,45350477,12,15,0.8
2d,TRUE,34,45350477,12,15,0.8
3a,TRUE,34,45350477,12,15,0.8
3b,TRUE,34,45350477,12,15,0.8
4a,TRUE,34,45350477,12,15,0.8
4b,TRUE,34,45350477,12,15,0.8
4c,TRUE,34,45350477,12,15,0.8
4d,TRUE,34,45350477,12,15,0.8
4e,TRUE,34,45350477,12,15,0.8
1a,TRUE,35,46465324,15,15,1
1b,TRUE,35,46465324,15,15,1
1c,TRUE,35,46465324,15,15,1
1d,TRUE,35,46465324,15,15,1
2a,TRUE,35,46465324,15,15,1
2b,TRUE,35,46465324,15,15,1
2c,TRUE,35,46465324,15,15,1
2d,TRUE,35,46465324,15,15,1
3a,TRUE,35,46465324,15,15,1
3b,TRUE,35,46465324,15,15,1
4a,TRUE,35,46465324,15,15,1
4b,TRUE,35,46465324,15,15,1
4c,TRUE,35,46465324,15,15,1
4d,TRUE,35,46465324,15,15,1
4e,TRUE,35,46465324,15,15,1
1a,TRUE,36,46378960,13,15,0.866666666666667
1b,TRUE,36,46378960,13,15,0.866666666666667
1c,TRUE,36,46378960,13,15,0.866666666666667
1d,TRUE,36,46378960,13,15,0.866666666666667
2a,TRUE,36,46378960,13,15,0.866666666666667
2b,TRUE,36,46378960,13,15,0.866666666666667
2c,TRUE,36,46378960,13,15,0.866666666666667
2d,TRUE,36,46378960,13,15,0.866666666666667
3a,TRUE,36,46378960,13,15,0.866666666666667
3b,TRUE,36,46378960,13,15,0.866666666666667
4a,FALSE,36,46378960,13,15,0.866666666666667
4b,FALSE,36,46378960,13,15,0.866666666666667
4c,TRUE,36,46378960,13,15,0.866666666666667
4d,TRUE,36,46378960,13,15,0.866666666666667
4e,TRUE,36,46378960,13,15,0.866666666666667
1a,TRUE,37,46428984,15,15,1
1b,TRUE,37,46428984,15,15,1
1c,TRUE,37,46428984,15,15,1
1d,TRUE,37,46428984,15,15,1
2a,TRUE,37,46428984,15,15,1
2b,TRUE,37,46428984,15,15,1
2c,TRUE,37,46428984,15,15,1
2d,TRUE,37,46428984,15,15,1
3a,TRUE,37,46428984,15,15,1
3b,TRUE,37,46428984,15,15,1
4a,TRUE,37,46428984,15,15,1
4b,TRUE,37,46428984,15,15,1
4c,TRUE,37,46428984,15,15,1
4d,TRUE,37,46428984,15,15,1
4e,TRUE,37,46428984,15,15,1
1a,TRUE,38,45344361,9,15,0.6
1b,TRUE,38,45344361,9,15,0.6
1c,TRUE,38,45344361,9,15,0.6
1d,TRUE,38,45344361,9,15,0.6
2a,TRUE,38,45344361,9,15,0.6
2b,TRUE,38,45344361,9,15,0.6
2c,TRUE,38,45344361,9,15,0.6
2d,TRUE,38,45344361,9,15,0.6
3a,TRUE,38,45344361,9,15,0.6
3b,FALSE,38,45344361,9,15,0.6
4a,FALSE,38,45344361,9,15,0.6
4b,FALSE,38,45344361,9,15,0.6
4c,,38,45344361,9,15,0.6
4d,,38,45344361,9,15,0.6
4e,,38,45344361,9,15,0.6
1a,TRUE,39,45635927,14,15,0.933333333333333
1b,TRUE,39,45635927,14,15,0.933333333333333
1c,TRUE,39,45635927,14,15,0.933333333333333
1d,TRUE,39,45635927,14,15,0.933333333333333
2a,TRUE,39,45635927,14,15,0.933333333333333
2b,TRUE,39,45635927,14,15,0.933333333333333
2c,TRUE,39,45635927,14,15,0.933333333333333
2d,TRUE,39,45635927,14,15,0.933333333333333
3a,TRUE,39,45635927,14,15,0.933333333333333
3b,FALSE,39,45635927,14,15,0.933333333333333
4a,TRUE,39,45635927,14,15,0.933333333333333
4b,TRUE,39,45635927,14,15,0.933333333333333
4c,TRUE,39,45635927,14,15,0.933333333333333
4d,TRUE,39,45635927,14,15,0.933333333333333
4e,TRUE,39,45635927,14,15,0.933333333333333
1a,TRUE,40,46437290,15,15,1
1b,TRUE,40,46437290,15,15,1
1c,TRUE,40,46437290,15,15,1
1d,TRUE,40,46437290,15,15,1
2a,TRUE,40,46437290,15,15,1
2b,TRUE,40,46437290,15,15,1
2c,TRUE,40,46437290,15,15,1
2d,TRUE,40,46437290,15,15,1
3a,TRUE,40,46437290,15,15,1
3b,TRUE,40,46437290,15,15,1
4a,TRUE,40,46437290,15,15,1
4b,TRUE,40,46437290,15,15,1
4c,TRUE,40,46437290,15,15,1
4d,TRUE,40,46437290,15,15,1
4e,TRUE,40,46437290,15,15,1
1a,TRUE,41,43461131,15,15,1
1b,TRUE,41,43461131,15,15,1
1c,TRUE,41,43461131,15,15,1
1d,TRUE,41,43461131,15,15,1
2a,TRUE,41,43461131,15,15,1
2b,TRUE,41,43461131,15,15,1
2c,TRUE,41,43461131,15,15,1
2d,TRUE,41,43461131,15,15,1
3a,TRUE,41,43461131,15,15,1
3b,TRUE,41,43461131,15,15,1
