condition,subject,block,acc_mean,rt_mean
immed,205,17,0.8,1.41141996
immed,205,18,0.84,1.24527116
immed,205,19,0.84,1.28165772
immed,205,20,0.96,1.39332344
immed,205,21,0.88,1.03795264
immed,205,22,0.92,1.11696844
immed,205,23,0.96,0.98126108
immed,205,24,0.8,1.2615998
immed,206,1,0.76,1.59050292
immed,206,2,0.88,1.41695004
immed,206,3,0.84,1.550128
immed,206,4,0.84,1.38206768
immed,206,5,0.92,1.2360778
immed,206,6,1,1.08409356
immed,206,7,0.88,1.13187364
immed,206,8,0.84,1.16808464
immed,206,9,0.92,1.05569604
immed,206,10,0.96,1.03972016
immed,206,11,0.92,1.04382956
immed,206,12,0.84,1.25685064
immed,206,13,0.92,0.95341656
immed,206,14,0.84,1.0832892
immed,206,15,0.8,0.94944648
immed,206,16,0.76,1.22100124
immed,206,17,0.76,1.2046998
immed,206,18,0.8,1.03344412
immed,206,19,0.84,1.08614352
immed,206,20,0.88,1.14784148
immed,206,21,0.92,0.95239848
immed,206,22,0.88,0.86246156
immed,206,23,0.64,0.599281
immed,206,24,0.56,0.62160308
immed,207,1,0.64,1.09192732
immed,207,2,0.88,0.84472668
immed,207,3,0.8,0.90019144
immed,207,4,0.8,1.12278328
immed,207,5,0.92,0.885418
immed,207,6,0.88,1.46308188
immed,207,7,0.88,1.20378452
immed,207,8,0.88,1.66219484
immed,207,9,0.84,1.49691612
immed,207,10,0.92,1.42186652
immed,207,11,0.8,1.68327348
immed,207,12,0.84,1.46005916
immed,207,13,0.72,1.60847872
immed,207,14,0.6,1.79139328
immed,207,15,0.84,1.32299072
immed,207,16,0.84,1.46864936
immed,207,17,0.68,1.13067612
immed,207,18,0.8,1.2177374
immed,207,19,0.56,0.8615032
immed,207,20,0.52,0.86502796
immed,207,21,0.64,0.77651744
immed,207,22,0.6,0.74346328
immed,207,23,0.72,0.95272052
immed,207,24,0.72,0.79274628
immed,208,1,0.6,1.16590624
immed,208,2,0.84,1.03398964
immed,208,3,0.84,0.90250312
immed,208,4,0.68,1.21770228
immed,208,5,0.96,0.97735716
immed,208,6,0.76,1.16632972
immed,208,7,0.96,0.92230868
immed,208,8,0.76,1.12859548
immed,208,9,0.8,1.01080032
immed,208,10,0.84,0.72088776
immed,208,11,0.96,0.79935604
immed,208,12,1,0.76227296
immed,208,13,0.96,0.82133472
immed,208,14,1,0.95212468
immed,208,15,1,1.02236176
immed,208,16,1,0.9549054
immed,208,17,0.8,1.32816876
immed,208,18,0.8,1.45759656
immed,208,19,0.84,0.91450328
immed,208,20,0.92,0.87667896
immed,208,21,0.76,0.85866516
immed,208,22,0.8,0.75551536
immed,208,23,0.72,0.90621556
immed,208,24,0.76,0.6596822
immed,209,1,0.6,1.54690584
immed,209,2,0.64,1.2458706
immed,209,3,0.72,1.57610076
immed,209,4,1,1.2272222
immed,209,5,0.88,1.14239568
immed,209,6,0.96,1.3585868
immed,209,7,0.84,1.02132196
immed,209,8,0.88,1.38776428
immed,209,9,1,1.42953144
immed,209,10,1,1.09419496
immed,209,11,0.84,1.12171268
immed,209,12,0.84,1.41739964
immed,209,13,0.96,1.17936256
immed,209,14,0.92,1.02737516
immed,209,15,0.96,0.99595632
immed,209,16,0.92,1.01936212
immed,209,17,0.76,1.22182552
immed,209,18,0.88,0.9836854
immed,209,19,0.92,1.09849644
immed,209,20,0.92,1.22238676
immed,209,21,0.92,0.93367204
immed,209,22,0.92,1.29406324
immed,209,23,0.84,1.19059328
immed,209,24,0.92,1.23605316
immed,210,1,0.68,1.73212324
immed,210,2,0.76,1.05817764
immed,210,3,0.6,1.02723508
immed,210,4,0.72,1.23373192
immed,210,5,0.44,1.23177484
immed,210,6,0.68,1.03616372
immed,210,7,0.68,0.71963908
immed,210,8,0.48,0.79284912
immed,210,9,0.4,0.84556768
immed,210,10,0.28,1.32459348
immed,210,11,0.56,0.88610548
immed,210,12,0.48,0.86286568
immed,210,13,0.4,1.35699628
immed,210,14,0.56,0.97244276
immed,210,15,0.36,1.06458468
immed,210,16,0.64,1.07927196
immed,210,17,0.68,0.61171684
immed,210,18,0.56,0.37461644
immed,210,19,0.48,0.47000104
immed,210,20,0.68,0.54857576
immed,210,21,0.56,0.37348284
immed,210,22,0.36,1.16252228
immed,210,23,0.4,0.3497558
immed,210,24,0.48,0.59499896
immed,211,1,0.8,1.33757824
immed,211,2,0.88,1.40725928
immed,211,3,0.92,1.3382126
immed,211,4,0.92,1.35822308
immed,211,5,0.92,1.27214856
immed,211,6,0.92,1.28691196
immed,211,7,0.88,1.31264684
immed,211,8,0.8,1.19116304
immed,211,9,0.84,1.44364496
immed,211,10,0.8,1.44073656
immed,211,11,0.96,1.31360984
immed,211,12,0.88,1.12584804
immed,211,13,1,1.09234796
immed,211,14,0.88,1.272591
immed,211,15,0.84,1.29144716
immed,211,16,1,1.2733676
immed,211,17,0.84,1.45270564
immed,211,18,0.84,1.29977148
immed,211,19,0.84,1.06819156
immed,211,20,0.68,1.16036436
immed,211,21,0.92,0.9967114
immed,211,22,0.88,1.06200632
immed,211,23,0.76,1.1081706
immed,211,24,1,1.02181888
immed,212,1,0.84,1.81015664
immed,212,2,0.96,1.55294068
immed,212,3,0.72,1.57424868
immed,212,4,0.8,1.86124096
immed,212,5,0.84,1.58590776
immed,212,6,0.96,1.6113996
immed,212,7,0.96,1.52592952
immed,212,8,0.84,1.3040462
immed,212,9,0.92,1.5171664
immed,212,10,0.84,1.7584924
immed,212,11,1,1.177126
immed,212,12,0.96,1.34747916
immed,212,13,0.88,1.46073216
immed,212,14,0.96,1.35421192
immed,212,15,0.92,1.4289972
immed,212,16,0.88,1.56736964
immed,212,17,0.88,1.24404756
immed,212,18,0.92,1.23650216
immed,212,19,0.84,1.19988636
immed,212,20,0.76,0.93907088
immed,212,21,0.88,0.984722
immed,212,22,0.84,1.2291812
immed,212,23,0.76,1.16754068
immed,212,24,0.88,1.15135648
immed,213,1,0.36,1.4071644
immed,213,2,0.48,1.06452692
immed,213,3,0.6,0.96968344
immed,213,4,0.76,1.08695884
immed,213,5,0.8,1.05349804
immed,213,6,0.76,1.11584992
immed,213,7,0.8,1.427181
immed,213,8,0.88,1.11365892
immed,213,9,0.96,1.27679764
immed,213,10,0.92,1.39759548
immed,213,11,0.84,1.1935982
immed,213,12,0.84,1.20848836
immed,213,13,0.88,1.1563364
immed,213,14,1,1.045826
immed,213,15,0.84,1.0998226
immed,213,16,0.92,1.10639192
immed,213,17,0.92,0.94635232
immed,213,18,0.88,0.91316112
immed,213,19,0.88,0.7995624
immed,213,20,0.92,0.9136252
immed,213,21,0.8,0.7888566
immed,213,22,0.72,0.80873604
immed,213,23,0.84,0.77543072
immed,213,24,0.76,0.869664
immed,214,1,0.6,1.18125792
immed,214,2,0.76,1.1597852
immed,214,3,1,1.1154754
immed,214,4,0.76,1.15513996
immed,214,5,0.84,1.01972336
immed,214,6,0.8,0.73430232
immed,214,7,0.84,0.96559248
immed,214,8,0.88,0.83798364
immed,214,9,0.96,1.30784656
immed,214,10,0.92,1.32138676
immed,214,11,0.92,1.15850384
immed,214,12,0.96,1.40170936
immed,214,13,0.92,1.01229856
immed,214,14,0.92,1.12728876
immed,214,15,0.92,1.43051728
immed,214,16,0.88,1.43657904
immed,214,17,0.8,0.9105396
immed,214,18,0.72,1.09968872
immed,214,19,1,0.98226
immed,214,20,0.72,0.82883548
immed,214,21,0.84,1.0040362
immed,214,22,0.96,0.6838128
immed,214,23,0.8,0.71679644
immed,214,24,0.88,0.76678348
immed,216,1,0.4,1.57921396
immed,216,2,0.48,0.98375632
immed,216,3,0.6,0.93110268
immed,216,4,0.56,0.87313512
immed,216,5,0.44,0.8737328
immed,216,6,0.36,1.13095952
immed,216,7,0.56,1.02277316
immed,216,8,0.56,0.44987868
immed,216,9,0.4,1.0129626
immed,216,10,0.76,0.9764766
immed,216,11,0.44,1.22744376
immed,216,12,0.64,0.95231956
immed,216,13,0.76,1.16261004
immed,216,14,0.52,0.77761016
immed,216,15,0.52,0.80322596
immed,216,16,0.52,0.92509856
immed,216,17,0.72,0.79677252
immed,216,18,0.64,0.7498444
immed,216,19,0.44,0.86313952
immed,216,20,0.56,0.95961876
immed,216,21,0.52,0.79128408
immed,216,22,0.8,0.66648592
immed,216,23,0.64,0.2993602
immed,216,24,0.44,0.58448444
immed,217,1,0.56,2.25946444
immed,217,2,0.68,1.46825952
immed,217,3,0.84,1.47458552
immed,217,4,0.84,1.28573608
immed,217,5,0.88,1.18853968
immed,217,6,0.72,1.49241096
immed,217,7,0.96,1.27086276
immed,217,8,0.84,1.3051742
immed,217,9,0.92,1.09548148
immed,217,10,0.92,1.13511948
immed,217,11,0.88,0.92385072
immed,217,12,1,1.21392204
immed,217,13,0.8,0.8781472
immed,217,14,0.88,1.12863688
immed,217,15,0.96,1.00080428
immed,217,16,0.88,0.9912352
immed,217,17,0.84,1.27280652
immed,217,18,0.92,0.99618868
immed,217,19,0.76,0.97696552
immed,217,20,0.76,0.97695872
immed,217,21,0.72,0.86261412
immed,217,22,0.64,0.78383096
immed,217,23,0.76,0.76600444
immed,217,24,0.64,0.8754854
immed,219,1,0.56,0.95238244
immed,219,2,0.52,0.5804522
immed,219,3,0.4,0.61196156
immed,219,4,0.56,0.70796784
immed,219,5,0.52,0.81123532
immed,219,6,0.68,0.963081
immed,219,7,0.88,0.8133986
immed,219,8,0.68,0.6923696
immed,219,9,0.76,0.78604248
immed,219,10,0.76,0.79853744
immed,219,11,0.72,0.6483486
immed,219,12,0.76,0.7294932
immed,219,13,0.76,0.8056766
immed,219,14,0.84,0.89519764
immed,219,15,0.92,0.83741428
immed,219,16,0.76,0.94102308
immed,219,17,0.64,0.6492064
immed,219,18,0.72,0.78234948
immed,219,19,0.92,0.63678532
immed,219,20,0.52,0.6278048
immed,219,21,0.72,0.5009802
immed,219,22,0.6,0.50670248
immed,219,23,0.52,0.46789492
immed,219,24,0.48,0.34363896
immed,220,1,0.4,2.723158
immed,220,2,0.72,2.23877756
immed,220,3,0.84,1.93703172
immed,220,4,0.8,1.77888828
immed,220,5,0.68,1.91873096
immed,220,6,0.72,1.67601
immed,220,7,0.6,2.08957568
immed,220,8,0.72,2.17566532
immed,220,9,0.76,2.29364172
immed,220,10,0.48,3.4779946
immed,220,11,0.56,3.47231296
immed,220,12,0.64,3.948861
immed,220,13,0.56,2.57304212
immed,220,14,0.64,2.43924564
immed,220,15,0.88,1.39132468
immed,220,16,0.76,1.5537132
immed,220,17,0.72,1.7291074
immed,220,18,0.56,1.23663324
immed,220,19,0.68,1.24101336
immed,220,20,0.68,1.14153888
immed,220,21,0.56,0.93380344
immed,220,22,0.52,1.16233648
immed,220,23,0.72,1.19770676
immed,220,24,0.56,1.55234684
immed,221,1,0.6,1.04967048
immed,221,2,0.64,1.00953724
immed,221,3,0.88,1.249048
immed,221,4,0.76,1.08204716
immed,221,5,0.48,1.13267472
immed,221,6,0.6,12.77335336
immed,221,7,0.92,0.9286784
immed,221,8,0.88,0.99305316
immed,221,9,0.84,1.09087428
immed,221,10,0.92,1.11668188
immed,221,11,1,1.08385676
immed,221,12,0.92,1.15612072
immed,221,13,0.88,1.0353412
immed,221,14,0.96,0.91394864
immed,221,15,0.96,0.87748588
immed,221,16,1,1.05814056
immed,221,17,0.68,1.0601932
immed,221,18,0.96,0.80364444
immed,221,19,0.92,0.92433764
immed,221,20,0.96,0.8624172
immed,221,21,0.96,0.917624
immed,221,22,0.96,0.8035894
immed,221,23,0.92,0.72959652
immed,221,24,0.96,0.76375908
immed,222,1,0.64,1.52435024
immed,222,2,0.88,1.64584808
immed,222,3,0.84,1.27115464
immed,222,4,0.84,1.55535568
immed,222,5,1,1.32124396
immed,222,6,0.8,1.37352016
immed,222,7,0.96,1.06888636
immed,222,8,0.96,1.04570672
immed,222,9,0.88,0.99684928
immed,222,10,0.96,1.2801248
immed,222,11,0.88,1.15859312
immed,222,12,1,1.0703986
immed,222,13,0.88,1.16550484
immed,222,14,0.92,1.3349926
immed,222,15,0.96,1.09053272
immed,222,16,0.92,1.28620068
immed,222,17,0.88,1.33501256
immed,222,18,0.84,1.14835128
immed,222,19,0.92,1.11756144
immed,222,20,0.92,0.82595016
immed,222,21,0.76,0.97111256
immed,222,22,0.96,0.98467784
immed,222,23,0.92,0.80183404
immed,222,24,0.96,1.00017916
immed,223,1,0.56,0.8342772
immed,223,2,0.68,0.69346364
immed,223,3,0.48,0.60816576
immed,223,4,0.56,0.68293572
immed,223,5,0.48,0.58057824
immed,223,6,0.48,0.67988028
immed,223,7,0.64,0.72653612
immed,223,8,0.6,1.60392372
immed,223,9,0.68,0.6496996
immed,223,10,0.6,0.54426096
immed,223,11,0.36,1.24310492
immed,223,12,0.84,0.94331864
immed,223,13,0.52,1.04849928
immed,223,14,0.36,0.88269568
immed,223,15,0.8,1.00161232
immed,223,16,0.88,1.1369474
immed,223,17,0.48,0.51774924
immed,223,18,0.64,0.66719064
immed,223,19,0.52,0.43033648
immed,223,20,0.84,0.57546476
immed,223,21,0.72,0.70709392
immed,223,22,0.48,0.4526288
immed,223,23,0.64,0.50830956
immed,223,24,0.44,0.23460948
immed,224,1,0.6,0.98135272
immed,224,2,0.68,1.1425438
immed,224,3,0.56,1.23423792
immed,224,4,0.56,1.50694828
immed,224,5,0.68,1.07035436
immed,224,6,0.72,0.99151148
immed,224,7,1,0.96796008
immed,224,8,0.8,1.0651996
immed,224,9,0.92,1.06973328
immed,224,10,0.88,1.34874076
immed,224,11,0.84,1.15614108
immed,224,12,0.8,1.1573424
immed,224,13,0.72,1.06268052
immed,224,14,0.6,1.44824284
immed,224,15,0.84,1.14153612
immed,224,16,0.8,1.24375856
immed,224,17,0.8,1.50916604
immed,224,18,0.6,1.14943212
immed,224,19,0.68,1.237452
immed,224,20,0.76,1.14213996
immed,224,21,0.52,0.79846668
immed,224,22,0.56,0.72614904
immed,224,23,0.56,0.49648432
immed,224,24,0.52,0.96646992
immed,225,1,0.84,1.26281956
immed,225,2,0.92,1.38606364
immed,225,3,0.92,1.13676548
immed,225,4,0.92,1.08289712
immed,225,5,0.88,1.12125932
immed,225,6,0.76,1.25360688
immed,225,7,0.92,1.07388148
immed,225,8,0.76,1.86509676
immed,225,9,0.84,1.2659912
immed,225,10,0.88,1.33544512
immed,225,11,0.96,1.07285756
immed,225,12,0.84,1.4022942
immed,225,13,1,1.2531144
immed,225,14,0.88,1.172475
immed,225,15,0.8,1.77593996
immed,225,16,0.76,2.0669112
immed,225,17,0.84,1.02398188
immed,225,18,0.68,0.99340948
immed,225,19,0.92,1.1831628
immed,225,20,0.88,1.29380516
immed,225,21,0.68,0.96762436
immed,225,22,0.88,1.00564184
immed,225,23,0.88,1.0154086
immed,225,24,1,0.87522036
immed,226,1,0.68,1.86369704
immed,226,2,0.92,1.86088772
immed,226,3,0.76,1.87625892
immed,226,4,0.88,1.31009468
immed,226,5,0.96,1.32159788
immed,226,6,1,1.49399588
immed,226,7,0.92,1.02175848
immed,226,8,0.88,1.16045388
immed,226,9,1,1.11644064
immed,226,10,0.92,1.19519348
immed,226,11,0.96,1.02250568
immed,226,12,1,0.98699808
immed,226,13,1,0.91350476
immed,226,14,0.96,1.13617232
immed,226,15,1,1.103554
immed,226,16,0.96,1.04604908
immed,226,17,0.8,1.26716332
immed,226,18,0.88,1.054775
immed,226,19,0.92,0.8732314
immed,226,20,0.88,0.74470864
immed,226,21,1,0.98312204
immed,226,22,0.92,0.96517744
immed,226,23,0.88,0.8076688
immed,226,24,0.92,1.05814168
immed,227,1,0.8,1.47652312
immed,227,2,0.96,0.80673068
immed,227,3,0.96,0.69418824
immed,227,4,0.96,0.84447196
immed,227,5,0.96,0.98781164
immed,227,6,1,0.74316144
immed,227,7,0.96,0.84805788
immed,227,8,0.96,0.75441796
immed,227,9,0.92,0.73268264
immed,227,10,0.88,0.8319884
immed,227,11,1,0.89662832
immed,227,12,0.92,0.96284032
immed,227,13,0.92,0.8945396
immed,227,14,1,1.00050236
immed,227,15,1,0.87016156
immed,227,16,0.92,1.13396496
immed,227,17,0.92,0.6898764
immed,227,18,0.92,0.7876878
immed,227,19,0.84,0.68459312
immed,227,20,0.76,0.86277716
immed,227,21,0.88,0.97581816
immed,227,22,0.92,0.99772892
immed,227,23,0.84,0.72538596
immed,227,24,0.92,0.779886
immed,228,1,0.4,1.114589
immed,228,2,0.6,0.94275476
immed,228,3,0.76,0.89963384
immed,228,4,0.8,0.96657292
immed,228,5,0.56,0.86892484
immed,228,6,0.84,1.00987416
immed,228,7,0.64,0.89901508
immed,228,8,0.8,0.97737796
immed,228,9,0.68,0.77362472
immed,228,10,0.44,1.04456032
immed,228,11,0.6,0.82982184
immed,228,12,0.76,1.09860128
immed,228,13,0.76,1.14676184
immed,228,14,0.84,1.05317856
immed,228,15,0.76,0.89408948
immed,228,16,0.72,1.05020976
immed,228,17,0.84,0.83779796
immed,228,18,0.88,0.74630004
immed,228,19,0.84,0.79410964
immed,228,20,0.8,0.79836068
immed,228,21,0.8,0.79151036
immed,228,22,0.68,0.65624844
immed,228,23,0.76,0.67815232
immed,228,24,0.8,0.79796796
immed,229,1,0.8,2.02881644
immed,229,2,0.52,2.30187536
immed,229,3,0.76,1.64496108
immed,229,4,0.84,1.46398728
immed,229,5,0.96,1.45974704
immed,229,6,1,1.30272964
immed,229,7,0.84,1.19677896
immed,229,8,0.96,1.28914856
immed,229,9,0.92,1.30785676
immed,229,10,0.88,1.28621384
immed,229,11,0.92,1.14326416
immed,229,12,0.92,1.20221064
immed,229,13,0.92,1.07952976
immed,229,14,0.96,1.2425616
immed,229,15,0.96,1.12289928
immed,229,16,0.88,1.0799034
immed,229,17,0.88,1.15193576
immed,229,18,0.76,1.27972332
immed,229,19,0.88,1.07176524
immed,229,20,0.84,0.95355116
immed,229,21,0.92,1.5707104
immed,229,22,0.8,0.86300892
immed,229,23,0.84,0.90367864
immed,229,24,0.76,0.96075828
immed,230,1,0.8,1.24741004
immed,230,2,0.84,1.477539
immed,230,3,0.84,1.03004932
immed,230,4,0.92,1.18954888
immed,230,5,0.92,1.02719424
immed,230,6,0.96,1.09420288
immed,230,7,0.76,1.09471428
immed,230,8,0.84,1.10202388
immed,230,9,0.8,1.44556164
immed,230,10,0.88,1.25673108
immed,230,11,0.92,1.02996052
immed,230,12,0.92,1.23810464
immed,230,13,0.96,1.00125796
immed,230,14,0.96,1.23410788
immed,230,15,0.92,1.06554588
immed,230,16,0.96,0.999409
immed,230,17,0.84,1.02496672
immed,230,18,0.88,0.92487892
immed,230,19,0.92,0.86558004
immed,230,20,0.72,0.9574146
immed,230,21,0.8,0.73804956
immed,230,22,0.72,0.93077516
immed,230,23,0.76,0.6856572
immed,230,24,0.8,0.8106568
immed,231,1,0.48,1.08346212
immed,231,2,0.44,0.94634964
immed,231,3,0.52,0.95459676
immed,231,4,0.6,0.99377836
immed,231,5,0.56,0.9097708
immed,231,6,0.44,1.07327524
immed,231,7,0.44,1.01093412
immed,231,8,0.56,1.04579456
immed,231,9,0.92,1.05703072
immed,231,10,0.72,1.24335396
immed,231,11,0.52,1.33389952
immed,231,12,0.72,1.17433856
immed,231,13,0.8,0.88104676
immed,231,14,0.52,0.93612616
immed,231,15,0.72,1.24736008
immed,231,16,0.84,1.09133372
immed,231,17,0.52,0.98260712
immed,231,18,0.48,0.86696776
immed,231,19,0.6,0.88029648
immed,231,20,0.76,0.7949014
immed,231,21,0.44,0.65820936
immed,231,22,0.8,0.61631288
immed,231,23,0.8,0.6782672
immed,231,24,0.76,0.79629264
immed,232,1,0.8,1.76021508
immed,232,2,0.84,1.38238608
immed,232,3,0.96,1.43008628
immed,232,4,0.84,1.29920228
immed,232,5,1,1.03723476
immed,232,6,0.96,1.10054316
immed,232,7,0.88,1.14908984
immed,232,8,0.88,1.07894548
immed,232,9,0.92,1.10290092
immed,232,10,0.84,1.14846128
immed,232,11,0.92,1.00275464
immed,232,12,1,1.15546316
immed,232,13,1,1.310916
immed,232,14,0.88,1.29469524
immed,232,15,0.92,1.50096432
immed,232,16,1,1.2843168
immed,232,17,0.88,1.4633126
immed,232,18,0.84,1.58056432
immed,232,19,0.8,1.37185108
immed,232,20,0.8,1.25884188
immed,232,21,0.84,1.15969868
immed,232,22,0.92,1.32256396
immed,232,23,0.64,1.2268724
immed,232,24,0.72,1.49391892
immed,233,1,0.84,1.15054584
immed,233,2,0.92,0.99167464
immed,233,3,0.92,0.89609484
immed,233,4,0.96,0.76407756
immed,233,5,0.96,0.87373608
immed,233,6,0.84,1.06166228
immed,233,7,0.92,0.9825104
immed,233,8,0.92,0.95998748
immed,233,9,0.92,0.81114136
immed,233,10,1,0.8974278
immed,233,11,0.84,1.1125794
immed,233,12,0.88,0.94456132
immed,233,13,0.92,0.90290068
immed,233,14,0.96,0.99921904
immed,233,15,0.96,0.91076336
immed,233,16,0.84,1.0216954
immed,233,17,0.56,1.14867756
immed,233,18,0.68,0.97230908
immed,233,19,0.72,0.85980332
immed,233,20,0.8,0.81581132
immed,233,21,0.88,0.7920262
immed,233,22,0.8,0.80839768
immed,233,23,0.76,0.85835808
immed,233,24,0.76,0.77696096
short,301,1,0.84,1.55156252
short,301,2,0.92,1.06715076
short,301,3,0.8,1.01603112
short,301,4,0.88,1.02993656
short,301,5,0.8,0.96340372
short,301,6,0.88,0.9165552
short,301,7,0.92,1.11330784
short,301,8,0.76,1.07809776
short,301,9,1,0.75703816
short,301,10,0.96,0.82884988
short,301,11,0.96,0.83461824
short,301,12,0.96,0.75997804
short,301,13,0.96,0.84284404
short,301,14,0.92,0.89482992
short,301,15,0.92,0.85539668
short,301,16,1,0.8907798
short,301,17,0.92,0.95024464
short,301,18,1,0.77278432
short,301,19,0.96,0.68854748
short,301,20,0.92,0.75685552
short,301,21,0.92,0.69107984
short,301,22,0.88,0.78602116
short,301,23,1,0.81937044
short,301,24,0.96,0.77409252
short,302,1,0.84,1.15377416
short,302,2,0.76,0.94459968
short,302,3,0.72,1.067639
short,302,4,0.76,0.96550604
short,302,5,0.76,0.62588048
short,302,6,0.76,0.63599108
short,302,7,0.72,0.60280004
short,302,8,0.88,0.67804608
short,302,9,0.64,0.6219014
short,302,10,0.52,0.63974324
short,302,11,0.6,0.64191464
short,302,12,0.6,0.7273648
short,302,13,0.56,0.67691208
short,302,14,0.84,0.79284944
short,302,15,0.64,0.76905676
short,302,16,0.64,0.76982664
short,302,17,0.72,0.58342788
short,302,18,0.64,0.77195528
short,302,19,0.72,0.81794632
short,302,20,0.68,0.79697516
short,302,21,0.8,0.71230924
short,302,22,0.72,0.65355332
short,302,23,0.72,0.744464
short,302,24,0.8,0.75935876
short,303,1,0.84,0.9420756
short,303,2,0.84,0.89982872
short,303,3,0.84,0.95817204
short,303,4,0.84,1.07167412
short,303,5,0.88,1.076784
short,303,6,0.88,1.0137612
short,303,7,0.72,0.947829
short,303,8,0.88,1.07456516
short,303,9,0.84,0.98712548
short,303,10,0.92,0.98491276
short,303,11,0.92,1.07638192
short,303,12,0.88,1.03251696
short,303,13,0.92,1.04848628
short,303,14,0.84,1.07276236
short,303,15,0.96,0.9926658
short,303,16,1,0.98439804
short,303,17,1,0.8387938
short,303,18,0.96,0.96181524
short,303,19,0.88,0.785649
short,303,20,0.92,0.96404264
short,303,21,0.88,0.814672
short,303,22,1,0.87917008
short,303,23,0.88,0.93798404
short,303,24,0.96,0.82956516
short,304,1,0.44,0.9074642
short,304,2,0.6,0.67080272
short,304,3,0.56,0.521155
short,304,4,0.48,0.57438892
short,304,5,0.48,0.7605372
short,304,6,0.72,0.68097052
short,304,7,0.32,0.69898352
short,304,8,0.48,0.55604752
short,304,9,0.56,0.69151392
short,304,10,0.52,0.55757548
short,304,11,0.4,0.50567264
short,304,12,0.52,0.81284796
short,304,13,0.56,0.62422016
short,304,14,0.56,0.5773128
short,304,15,0.48,0.55646116
short,304,16,0.48,0.56908216
short,304,17,0.52,0.98985924
short,304,18,0.68,0.8548376
short,304,19,0.6,0.65154992
short,304,20,0.44,0.41598136
short,304,21,0.56,0.39363516
short,304,22,0.36,0.28862988
short,304,23,0.56,0.77053612
short,304,24,0.52,0.41273428
short,305,1,0.92,1.712375
short,305,2,0.88,1.7314808
short,305,3,0.88,1.4542676
short,305,4,0.92,1.12044796
short,305,5,1,0.98103576
short,305,6,0.92,1.17388488
short,305,7,0.96,0.86219156
short,305,8,0.96,1.0475166
short,305,9,0.88,0.97392632
short,305,10,1,0.94168472
short,305,11,0.92,1.02507772
short,305,12,0.96,1.02338848
short,305,13,0.88,0.8247228
short,305,14,0.92,1.15636068
short,305,15,0.96,1.17521004
short,305,16,0.88,0.99818704
short,305,17,0.92,1.11587208
short,305,18,1,1.009065
short,305,19,0.96,1.09349092
short,305,20,0.96,1.1389902
short,305,21,0.92,1.1168372
short,305,22,0.96,0.98010848
short,305,23,0.92,0.9489292
short,305,24,0.92,0.91878608
short,306,1,0.84,1.12698552
short,306,2,0.88,0.87226556
short,306,3,0.92,0.86940476
short,306,4,0.92,0.82385624
short,306,5,0.88,0.99649552
short,306,6,0.84,1.03718152
short,306,7,0.8,0.94651136
short,306,8,0.88,1.1302768
short,306,9,0.92,0.96972464
short,306,10,0.88,0.83279552
short,306,11,1,0.91159796
short,306,12,0.84,0.92443696
short,306,13,0.84,0.94289896
short,306,14,0.92,0.93317736
short,306,15,1,0.9875106
short,306,16,0.92,0.85811808
short,306,17,0.96,1.00271588
short,306,18,0.96,0.77838044
short,306,19,1,0.7532342
short,306,20,1,0.69266064
short,306,21,1,0.79721028
short,306,22,0.96,0.84660208
short,306,23,0.88,0.86981984
short,306,24,0.92,0.86534756
short,307,1,0.8,2.16985216
short,307,2,0.88,1.58312156
short,307,3,0.76,1.7822696
short,307,4,0.84,2.1220366
short,307,5,0.92,1.89682444
short,307,6,0.88,1.3134784
short,307,7,0.8,1.6070368
short,307,8,0.92,1.23904604
short,307,9,0.84,1.4171416
short,307,10,0.92,1.0844512
short,307,11,0.88,1.086942
short,307,12,1,1.39782152
short,307,13,0.92,1.16277724
short,307,14,0.64,1.31343696
short,307,15,0.88,1.20026612
short,307,16,0.84,1.67797844
short,307,17,0.88,1.4551238
short,307,18,0.92,1.1788158
short,307,19,0.76,1.0940992
short,307,20,0.92,1.05077596
short,307,21,0.76,0.88817384
short,307,22,0.96,1.11455264
short,307,23,0.88,0.86068104
short,307,24,0.64,1.06412856
short,308,1,0.68,1.11602332
short,308,2,0.72,0.97228856
short,308,3,0.88,0.94307184
short,308,4,0.64,0.96612788
short,308,5,0.6,0.7390312
short,308,6,0.64,0.8494474
short,308,7,0.36,0.4523028
short,308,8,0.48,0.44755752
short,308,9,0.6,0.4533958
short,308,10,0.64,0.49414636
short,308,11,0.52,0.3997384
short,308,12,0.52,0.6777152
short,308,13,0.72,0.72703328
short,308,14,0.64,0.5922642
short,308,15,0.68,0.73277092
short,308,16,0.56,0.62940892
short,308,17,0.6,0.59615516
short,308,18,0.28,0.48982304
short,308,19,0.56,0.57128336
short,308,20,0.32,0.5304468
short,308,21,0.48,0.64965084
short,308,22,0.4,0.44370328
short,308,23,0.4,0.40867268
short,308,24,0.6,0.61778276
short,309,1,0.72,0.76041828
short,309,2,0.56,0.67211592
short,309,3,0.76,0.74504024
short,309,4,0.72,0.66498816
short,309,5,0.6,0.64503652
short,309,6,0.4,0.7890716
short,309,7,0.36,0.7310986
short,309,8,0.6,0.70804696
short,309,9,0.4,0.59232896
short,309,10,0.52,0.61144656
short,309,11,0.64,0.6272718
short,309,12,0.88,0.67877244
short,309,13,0.68,0.67276852
short,309,14,0.6,0.80070332
short,309,15,0.48,0.6210028
short,309,16,0.52,0.60465876
short,309,17,0.52,0.73323748
short,309,18,0.48,0.6114514
short,309,19,0.56,0.55662152
