keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.6186,,,,,,,,1.1186,space,3.5975,0,0,0,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
v,1,1.6144,,,,,,,,0.5144,space,4.3446,0,1,1,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
c,1,1.6833,,,,,,,,0.5833,space,5.4635,0,2,2,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
c,1,1.8068,,,,,,,,0.5068,space,1.0003,0,3,3,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
v,0,1.8235,,,,,,,,0.7235,space,0.9327,0,4,4,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
v,1,2.3888,,,,,,,,0.8888,space,1.0532,0,5,5,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
v,1,1.7382,,,,,,,,0.4382,space,1.0122,0,6,6,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
b,1,1.9384,,,,,,,,0.6384,space,0.9852,0,7,7,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
b,1,2.097,,,,,,,,0.597,space,1.1995,0,8,8,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,,,,,
v,1,1.9636,,,,,,,,0.6636,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,space,1.6558,0.2578125,-0.3203125,0,0,0,0,0,0,8,1
b,1,1.739,,,,,,,,0.639,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,1,1,7,1
c,1,1.7731,,,,,,,,0.6731,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,2,2,0,1
b,0,1.7069,,,,,,,,0.4069,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,3,3,3,1
b,1,2.1255,,,,,,,,0.6255,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,4,4,4,1
v,1,1.6872,,,,,,,,0.5872,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,5,5,5,1
v,1,1.8983,,,,,,,,0.3983,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,6,6,2,1
b,1,1.9815,,,,,,,,0.6815,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_13h59.31.881,choiceRTT,2021.2.3,Win32,60.0132029,,,,,,,,0,7,7,1,1
