keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,4.325,,,,,,,,2.825,space,8.6053,0,0,0,2,1,1.5,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
v,1,1.5538,,,,,,,,0.2538,space,3.4185,0,1,1,8,1,1.3,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
c,1,3.4379,,,,,,,,2.1379,space,5.5198,0,2,2,3,1,1.3,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
c,1,2.4975,,,,,,,,1.3975,space,5.3608,0,3,3,0,1,1.1,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
c,0,3.0142,,,,,,,,1.5142,space,4.4993,0,4,4,4,1,1.5,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
v,1,2.365,,,,,,,,1.265,space,1.7082,0,5,5,5,1,1.1,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
b,1,3.8726,,,,,,,,2.7726,space,2.3299,0,6,6,7,1,1.1,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
b,1,3.5448,,,,,,,,2.2448,space,1.0846,0,7,7,1,1,1.3,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
c,1,2.661,,,,,,,,1.161,space,0.703,0,8,8,6,1,1.5,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,,,,,
c,1,4.2643,,,,,,,,2.7643,,,,,,,,1.5,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,-0.031481469,-0.218518529,1,0,0,0,0,0,6,1
v,1,2.6757,,,,,,,,1.1757,,,,,,,,1.5,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,1,1,2,1
c,1,3.2812,,,,,,,,1.9812,,,,,,,,1.3,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,2,2,3,1
b,1,2.5578,,,,,,,,1.4578,,,,,,,,1.1,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,3,3,7,1
b,1,2.477,,,,,,,,0.977,,,,,,,,1.5,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,4,4,4,1
c,1,2.0754,,,,,,,,0.9754,,,,,,,,1.1,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,5,5,0,1
v,1,1.9262,,,,,,,,0.8262,,,,,,,,1.1,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,6,6,5,1
b,1,3.1612,,,,,,,,1.8612,,,,,,,,1.3,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,7,7,1,1
v,1,2.4265,,,,,,,,1.1265,,,,,,,,1.3,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,0,8,8,8,1
v,1,2.2003,,,,,,,,0.7003,,,,,,,,1.5,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,0,9,2,1
c,1,2.2386,,,,,,,,0.9386,,,,,,,,1.3,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,1,10,3,1
c,1,3.0459,,,,,,,,1.5459,,,,,,,,1.5,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,2,11,6,1
b,1,1.9726,,,,,,,,0.8726,,,,,,,,1.1,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,3,12,7,1
v,1,2.0944,,,,,,,,0.9944,,,,,,,,1.1,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,4,13,5,1
v,1,2.1928,,,,,,,,0.8928,,,,,,,,1.3,images/target_square.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,5,14,8,1
c,1,1.871,,,,,,,,0.771,,,,,,,,1.1,images/target_cross.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,6,15,0,1
b,1,2.237,,,,,,,,0.937,,,,,,,,1.3,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,7,16,1,1
b,1,2.6425,,,,,,,,1.1425,,,,,,,,1.5,images/target_plus.jpg,1568,001,2022-02-17_21h38.49.589,choiceRTT,2021.2.3,Win32,59.91252771,,,,,,,1,8,17,4,1
