keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,1.815,,,,,,,,0.715,,0,0,0,0,1,1.1,images/target_cross.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
v,1,1.6593,,,,,,,,0.5593,,0,1,1,5,1,1.1,images/target_square.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
c,0,1.8973,,,,,,,,0.5973,,0,2,2,8,1,1.3,images/target_square.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
c,0,2.2174,,,,,,,,0.9174,,0,3,3,1,1,1.3,images/target_plus.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
v,0,2.0288,,,,,,,,0.9288,,0,4,4,7,1,1.1,images/target_plus.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
c,1,2.2579,,,,,,,,0.9579,,0,5,5,3,1,1.3,images/target_cross.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
b,1,2.2991,,,,,,,,0.7991,,0,6,6,4,1,1.5,images/target_plus.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
v,0,2.0615,,,,,,,,0.5615,,0,7,7,6,1,1.5,images/target_cross.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
b,0,2.581,,,,,,,,1.081,,0,8,8,2,1,1.5,images/target_square.jpg,jorge,001,2022-02-22_17h41.00.853,choiceRTT,2021.2.3,Win32,30.05439846
