keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.9564,,,,,,,,1.4564,space,4.9624,0,0,0,6,1,1.5,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
c,0,2.3624,,,,,,,,1.0624,space,3.4797,0,1,1,1,1,1.3,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
v,1,2.1349,,,,,,,,0.6349,space,1.0341,0,2,2,2,1,1.5,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
c,1,1.5161,,,,,,,,0.4161,space,0.805,0,3,3,0,1,1.1,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
c,1,1.9592,,,,,,,,0.6592,space,0.3685,0,4,4,3,1,1.3,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
v,1,2.0917,,,,,,,,0.7917,space,0.2112,0,5,5,8,1,1.3,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
v,1,1.8375,,,,,,,,0.7375,space,0.0665,0,6,6,5,1,1.1,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
b,1,2.2273,,,,,,,,0.7273,space,0.075,0,7,7,4,1,1.5,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
b,1,1.8261,,,,,,,,0.7261,space,0.0918,0,8,8,7,1,1.1,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,,,,
v,1,2.7734,,,,,,,,1.2734,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,0.009259273,-0.240740752,1,0,0,0,0,0,2,1
c,1,2.2308,,,,,,,,0.7308,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,1,1,6,1
v,1,1.772,,,,,,,,0.672,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,2,2,5,1
v,1,1.8558,,,,,,,,0.5558,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,3,3,8,1
b,1,2.2086,,,,,,,,0.7086,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,4,4,4,1
b,1,1.8734,,,,,,,,0.7734,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,5,5,7,1
b,1,1.9213,,,,,,,,0.6213,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,6,6,1,1
c,1,1.9311,,,,,,,,0.6311,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,7,7,3,1
c,1,2.4528,,,,,,,,1.3528,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,0,8,8,0,1
b,1,2.0034,,,,,,,,0.7034,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-01_22h18.30.604,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,1,0,9,1,1
