keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,4.205,,,,,,,,2.905,space,5.556,0,0,0,1,1,1.3,images/target_plus.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
c,1,4.389,,,,,,,,3.289,space,4.697,0,1,1,0,1,1.1,images/target_cross.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
v,1,7.039,,,,,,,,5.939,space,3.109,0,2,2,5,1,1.1,images/target_square.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
v,0,3.48,,,,,,,,2.38,space,0.575,0,3,3,7,1,1.1,images/target_plus.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
b,1,3.152,,,,,,,,1.652,space,2.266,0,4,4,4,1,1.5,images/target_plus.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
c,1,3.765,,,,,,,,2.265,space,3.221,0,5,5,6,1,1.5,images/target_cross.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
v,1,2.833,,,,,,,,1.333,space,1.108,0,6,6,2,1,1.5,images/target_square.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
v,1,2.127,,,,,,,,0.827,space,0.879,0,7,7,8,1,1.3,images/target_square.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
c,1,2.905,,,,,,,,1.605,space,0.924,0,8,8,3,1,1.3,images/target_cross.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,,,,,,,,,,
b,1,2.604,,,,,,,,1.104,,,,,,,,1.5,images/target_plus.jpg,Franco,001,2022-04-01_18h14.31.421,choiceRTT,2021.2.3,Linux x86_64,19.84914649,,0.048148148,-0.266666667,1,0,0,0,0,0,4,1
