keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.026,,,,,,,,0.726,space,3.7809,0,0,0,3,1,1.3,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
v,1,1.9964,,,,,,,,0.8964,space,2.5705,0,1,1,5,1,1.1,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
b,1,2.1178,,,,,,,,0.8178,space,1.1021,0,2,2,1,1,1.3,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
v,1,2.2135,,,,,,,,0.7135,space,0.5345,0,3,3,2,1,1.5,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
c,1,2.3343,,,,,,,,0.8343,space,0.5202,0,4,4,6,1,1.5,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
c,0,2.0373,,,,,,,,0.5373,space,1.0603,0,5,5,4,1,1.5,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
b,1,1.7026,,,,,,,,0.6026,space,0.5778,0,6,6,7,1,1.1,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
c,1,1.8561,,,,,,,,0.7561,space,4.1091,0,7,7,0,1,1.1,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
v,1,1.8697,,,,,,,,0.5697,space,0.5433,0,8,8,8,1,1.3,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,,,,,
v,1,1.6976,,,,,,,,0.5976,,,,,,,,1.1,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,space,3.4419,0.217592593,0.146296296,0,0,0,0,0,0,5,1
v,1,1.9395,,,,,,,,0.6395,,,,,,,,1.3,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,1,1,8,1
c,1,2.0732,,,,,,,,0.5732,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,2,2,6,1
b,1,1.5063,,,,,,,,0.4063,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,3,3,7,1
c,1,1.8148,,,,,,,,0.7148,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,4,4,0,1
v,1,2.1092,,,,,,,,0.6092,,,,,,,,1.5,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,5,5,2,1
b,1,1.7495,,,,,,,,0.4495,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,6,6,1,1
c,1,1.7178,,,,,,,,0.4178,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,7,7,3,1
b,1,2.1758,,,,,,,,0.6758,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,0,8,8,4,1
c,0,1.6397,,,,,,,,0.5397,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,1,0,9,7,1
b,1,1.9397,,,,,,,,0.4397,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,1,1,10,4,1
v,1,1.6424,,,,,,,,0.5424,,,,,,,,1.1,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,1,2,11,5,1
v,1,2.1349,,,,,,,,0.6349,,,,,,,,1.5,images/target_square.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,1,3,12,2,1
c,1,1.9508,,,,,,,,0.4508,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-02-28_15h50.38.940,choiceRTT,2021.2.3,Win32,59.88741167,,,,,,,,1,4,13,6,1
