keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,104.839,,,,,,,,103.539,space,4.7183,0,0,0,1,1,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
c,1,2.7129,,,,,,,,1.2129,space,16.6177,0,1,1,6,1,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
c,1,2.5281,,,,,,,,1.4281,space,13.4191,0,2,2,0,1,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
v,1,1.9762,,,,,,,,0.6762,space,1.4221,0,3,3,8,1,1.3,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
c,1,3.0032,,,,,,,,1.7032,space,2.3201,0,4,4,3,1,1.3,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
b,1,2.2404,,,,,,,,0.7404,space,2.5185,0,5,5,4,1,1.5,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
b,1,2.0377,,,,,,,,0.9377,space,2.2785,0,6,6,7,1,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
v,1,1.9625,,,,,,,,0.8625,space,3.396,0,7,7,5,1,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
v,1,2.1934,,,,,,,,0.6934,space,0.7521,0,8,8,2,1,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,,,,,
c,1,2.5467,,,,,,,,1.0467,,,,,,,,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,space,4.5772,-0.508333333,-0.319444444,0,0,0,0,0,0,6,1
c,1,1.9813,,,,,,,,0.8813,,,,,,,,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,1,1,0,1
v,1,1.8213,,,,,,,,0.7213,,,,,,,,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,2,2,5,1
v,1,1.9008,,,,,,,,0.6008,,,,,,,,1.3,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,3,3,8,1
b,1,2.1846,,,,,,,,0.8846,,,,,,,,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,4,4,1,1
c,1,2.1368,,,,,,,,0.8368,,,,,,,,1.3,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,5,5,3,1
b,1,2.7536,,,,,,,,1.2536,,,,,,,,1.5,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,6,6,4,1
v,1,2.1274,,,,,,,,0.6274,,,,,,,,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,7,7,2,1
b,1,2.1508,,,,,,,,1.0508,,,,,,,,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,0,8,8,7,1
c,1,2.071,,,,,,,,0.571,,,,,,,,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,0,9,6,1
v,1,1.9234,,,,,,,,0.8234,,,,,,,,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,1,10,5,1
b,1,2.5413,,,,,,,,1.2413,,,,,,,,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,2,11,1,1
b,1,1.7595,,,,,,,,0.6595,,,,,,,,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,3,12,7,1
v,1,2.2016,,,,,,,,0.7016,,,,,,,,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,4,13,2,1
c,1,1.8011,,,,,,,,0.7011,,,,,,,,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h28.43.718,choiceRTT,2021.2.3,Win32,60.0060006,,,,,,,,1,5,14,0,1
