keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.9479,,,,,,,,1.6479,space,8.3692,0,0,0,3,1,1.3,images/target_cross.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
v,1,2.2996,,,,,,,,0.7996,space,2.5864,0,1,1,2,1,1.5,images/target_square.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
b,1,2.4853,,,,,,,,0.9853,space,1.871,0,2,2,4,1,1.5,images/target_plus.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
c,1,2.0976,,,,,,,,0.9976,space,1.5308,0,3,3,0,1,1.1,images/target_cross.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
v,0,2.1658,,,,,,,,0.8658,space,1.4852,0,4,4,1,1,1.3,images/target_plus.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
v,1,1.986,,,,,,,,0.886,space,1.639,0,5,5,5,1,1.1,images/target_square.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
b,0,1.8834,,,,,,,,0.5834,space,1.6442,0,6,6,8,1,1.3,images/target_square.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
c,0,2.0677,,,,,,,,0.9677,space,1.2636,0,7,7,7,1,1.1,images/target_plus.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
c,1,3.5614,,,,,,,,2.0614,space,1.5564,0,8,8,6,1,1.5,images/target_cross.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,,,,,,,,,,,,
b,1,2.7724,,,,,,,,1.6724,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-06_19h54.22.277,choiceRTT,2021.2.3,Win32,59.95563283,space,1.5955,-0.408333319,0.372222218,0,0,0,0,0,0,7,1
