keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,PracticeLoop.order
,0,-0.003333333,-0.266666667,1,0,0,4.879,square_button,1,3.779,,0,0,0,5,1,1.1,images/target_square.jpg,a001,001,2022-05-03_21h57.59.820,choiceRTT,2021.2.3,MacIntel,58.82352941,
,0,-0.206666667,-0.242222222,1,0,0,3.03,cross_button,1,1.73,,0,1,1,3,1,1.3,images/target_cross.jpg,a001,001,2022-05-03_21h57.59.820,choiceRTT,2021.2.3,MacIntel,58.82352941,8
