keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.1781,,,,,,,,1.0781,space,3.7716,0,0,0,0,1,1.1,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
b,0,1.9519,,,,,,,,0.6519,space,1.9173,0,1,1,3,1,1.3,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
c,1,2.3864,,,,,,,,0.8864,space,1.9832,0,2,2,6,1,1.5,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
b,1,1.9019,,,,,,,,0.8019,space,1.7729,0,3,3,7,1,1.1,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
b,1,2.4192,,,,,,,,0.9192,space,1.3796,0,4,4,4,1,1.5,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
v,1,1.6493,,,,,,,,0.5493,space,2.0161,0,5,5,5,1,1.1,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
v,1,1.7168,,,,,,,,0.4168,space,1.8638,0,6,6,8,1,1.3,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
v,1,1.9489,,,,,,,,0.4489,space,1.551,0,7,7,2,1,1.5,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
b,1,2.3989,,,,,,,,1.0989,space,1.326,0,8,8,1,1,1.3,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,,,,,
b,1,2.5113,,,,,,,,1.0113,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,space,4.3654,0.458333333,-0.154947917,0,0,0,0,0,0,4,1
c,1,1.9869,,,,,,,,0.6869,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,1,1,3,1
v,1,1.954,,,,,,,,0.654,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,2,2,8,1
b,1,2.18,,,,,,,,1.08,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,3,3,7,1
b,1,1.8536,,,,,,,,0.5536,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,4,4,1,1
c,1,1.6536,,,,,,,,0.5536,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,5,5,0,1
b,0,2.2572,,,,,,,,0.7572,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,6,6,6,1
v,1,1.6369,,,,,,,,0.5369,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,7,7,5,1
v,1,2.0607,,,,,,,,0.5607,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,0,8,8,2,1
b,1,2.1044,,,,,,,,0.6044,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,0,9,4,1
c,1,2.0364,,,,,,,,0.9364,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,1,10,0,1
b,1,2.0651,,,,,,,,0.7651,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,2,11,1,1
v,1,1.6636,,,,,,,,0.5636,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,3,12,5,1
v,1,1.7023,,,,,,,,0.4023,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,4,13,8,1
b,0,2.0342,,,,,,,,0.7342,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,5,14,3,1
v,1,2.1846,,,,,,,,0.6846,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,6,15,2,1
b,1,1.7195,,,,,,,,0.6195,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,7,16,7,1
c,1,2.0701,,,,,,,,0.5701,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_10h27.25.097,choiceRTT,2021.2.3,Win32,59.326056,,,,,,,,1,8,17,6,1
