keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt
c,1,4.0766,,,,,,,,2.9766,,0,0,0,0,1,1.1,images/target_cross.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,
c,1,13.9829,,,,,,,,12.6829,space,0,1,1,3,1,1.3,images/target_cross.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,3.0803
c,1,2.5821,,,,,,,,1.0821,,0,2,2,6,1,1.5,images/target_cross.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,
v,1,7.9923,,,,,,,,6.6923,,0,3,3,8,1,1.3,images/target_square.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,
b,1,3.0841,,,,,,,,1.9841,,0,4,4,7,1,1.1,images/target_plus.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,
b,1,2.5665,,,,,,,,1.0665,,0,5,5,4,1,1.5,images/target_plus.jpg,999,001,2022-05-16_17h51.41.997,choiceRTT,2021.2.3,MacIntel,60.0024001,
