keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,2.879,,,,,,,,1.579,,,,,,,,1.3,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,1,1,1,1
c,1,3.006,,,,,,,,1.506,,,,,,,,1.5,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,2,2,6,1
c,1,2.622,,,,,,,,1.522,,,,,,,,1.1,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,3,3,0,1
v,1,2.506,,,,,,,,1.406,,,,,,,,1.1,images/target_square.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,4,4,5,1
v,1,2.427,,,,,,,,1.127,,,,,,,,1.3,images/target_square.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,5,5,8,1
c,1,3.126,,,,,,,,1.826,,,,,,,,1.3,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,6,6,3,1
b,1,3.174,,,,,,,,1.674,,,,,,,,1.5,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,7,7,4,1
b,1,2.079,,,,,,,,0.979,,,,,,,,1.1,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,8,8,7,1
b,1,1.877,,,,,,,,0.577,,,,,,,,1.3,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,0,9,1,1
c,1,2.758,,,,,,,,1.258,,,,,,,,1.5,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,1,10,6,1
c,1,1.894,,,,,,,,0.794,,,,,,,,1.1,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,2,11,0,1
v,1,2.577,,,,,,,,1.277,,,,,,,,1.3,images/target_square.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,3,12,8,1
b,1,2.558,,,,,,,,1.058,,,,,,,,1.5,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,4,13,4,1
v,1,3.397,,,,,,,,1.897,,,,,,,,1.5,images/target_square.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,5,14,2,1
b,1,2.555,,,,,,,,1.455,,,,,,,,1.1,images/target_plus.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,6,15,7,1
v,1,2.889,,,,,,,,1.789,,,,,,,,1.1,images/target_square.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,7,16,5,1
c,1,2.259,,,,,,,,0.959,,,,,,,,1.3,images/target_cross.jpg,J,001,2022-04-24_03h05.42.323,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,8,17,3,1
