keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt
c,0,3.018,,,,,,,,1.718,,0,0,0,1,1,1.3,images/target_plus.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
c,1,3.958,,,,,,,,2.658,,0,1,1,3,1,1.3,images/target_cross.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
v,1,2.734,,,,,,,,1.434,,0,2,2,8,1,1.3,images/target_square.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
c,1,5.13,,,,,,,,3.63,c,0,3,3,6,1,1.5,images/target_cross.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,0.454
c,0,8.809,0.423611111,-0.232638889,1,0,0,7.436,,7.309,,0,4,4,2,1,1.5,images/target_square.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
b,1,2.498,,,,,,,,1.398,,0,5,5,7,1,1.1,images/target_plus.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
c,1,2.384,,,,,,,,1.284,,0,6,6,0,1,1.1,images/target_cross.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
v,1,2.549,,,,,,,,1.449,,0,7,7,5,1,1.1,images/target_square.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
b,1,4.297,,,,,,,,2.797,,0,8,8,4,1,1.5,images/target_plus.jpg,1,001,2022-02-24_19h14.32.006,choiceRTT,2021.2.3,Win32,59.95203837,
