keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,0.1744,,,,,,,,-1.3256,space,4.2363,0,0,0,2,1,1.5,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
c,1,2.5583,,,,,,,,1.2583,,,0,1,1,3,1,1.3,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
v,1,1.7448,,,,,,,,0.6448,,,0,2,2,5,1,1.1,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
b,1,1.4427,,,,,,,,0.3427,,,0,3,3,7,1,1.1,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
v,1,2.1384,,,,,,,,0.8384,,,0,4,4,8,1,1.3,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
b,1,1.834,,,,,,,,0.534,,,0,5,5,1,1,1.3,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
c,1,2.2305,,,,,,,,0.7305,,,0,6,6,6,1,1.5,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
c,1,1.7145,,,,,,,,0.6145,,,0,7,7,0,1,1.1,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
b,1,2.1156,,,,,,,,0.6156,,,0,8,8,4,1,1.5,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,,,,,
c,1,1.9101,,,,,,,,0.8101,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,0.000925926,-0.238888889,1,0,0,0,0,0,0,1
v,1,1.7651,,,,,,,,0.4651,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,1,1,8,1
b,1,1.9204,,,,,,,,0.6204,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,2,2,1,1
c,1,1.9197,,,,,,,,0.6197,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,3,3,3,1
b,1,1.6342,,,,,,,,0.5342,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,4,4,7,1
c,1,2.0978,,,,,,,,0.5978,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,5,5,6,1
v,1,1.9419,,,,,,,,0.4419,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,6,6,2,1
