keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,0,1.5811,,,,,,,,0.4811,,,,,,,,1.1,images/target_cross.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,2,2,0,1
b,0,1.6845,,,,,,,,0.3845,,,,,,,,1.3,images/target_cross.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,3,3,3,1
v,1,2.0966,,,,,,,,0.5966,,,,,,,,1.5,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,4,4,2,1
b,1,1.6266,,,,,,,,0.5266,,,,,,,,1.1,images/target_plus.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,5,5,7,1
v,1,1.6589,,,,,,,,0.5589,,,,,,,,1.1,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,6,6,5,1
b,0,1.7476,,,,,,,,0.4476,,,,,,,,1.3,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,7,7,8,1
b,1,2.3584,,,,,,,,0.8584,,,,,,,,1.5,images/target_plus.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,0,8,8,4,1
b,0,1.7111,,,,,,,,0.6111,,,,,,,,1.1,images/target_cross.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,0,9,0,1
b,0,1.9691,,,,,,,,0.4691,,,,,,,,1.5,images/target_cross.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,1,10,6,1
b,0,1.8126,,,,,,,,0.5126,,,,,,,,1.3,images/target_cross.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,2,11,3,1
b,1,1.8576,,,,,,,,0.5576,,,,,,,,1.3,images/target_plus.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,3,12,1,1
b,1,1.955,,,,,,,,0.455,,,,,,,,1.5,images/target_plus.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,4,13,4,1
b,1,1.4354,,,,,,,,0.3354,,,,,,,,1.1,images/target_plus.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,5,14,7,1
v,1,2.1435,,,,,,,,0.6435,,,,,,,,1.5,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,6,15,2,1
v,1,1.6523,,,,,,,,0.5523,,,,,,,,1.1,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,7,16,5,1
v,1,1.8543,,,,,,,,0.5543,,,,,,,,1.3,images/target_square.jpg,Sealtiel,001,2022-04-11_13h15.01.680,choiceRTT,2021.2.3,Win32,59.97720866,,,,,,,,1,8,17,8,1
