keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,3.1882,,,,,,,,1.8882,space,2.8839,0,0,0,1,1,1.3,images/target_plus.jpg,x,001,2022-02-22_14h16.38.699,choiceRTT,2021.2.3,Win32,59.53798523
v,1,0.3723,,,,,,,,-0.9277,space,1.0719,0,1,1,8,1,1.3,images/target_square.jpg,x,001,2022-02-22_14h16.38.699,choiceRTT,2021.2.3,Win32,59.53798523
