keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.6354,,,,,,,,1.1354,space,4.124,0,0,0,2,1,1.5,images/target_square.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
v,1,1.9162,,,,,,,,0.8162,space,0.5019,0,1,1,5,1,1.1,images/target_square.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
c,1,1.7393,,,,,,,,0.4393,space,0.5397,0,2,2,3,1,1.3,images/target_cross.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
b,1,1.6224,,,,,,,,0.5224,space,0.3751,0,3,3,7,1,1.1,images/target_plus.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
v,0,1.4557,,,,,,,,0.3557,space,0.5159,0,4,4,0,1,1.1,images/target_cross.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
c,0,1.9664,,,,,,,,0.4664,space,0.4427,0,5,5,4,1,1.5,images/target_plus.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
v,1,2.0392,,,,,,,,0.7392,space,0.367,0,6,6,8,1,1.3,images/target_square.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
b,1,1.9124,,,,,,,,0.6124,space,0.3143,0,7,7,1,1,1.3,images/target_plus.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
v,0,2.0143,,,,,,,,0.5143,space,0.3658,0,8,8,6,1,1.5,images/target_cross.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,,,,,
v,1,1.8171,,,,,,,,0.7171,,,,,,,,1.1,images/target_square.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,space,0.1337,-0.009259246,-0.244444456,0,0,0,0,0,0,5,1
b,1,1.937,,,,,,,,0.437,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,0,1,1,4,1
v,0,1.9725,,,,,,,,0.6725,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,0,2,2,3,1
c,1,2.2539,,,,,,,,1.1539,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,0,3,3,0,1
v,1,2.0107,,,,,,,,0.7107,,,,,,,,1.3,images/target_square.jpg,1,001,2022-02-13_20h29.23.055,choiceRTT,2021.2.3,Win32,60.88650755,,,,,,,,0,4,4,8,1
