keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,4.8329,,,,,,,,3.5329,space,3.0189,0,0,0,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
b,1,2.6385,,,,,,,,1.1385,,,0,1,1,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
v,1,2.535,,,,,,,,1.035,space,5.7244,0,2,2,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
c,1,2.275,,,,,,,,0.775,space,5.4659,0,3,3,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
v,0,1.7746,,,,,,,,0.4746,space,11.2545,0,4,4,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
c,0,2.1446,,,,,,,,1.0446,space,3.8773,0,5,5,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
b,1,1.9156,,,,,,,,0.6156,space,5.7636,0,6,6,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
b,0,1.8952,,,,,,,,0.7952,space,4.6129,0,7,7,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
c,0,2.1769,,,,,,,,1.0769,space,3.1343,0,8,8,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,,,,,
b,1,1.7433,,,,,,,,0.6433,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,space,1.2895,0.421875,-0.399739583,0,0,0,0,0,0,7,1
v,0,2.2546,,,,,,,,0.7546,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,0,1,1,6,1
c,0,1.8878,,,,,,,,0.7878,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_21h59.28.773,choiceRTT,2021.2.3,Win32,60.14314067,,,,,,,,0,2,2,5,1
