keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,3.8306,,,,,,,,2.5306,space,2.3425,0,0,0,3,1,1.3,images/target_cross.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
v,1,3.2489,,,,,,,,1.7489,space,0.3712,0,1,1,2,1,1.5,images/target_square.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
c,1,3.2292,,,,,,,,1.7292,space,0.3943,0,2,2,6,1,1.5,images/target_cross.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
b,1,3.1951,,,,,,,,1.8951,space,0.3042,0,3,3,1,1,1.3,images/target_plus.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
b,1,2.2366,,,,,,,,1.1366,space,2.9468,0,4,4,7,1,1.1,images/target_plus.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
v,1,2.7363,,,,,,,,1.6363,space,1.0748,0,5,5,5,1,1.1,images/target_square.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
b,1,3.4907,,,,,,,,1.9907,space,0.4613,0,6,6,4,1,1.5,images/target_plus.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
v,1,2.9055,,,,,,,,1.6055,space,18.5765,0,7,7,8,1,1.3,images/target_square.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
c,1,2.984,,,,,,,,1.884,space,2.7268,0,8,8,0,1,1.1,images/target_cross.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,,,,,,,,,,
b,1,2.7497,,,,,,,,1.6497,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_21h09.14.794,choiceRTT,2021.2.3,Win32,29.60331557,,0.02734375,-0.217447917,1,0,0,0,0,0,7,1
