keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,0,9.3224,,,,,,,,8.2224,space,1.9959,0,0,0,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
c,1,1.8713,,,,,,,,0.7713,space,1.6093,0,1,1,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
v,0,2.1124,,,,,,,,1.0124,space,2.3362,0,2,2,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
b,1,2.304,,,,,,,,0.804,space,1.1086,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
v,1,2.1356,,,,,,,,0.8356,space,0.9944,0,4,4,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
c,1,2.3234,,,,,,,,0.8234,space,1.1133,0,5,5,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
c,1,1.8177,,,,,,,,0.5177,space,1.0958,0,6,6,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
v,1,2.1996,,,,,,,,0.6996,space,0.8557,0,7,7,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
c,0,1.84,,,,,,,,0.54,space,2.6568,0,8,8,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,,,,,
v,1,1.8806,,,,,,,,0.7806,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,space,3.0317,0.247395833,-0.333333333,0,0,0,0,0,0,5,1
c,0,2.0342,,,,,,,,0.7342,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,1,1,1,1
c,1,2.7702,,,,,,,,1.4702,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,2,2,3,1
v,1,2.3034,,,,,,,,0.8034,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,3,3,2,1
c,1,2.2296,,,,,,,,0.7296,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,4,4,6,1
b,1,1.9514,,,,,,,,0.8514,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,5,5,7,1
b,1,2.312,,,,,,,,0.812,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,6,6,4,1
c,1,1.9845,,,,,,,,0.8845,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,7,7,0,1
v,1,1.9932,,,,,,,,0.6932,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,0,8,8,8,1
v,1,1.955,,,,,,,,0.655,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,0,9,8,1
v,1,1.7256,,,,,,,,0.6256,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,1,10,5,1
c,1,1.6854,,,,,,,,0.5854,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,2,11,0,1
b,1,2.1287,,,,,,,,1.0287,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,3,12,7,1
c,1,2.2536,,,,,,,,0.7536,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,4,13,6,1
c,1,1.9736,,,,,,,,0.6736,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,5,14,3,1
v,1,2.1025,,,,,,,,0.6025,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,6,15,2,1
b,1,2.6815,,,,,,,,1.1815,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,7,16,4,1
b,1,1.9895,,,,,,,,0.6895,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_14h44.07.861,choiceRTT,2021.2.3,Win32,59.87665409,,,,,,,,1,8,17,1,1
