keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,1.765,,,,,,,,0.665,space,0.86,0,0,0,7,1,1.1,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
v,1,2.005,,,,,,,,0.705,space,0.533,0,1,1,8,1,1.3,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
c,0,1.839,,,,,,,,0.739,space,0.579,0,2,2,5,1,1.1,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
b,1,2.208,,,,,,,,0.908,space,0.661,0,3,3,1,1,1.3,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
c,0,2.673,,,,,,,,1.173,space,0.869,0,4,4,2,1,1.5,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
c,1,2.559,,,,,,,,1.059,space,0.556,0,5,5,6,1,1.5,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
c,1,2.078,,,,,,,,0.778,space,0.518,0,6,6,3,1,1.3,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
b,1,2.391,,,,,,,,0.891,space,0.548,0,7,7,4,1,1.5,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
b,0,1.99,,,,,,,,0.89,space,0.429,0,8,8,0,1,1.1,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,,,,,
c,1,5.114,,,,,,,,3.614,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,0.004942339,-0.272652389,1,0,0,0,0,0,6,1
b,1,2.42,,,,,,,,1.32,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,1,1,7,1
c,1,2.188,,,,,,,,0.888,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,2,2,3,1
v,1,1.887,,,,,,,,0.587,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,3,3,8,1
v,1,1.754,,,,,,,,0.654,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,4,4,5,1
c,1,5.215,,,,,,,,4.115,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,5,5,0,1
b,1,2.221,,,,,,,,0.921,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,6,6,1,1
b,1,2.203,,,,,,,,0.703,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,7,7,4,1
v,1,2.475,,,,,,,,0.975,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,0,8,8,2,1
v,1,1.993,,,,,,,,0.493,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,0,9,2,1
b,1,2.239,,,,,,,,0.939,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,1,10,1,1
b,1,2.204,,,,,,,,1.104,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,2,11,7,1
c,1,1.871,,,,,,,,0.771,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,3,12,0,1
v,1,2.069,,,,,,,,0.969,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,4,13,5,1
b,0,2.687,,,,,,,,1.187,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,5,14,6,1
b,1,2.201,,,,,,,,0.701,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,6,15,4,1
c,1,1.961,,,,,,,,0.661,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,7,16,3,1
v,1,1.969,,,,,,,,0.669,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-04_04h21.37.201,choiceRTT,2021.2.3,Win32,60.09615385,,,,,,,1,8,17,8,1
