keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,PracticeLoop.order,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,-0.120833333,0.023611111,1,0,0,14.7573,plus_button,0,13.4573,0,0,0,3,1,8,1.3,images/target_cross.jpg,ljm,001,2022-04-07_13h56.26.923,choiceRTT,2021.2.3,Win32,59.99160118
