keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.169,,,,,,,,1.069,,,,,,,,1.1,images/target_cross.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,0,8,8,0,1
v,1,2.978,,,,,,,,1.478,,,,,,,,1.5,images/target_square.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,0,9,2,1
c,1,2.177,,,,,,,,0.877,,,,,,,,1.3,images/target_cross.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,1,10,3,1
b,1,2.948,,,,,,,,1.648,,,,,,,,1.3,images/target_plus.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,2,11,1,1
v,1,3.013,,,,,,,,1.913,,,,,,,,1.1,images/target_square.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,3,12,5,1
c,1,2.228,,,,,,,,1.128,,,,,,,,1.1,images/target_cross.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,4,13,0,1
v,1,3.079,,,,,,,,1.779,,,,,,,,1.3,images/target_square.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,5,14,8,1
b,1,2.66,,,,,,,,1.16,,,,,,,,1.5,images/target_plus.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,6,15,4,1
c,1,3.548,,,,,,,,2.048,,,,,,,,1.5,images/target_cross.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,7,16,6,1
v,0,2.079,,,,,,,,0.979,,,,,,,,1.1,images/target_plus.jpg,blob,001,2022-04-20_11h48.29.874,choiceRTT,2021.2.3,MacIntel,58.82352941,,,,,,,,1,8,17,7,1
